Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Steven Madden Ltd,Consumer Cyclical,Footwear & Accessories,USA,NASD,RUT,9.92,2.32,2.30%,72.58M,-7.77%,1.67B,11.84,1.94,0.29%,70.96M,-12.04%,165.88M,-,0.18,104.57%,5.18%,-9.01%,2.28B,0.73,-48.19%,3.03%,1.83,-47.10%,12.06,1.91,40.53%,12.15%,3.67M,-47.29%,2.03,11.35,-5.99%,19.51%,19.05,50.01,-45.86%,0.87 (3.76%),10.25,6.86%,16.65%,-53.97%,1.13,0.84 (3.65%),1.64,5.02%,40.09%,20.84%,1.10,"Jun 09, 2025",2.25,-4.71%,9.80%,41.25,2.41%,3.25%,4800,0.19,10.17%,7.27%,2.20,27.62,Yes / Yes,0.14,-5.66%,35.69%,0.70,24.14,-1.01%,32.51%,0.21%,May 07 BMO,2.00M,23.02,-8.23%,-0.89%,-37.03%,"

","1,394,897",-4.64%,SHOO
Sunstone Hotel Investors Inc,Real Estate,REIT - Hotel & Motel,USA,NYSE,RUT,87.80,0.10,1.26%,200.37M,-3.19%,1.69B,43.35,0.20,0.00%,196.35M,-4.28%,19.72M,-,0.09,103.75%,7.05%,-13.10%,922.71M,1.83,-2.10%,-0.54%,5.30,-30.64%,8.96,0.95,42.90%,1.13%,13.84M,-14.76%,0.75,11.35,-,1.66%,7.45,12.41,-28.29%,0.36 (4.26%),280.45,-24.01%,0.67%,-31.59%,1.29,0.36 (4.24%),1.51,-4.07%,19.51%,13.96%,0.29,"Jun 30, 2025",1.51,-89.21%,8.16%,41.59,2.00%,1.85%,36,0.41,-3.90%,2.14%,2.30,9.85,Yes / Yes,0.41,-86.24%,248.18%,1.24,8.86,-1.00%,108.33%,7.78%,May 06 BMO,2.61M,8.49,-3.96%,-0.87%,-16.86%,"

","3,233,041",-4.18%,SHO
Shinhan Financial Group Co. Ltd. ADR,Financial,Banks - Regional,South Korea,NYSE,-,6.85,6.33,0.04%,492.94M,1.12%,21.05B,5.78,7.50,0.00%,485.16M,17.02%,3.18B,0.68,1.97,4.75%,0.03%,35.77%,27.67B,0.76,15.13%,-0.10%,0.70,23.06%,71.39,0.61,6.46%,0.62%,0.14M,29.34%,-,-,10.13%,8.79%,28.76,46.05,31.93%,1.60 (3.70%),2.05,0.62%,3.82%,-5.80%,0.91,1.16 (2.66%),-,3.48%,-,50.83%,0.87,"May 02, 2025",0.21,4.50%,16.21%,70.87,0.72%,1.95%,-,2.81,-3.37%,11.49%,1.25,49.87,Yes / Yes,1.36,6.27%,20.85%,0.45,43.61,0.92%,7.38%,-8.59%,Apr 29 AMC,204.17K,43.38,5.12%,16.90%,16.80%,"

","92,707",-0.53%,SHG
Shell Plc ADR,Energy,Oil & Gas Integrated,United Kingdom,NYSE,-,16.78,4.32,0.01%,3.00B,6.65%,214.76B,10.45,6.94,0.00%,2.96B,8.12%,13.52B,5.36,1.47,13.11%,0.33%,5.48%,282.12B,0.76,-14.60%,-5.93%,1.97,12.67%,59.45,1.22,8.15%,3.42%,9.91M,3.20%,12.03,6.03,3.13%,7.40%,58.54,74.46,15.79%,2.83 (3.90%),7.38,5.38%,5.54%,-2.58%,0.38,2.81 (3.87%),1.08,-4.24%,16.96%,23.90%,1.08,"May 16, 2025",1.32,-20.13%,12.22%,76.21,0.82%,0.96%,104000,0.43,-2.62%,4.79%,1.42,78.62,Yes / Yes,0.36,-30.59%,54.41%,1.17,71.44,-5.66%,12.99%,-2.26%,May 02 BMO,5.04M,72.54,7.04%,9.94%,8.90%,"

","5,917,984",1.54%,SHEL
Soho House & Co Inc,Consumer Cyclical,Lodging,United Kingdom,NYSE,-,-,-0.60,77.42%,53.00M,6.54%,1.30B,-,-0.20,-0.02%,43.92M,5.70%,-117.21M,-,-0.07,17.17%,5.47%,12.46%,1.23B,1.06,88.69%,11.27%,8.15,37.45%,-1.75,-,-105.26%,-4.68%,2.40M,31.50%,0.80,8.40,-,-,4.43,8.47,-10.34%,-,27.97,-6.07%,-6.05%,-21.13%,0.63,-,0.70,13.40%,15.73%,50.79%,0.27,-,0.83,20.45%,1.31%,59.31,1.30%,2.32%,8038,-,7.27%,-9.55%,1.00,9.00,Yes / Yes,-,117.64%,-,1.02,6.71,0.21%,136.36%,7.49%,May 09 BMO,294.82K,6.68,3.46%,11.01%,8.86%,"

","300,754",-0.45%,SHCO
Sotera Health Co,Healthcare,Diagnostics & Research,USA,NASD,-,131.99,0.09,48.35%,283.86M,-7.07%,3.24B,13.43,0.85,0.00%,146.62M,-10.77%,24.79M,12.48,0.17,49.95%,8.50%,-1.38%,1.11B,2.93,6.82%,5.11%,9.66,-13.41%,1.46,7.84,13.83%,0.81%,12.46M,-5.77%,1.08,10.60,10.58%,5.88%,9.53,17.08,-16.45%,-,30.27,-,0.91%,-33.08%,1.86,-,2.16,7.17%,49.60%,19.94%,0.37,-,2.46,-54.72%,31.59%,34.84,1.04%,1.54%,3000,5.67,2.78%,2.24%,2.00,14.83,Yes / Yes,5.61,-310.81%,0.00%,0.86,11.75,3.54%,14.94%,2.56%,May 01 BMO,1.29M,11.43,-6.92%,-3.40%,-15.49%,"

","1,105,103",-2.72%,SHC
Shake Shack Inc,Consumer Cyclical,Restaurants,USA,NYSE,RUT,430.60,0.29,4.85%,40.22M,-4.24%,5.28B,74.78,1.65,-0.97%,38.28M,6.48%,12.41M,14.24,0.36,103.47%,13.75%,41.42%,1.28B,4.11,43.03%,4.70%,3.53,-7.18%,11.77,10.51,25.72%,0.74%,5.26M,36.14%,7.33,16.87,30.23%,2.70%,72.93,139.89,-4.69%,-,132.25,-17.79%,1.00%,-11.57%,1.77,-,1.88,16.07%,16.12%,69.63%,4.18,-,1.91,-47.47%,4.35%,58.12,2.34%,2.40%,12826,1.76,14.07%,0.97%,2.38,114.62,Yes / Yes,1.63,105.26%,0.00%,0.65,128.16,-2.04%,-13.58%,10.46%,May 01 BMO,1.49M,123.71,-0.31%,18.23%,11.36%,"

","966,415",-3.47%,SHAK
Surgery Partners Inc,Healthcare,Medical Care Facilities,USA,NASD,RUT,-,-1.53,40.78%,128.19M,-1.94%,2.91B,18.64,1.22,-0.26%,75.90M,-0.13%,-193.40M,-,0.16,71.25%,12.34%,-3.64%,3.17B,0.92,9.74%,-1.62%,9.41,5.52%,13.58,1.67,19.55%,-2.59%,9.36M,-8.64%,1.79,12.71,13.35%,-10.43%,19.50,33.97,7.42%,-,16.82,10.25%,-3.54%,-33.06%,1.94,-,1.73,11.20%,18.82%,16.62%,0.59,-,1.89,-30732.00%,14.36%,46.21,0.63%,1.30%,15000,2.22,13.54%,-6.10%,1.50,31.36,Yes / Yes,2.14,-202.64%,-,0.78,23.10,-0.17%,-39.49%,8.17%,May 12 BMO,995.26K,22.74,-1.76%,1.56%,-9.47%,"

","771,397",-1.56%,SGRY
Somnigroup International Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,NYSE,-,40.78,1.56,3.86%,208.60M,-2.92%,13.25B,20.83,3.05,-1.62%,200.53M,-1.00%,274.90M,3.37,0.52,105.28%,8.79%,14.88%,5.35B,2.48,-2.75%,39.08%,4.78,14.94%,13.14,4.83,23.03%,3.45%,17.63M,31.23%,0.53,119.29,12.11%,17.92%,45.04,69.87,12.08%,0.60 (0.95%),23.97,5.59%,2.99%,-9.06%,1.28,0.56 (0.88%),0.44,6.04%,44.27%,41.07%,1.55,"May 22, 2025",0.84,-22.99%,13.22%,46.58,0.88%,1.51%,20000,2.53,8.96%,5.14%,1.73,70.00,Yes / Yes,2.35,-139.62%,24.11%,0.75,64.50,-1.81%,4.84%,34.92%,May 08 BMO,3.69M,63.54,-2.59%,1.97%,10.18%,"

","2,757,740",-1.49%,SGI
Super Group (SGHC) Limited,Consumer Cyclical,Gambling,United Kingdom,NYSE,RUT,34.41,0.28,69.47%,501.43M,3.04%,4.76B,14.26,0.67,0.00%,153.10M,10.85%,139.17M,0.71,0.14,8.76%,2.14%,41.58%,1.97B,2.42,129.62%,0.11%,3.37,39.31%,1.15,8.28,18.58%,12.59%,3.27M,181.04%,0.78,12.22,48.65%,21.19%,2.84,9.62,52.49%,-,-,-46.71%,18.07%,-1.25%,1.04,0.14 (1.45%),1.25,15.40%,23.15%,234.16%,0.30,"Mar 10, 2025",1.42,281.38%,14.09%,70.65,1.90%,2.03%,3300,0.11,22.80%,7.08%,1.00,11.77,Yes / Yes,0.11,38.20%,102.54%,1.14,9.62,5.09%,8.85%,32.19%,May 08 AMC,971.73K,9.50,7.68%,15.81%,49.47%,"

","1,106,545",-1.25%,SGHC
Sweetgreen Inc,Consumer Cyclical,Restaurants,USA,NYSE,RUT,-,-0.77,13.21%,105.76M,-10.46%,1.48B,-,-0.42,-3.53%,102.13M,-19.46%,-89.34M,-,-0.09,96.56%,16.40%,-47.14%,685.28M,2.16,29.15%,-0.42%,3.58,-65.63%,3.68,3.42,25.54%,-10.66%,16.75M,-62.60%,1.56,8.05,32.63%,-19.79%,12.37,45.12,-60.76%,-,-,-4.72%,-12.33%,-72.12%,2.06,-,1.95,19.81%,9.64%,1.70%,1.03,-,1.97,18.05%,-12.45%,34.81,2.68%,4.62%,6407,0.76,11.10%,-13.04%,1.92,23.27,Yes / Yes,0.67,7.70%,-,0.95,13.24,0.73%,-3.45%,5.36%,May 08 AMC,4.68M,12.58,-7.38%,-25.18%,-56.06%,"

","4,431,778",-4.98%,SG
Simmons First National Corp,Financial,Banks - Regional,USA,NASD,RUT,15.82,1.16,1.81%,125.93M,-3.27%,2.31B,9.82,1.87,0.00%,123.67M,-8.21%,146.21M,-,0.39,73.06%,2.12%,-10.05%,1.45B,1.60,8.75%,0.37%,4.13,-23.74%,28.04,0.65,21.74%,0.54%,2.62M,12.17%,-,-,-,4.20%,16.03,25.95,-17.31%,0.85 (4.65%),6.50,-12.84%,3.02%,-29.33%,0.95,0.84 (4.61%),-,9.07%,-,14.41%,0.48,"Jun 13, 2025",0.17,-12.82%,10.82%,39.96,2.07%,1.64%,2946,0.39,2.91%,10.10%,2.67,21.60,Yes / Yes,0.37,-17.10%,69.38%,1.04,18.99,0.24%,-26.41%,-3.24%,Apr 16 AMC,634.19K,18.34,-3.43%,-2.53%,-14.44%,"

","660,716",-3.42%,SFNC
Sprouts Farmers Market Inc,Consumer Defensive,Grocery Stores,USA,NASD,RUT,35.55,4.44,0.51%,98.19M,-6.65%,15.45B,27.44,5.76,-31.54%,97.36M,-0.35%,446.53M,1.79,1.23,98.55%,7.59%,15.48%,8.07B,1.91,35.95%,-0.03%,4.40,7.49%,13.12,12.04,12.89%,12.39%,7.39M,108.78%,2.94,53.70,19.84%,35.74%,74.79,182.00,24.28%,-,31.80,24.61%,15.66%,-13.23%,0.80,-,0.51,6.50%,36.79%,111.15%,6.04,-,0.95,53.77%,7.37%,40.98,1.26%,2.21%,35000,1.33,15.51%,5.53%,2.28,184.29,Yes / Yes,1.21,61.42%,0.00%,0.88,157.04,1.39%,16.83%,18.72%,Apr 30 AMC,1.68M,157.92,-5.30%,-3.42%,11.06%,"

","1,482,350",0.56%,SFM
SFL Corporation Ltd,Industrials,Marine Shipping,Bermuda,NYSE,RUT,20.72,0.41,28.16%,133.47M,-1.26%,1.25B,32.42,0.27,0.00%,104.34M,-0.92%,53.48M,-,-0.05,31.33%,4.03%,3.12%,862.08M,1.45,-97.08%,-1.72%,3.47,-18.81%,7.88,1.09,783.33%,1.37%,4.21M,-36.37%,1.22,7.02,-,5.09%,6.78,14.14,-15.95%,1.08 (12.57%),-,3.93%,1.62%,-39.23%,0.56,1.08 (12.57%),0.45,14.54%,32.60%,26.70%,0.24,"Jun 12, 2025",0.45,-57.55%,30.24%,51.17,2.45%,1.53%,24,2.73,6.68%,6.20%,1.67,11.40,Yes / Yes,2.14,-,106.47%,1.07,8.58,1.63%,200.62%,-18.48%,May 14 BMO,1.21M,8.59,-0.46%,4.29%,-12.50%,"

","1,299,980",0.12%,SFL
"Smithfield Foods, Inc",Consumer Defensive,Packaged Foods,USA,NASD,-,-,-,93.77%,393.11M,2.50%,9.26B,10.25,2.30,-3.22%,24.49M,5.11%,-,-,0.57,6.57%,4.61%,23.84%,-,-,22.30%,25.96%,1.66,-,15.84,1.49,-0.05%,-,1.13M,-,2.36,9.98,7.84%,-,18.43,24.07,19.27%,0.89 (3.79%),-,-,-,-2.14%,-,0.50 (2.12%),1.40,-,-,27.81%,0.51,"May 15, 2025",3.11,-,-,60.41,1.31%,1.04%,34000,0.38,-,-,1.38,28.11,Yes / Yes,0.37,-,-,0.59,23.90,3.83%,21.04%,-,Apr 29 BMO,682.02K,23.56,1.44%,7.57%,11.08%,"

","400,003",-1.44%,SFD
ServisFirst Bancshares Inc,Financial,Banks - Regional,USA,NYSE,RUT,16.50,4.40,7.35%,54.60M,-3.39%,3.96B,12.41,5.85,-0.49%,50.60M,-6.60%,240.38M,-,1.21,74.55%,7.13%,-12.95%,994.83M,3.98,19.46%,1.41%,17.00,-23.29%,30.56,2.38,17.16%,1.40%,3.61M,22.54%,-,-,-,15.30%,58.51,101.37,-14.34%,1.32 (1.82%),16.36,8.57%,13.70%,-28.39%,0.85,1.27 (1.75%),-,18.82%,-,24.06%,1.76,"Apr 01, 2025",0.55,20.64%,29.90%,42.17,1.46%,1.53%,630,1.47,11.59%,24.16%,3.00,82.00,Yes / Yes,0.05,26.25%,29.69%,1.12,74.29,-1.69%,-1.97%,5.88%,Apr 21 AMC,212.11K,72.59,-2.71%,-0.86%,-12.71%,"

","238,370",-2.29%,SFBS
Stifel Financial Corp,Financial,Capital Markets,USA,NYSE,-,18.18,5.25,3.31%,103.08M,-1.20%,9.80B,10.82,8.82,-0.67%,99.33M,-3.96%,583.51M,1.21,1.67,87.81%,2.29%,0.02%,6.00B,1.63,0.21%,2.18%,2.67,-13.79%,47.08,2.03,29.20%,1.58%,2.27M,21.34%,26.81,3.56,15.04%,11.48%,73.27,120.64,-10.10%,1.84 (1.93%),9.37,42.35%,8.36%,-20.95%,1.08,1.76 (1.85%),1.69,44.71%,83.33%,30.16%,2.39,"Jun 02, 2025",1.69,20.21%,15.55%,52.86,0.91%,1.30%,9000,0.40,12.85%,9.72%,2.25,102.43,Yes / Yes,0.26,-71.86%,26.86%,0.78,96.98,-1.34%,0.43%,3.51%,Apr 23 BMO,852.41K,95.37,-0.13%,5.52%,-4.77%,"

","668,373",-1.66%,SF
Sezzle Inc,Financial,Credit Services,USA,NASD,RUT,45.13,2.96,50.93%,33.97M,1.10%,4.45B,31.42,4.25,-3.45%,16.34M,46.73%,106.68M,1.02,0.58,27.28%,18.33%,244.60%,329.06M,13.51,76.85%,16.78%,2.91,146.35%,3.70,36.07,30.37%,43.21%,3.00M,1012.06%,3.12,42.81,44.14%,137.28%,11.67,141.83,213.23%,-,72.67,-,54.31%,-5.85%,9.12,-,2.62,76.56%,66.06%,1044.63%,8.70,-,2.62,702.31%,35.95%,72.24,7.37%,3.88%,408,0.56,91.69%,32.42%,1.00,116.33,Yes / Yes,0.56,346.54%,0.00%,1.35,140.10,61.99%,389.72%,123.32%,May 07 AMC,1.03M,133.54,16.26%,72.75%,164.46%,"

","1,389,552",-4.68%,SEZL
SEMrush Holdings Inc,Technology,Software - Application,USA,NYSE,RUT,193.12,0.05,73.55%,126.63M,-13.15%,1.33B,19.71,0.46,-2.96%,39.19M,-18.14%,6.95M,5.28,0.08,27.50%,8.90%,-7.42%,396.02M,3.36,40.50%,5.08%,4.87,-35.72%,1.82,4.93,30.74%,1.83%,3.49M,-38.83%,1.77,5.08,36.61%,2.81%,7.90,18.74,-24.41%,-,26.32,-,2.51%,-52.08%,1.71,-,2.27,32.55%,82.15%,13.67%,0.41,-,2.27,-47.45%,2.09%,34.39,3.15%,3.44%,1561,0.05,22.75%,1.75%,1.29,15.00,Yes / Yes,0.03,-61.38%,0.00%,1.03,9.44,0.56%,-4.09%,22.38%,May 07 AMC,715.69K,8.98,-10.17%,-8.55%,-28.96%,"

","733,654",-4.87%,SEMR
Select Medical Holdings Corporation,Healthcare,Medical Care Facilities,USA,NYSE,RUT,11.21,1.34,14.55%,128.31M,-2.46%,1.94B,11.49,1.31,-1.08%,109.84M,1.28%,168.35M,0.66,0.24,84.98%,3.95%,-10.20%,6.19B,0.31,16.85%,2.42%,3.53,-24.36%,13.40,1.12,19.37%,2.36%,4.33M,-15.64%,0.41,36.38,17.07%,10.38%,14.03,22.07,-20.11%,0.25 (1.66%),5.39,8.51%,3.94%,-31.76%,1.34,0.26 (1.72%),1.16,-1.00%,10.37%,7.34%,0.53,"May 15, 2025",1.16,-36.22%,6.99%,45.53,0.95%,1.58%,44100,1.62,-8.86%,2.72%,1.33,20.50,Yes / Yes,1.49,-41.71%,30.18%,1.16,15.20,-2.66%,-1.54%,-24.35%,May 01 AMC,1.23M,15.06,-0.29%,-3.96%,-16.51%,"

","1,417,293",-0.92%,SEM
SEI Investments Co,Financial,Asset Management,USA,NASD,-,18.06,4.59,24.62%,124.78M,-3.09%,10.33B,16.34,5.08,-1.72%,93.84M,-0.46%,601.31M,2.06,1.15,76.50%,3.01%,12.18%,2.17B,4.77,6.45%,2.53%,2.86,-2.84%,18.09,4.59,8.17%,23.42%,2.83M,27.99%,5.96,13.92,8.76%,26.62%,62.38,87.25,0.62%,1.00 (1.21%),16.43,6.39%,26.39%,-4.88%,0.91,0.98 (1.18%),5.66,5.19%,86.04%,33.04%,1.59,"Jun 09, 2025",5.66,26.56%,26.96%,48.61,1.24%,1.04%,5098,0.01,10.23%,27.76%,2.29,85.60,Yes / Yes,0.01,18.24%,21.53%,0.66,84.18,0.67%,4.31%,7.57%,Apr 23 AMC,987.86K,82.99,-2.06%,4.23%,6.39%,"

","649,595",-1.41%,SEIC
Solaris Energy Infrastructure Inc,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,54.91,0.49,33.64%,38.44M,-9.53%,1.83B,18.75,1.45,-14.72%,26.81M,16.53%,15.51M,0.56,0.22,104.53%,26.92%,10.28%,371.53M,4.93,59.44%,13.75%,4.36,-6.57%,9.40,2.89,81.59%,1.95%,7.22M,219.29%,0.25,109.64,98.27%,5.52%,8.09,39.03,-5.70%,0.48 (1.77%),-,-21.42%,2.30%,-30.45%,1.11,0.48 (1.77%),1.52,5.31%,27.30%,235.43%,1.91,"Jun 03, 2025",1.67,-27.16%,15.48%,54.73,9.18%,6.09%,364,0.91,33.59%,4.17%,1.17,43.45,Yes / Yes,0.87,-0.92%,95.01%,0.76,27.90,11.15%,-1.69%,86.08%,Apr 28 AMC,1.66M,27.14,2.61%,19.98%,23.13%,"

","1,253,039",-2.72%,SEI
Sealed Air Corp,Consumer Cyclical,Packaging & Containers,USA,NYSE,-,14.90,2.07,1.73%,146.93M,-4.40%,4.54B,9.31,3.32,0.04%,144.51M,-4.90%,303.00M,3.34,0.72,98.00%,3.91%,3.31%,5.34B,0.85,-0.94%,5.71%,3.03,-16.23%,5.43,5.68,6.62%,4.25%,5.65M,-19.07%,2.28,13.54,4.46%,43.40%,22.78,38.85,-8.78%,0.69 (2.22%),10.86,-0.46%,5.99%,-20.56%,1.38,0.80 (2.59%),0.76,2.39%,29.03%,35.47%,0.81,"Jun 13, 2025",1.26,-16.55%,14.76%,44.88,2.14%,1.63%,16400,5.64,-2.45%,5.68%,1.88,36.73,Yes / Yes,5.34,38.82%,43.34%,0.51,32.26,0.48%,20.55%,-4.29%,May 06 BMO,1.87M,30.86,-4.14%,4.54%,-6.69%,"

","944,844",-4.34%,SEE
Solaredge Technologies Inc,Technology,Solar,Israel,NASD,-,-,-30.14,2.48%,58.29M,28.09%,1.38B,-,-0.47,2.09%,57.58M,29.95%,-1722.10M,-,-0.87,98.50%,31.53%,44.54%,942.00M,1.46,85.60%,-1.69%,4.34,65.37%,10.19,2.29,85.80%,-51.47%,18.16M,-49.23%,12.81,1.82,-,-121.50%,10.24,45.16,71.32%,-,-,-,-172.94%,-48.41%,1.60,-,1.39,-8.76%,-82.11%,127.54%,1.77,-,2.04,-559.87%,-139.85%,69.08,6.11%,8.54%,5633,1.28,-57.89%,-182.81%,3.36,15.20,Yes / Yes,0.68,38.43%,-,1.89,21.02,7.54%,1.67%,7.38%,May 06 BMO,4.19M,23.30,23.63%,44.86%,42.47%,"

","7,907,284",10.85%,SEDG
Seaboard Corp,Industrials,Conglomerates,USA,AMEX,-,26.74,100.92,73.55%,0.97M,-2.78%,2.62B,-,-,0.00%,0.26M,7.39%,98.00M,-,-,23.36%,2.74%,0.38%,9.22B,0.28,-,2.41%,3.82,4.15%,4886.44,0.55,-,1.29%,0.01M,-15.13%,1148.24,2.35,-,2.09%,2365.00,3300.00,11.08%,-,-,-18.12%,1.64%,-18.21%,0.13,9.00 (0.33%),1.46,5.88%,7.18%,14.12%,74.47,"May 08, 2025",2.52,-58.07%,2.66%,54.31,1.43%,1.90%,14000,0.37,-0.31%,1.06%,-,-,No / Yes,0.26,45.45%,9.93%,0.70,2749.00,-,-,5.71%,Apr 28 AMC,1.87K,2698.93,1.61%,3.85%,-0.90%,"

","1,305",-1.82%,SEB
Sea Ltd ADR,Consumer Cyclical,Internet Retail,Singapore,NYSE,-,108.57,1.42,1.47%,546.49M,-6.78%,84.37B,29.42,5.25,0.00%,538.45M,-5.39%,869.99M,2.19,0.77,64.43%,3.35%,21.15%,17.92B,4.71,83.71%,3.77%,3.64,37.78%,15.14,10.20,48.47%,4.05%,18.05M,110.61%,18.73,8.24,49.67%,11.13%,55.00,172.65,45.50%,-,-,-,7.54%,-10.58%,1.63,-,1.49,50.49%,44.00%,180.69%,5.13,-,1.51,1995.22%,4.88%,47.48,2.26%,1.80%,80700,0.46,30.18%,4.86%,1.59,178.84,Yes / Yes,0.29,1632.37%,0.00%,1.00,154.63,-1.46%,12.43%,29.77%,May 13 BMO,4.96M,154.38,-4.89%,8.12%,30.99%,"

","4,956,203",-0.16%,SE
Seadrill Ltd,Energy,Oil & Gas Drilling,Bermuda,NYSE,RUT,5.46,5.34,4.86%,68.83M,15.85%,1.81B,13.09,2.23,0.00%,65.49M,15.94%,372.00M,-,0.72,96.11%,8.06%,18.15%,1.35B,1.34,-83.02%,1.60%,5.37,-24.77%,46.78,0.62,105.97%,9.09%,5.28M,-43.08%,6.94,4.20,-11.07%,12.75%,17.74,56.46,-25.10%,0.37 (1.27%),-,-,10.55%,-48.35%,-,-,1.81,-0.04%,17.96%,64.37%,1.26,-,1.81,32.51%,10.20%,75.84,0.50%,2.78%,3300,0.21,-15.60%,27.49%,1.25,38.64,Yes / Yes,0.21,-127.76%,0.00%,1.53,28.47,0.67%,-157.34%,-8.72%,May 12 BMO,983.12K,29.16,16.87%,27.72%,-10.27%,"

","1,500,902",2.42%,SDRL
Schrodinger Inc,Healthcare,Health Information Services,USA,NASD,RUT,-,-2.64,14.96%,64.18M,-12.96%,1.57B,-,-2.07,-0.28%,62.40M,-10.41%,-192.21M,-,-0.83,91.77%,17.13%,-6.42%,230.49M,6.82,-1.92%,6.74%,8.59,-3.08%,5.09,4.21,21.09%,-25.96%,10.69M,2.05%,6.98,3.07,19.21%,-43.33%,16.60,28.47,11.09%,-,70.96,-45.98%,-40.64%,-24.73%,1.62,-,3.45,19.39%,62.04%,29.08%,1.50,-,3.45,-32.89%,-83.63%,40.96,8.57%,5.00%,891,0.31,22.29%,-83.39%,1.44,31.78,Yes / Yes,0.27,-8.14%,-,1.39,22.83,9.04%,-12.96%,62.72%,May 07 AMC,1.24M,21.43,-6.26%,-8.45%,0.09%,"

","1,725,814",-6.15%,SDGR
"Steelcase, Inc",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,NYSE,RUT,10.07,1.01,25.72%,94.09M,-1.84%,1.17B,7.92,1.28,-0.04%,85.48M,-3.61%,116.80M,-,0.14,74.40%,2.66%,-7.55%,3.17B,0.37,-4.24%,8.28%,2.93,-22.80%,8.37,1.21,19.58%,5.11%,2.28M,-17.53%,3.37,3.01,-,12.70%,9.31,14.74,-14.04%,0.40 (3.94%),11.53,-9.38%,7.72%,-31.07%,1.13,0.40 (3.94%),1.17,-3.19%,33.38%,9.07%,0.29,"Apr 07, 2025",1.54,60.93%,5.33%,45.03,1.97%,1.86%,11300,0.63,0.20%,3.69%,1.00,16.50,Yes / Yes,0.59,31.69%,39.42%,0.73,10.50,0.82%,26.83%,1.65%,Jun 25 AMC,775.83K,10.16,-1.85%,-0.54%,-14.38%,"

","562,572",-3.24%,SCS
Stepan Co,Basic Materials,Specialty Chemicals,USA,NYSE,RUT,22.19,2.45,5.28%,22.58M,-0.60%,1.23B,12.94,4.21,0.04%,21.39M,-0.35%,56.19M,-,0.90,84.03%,1.81%,-5.67%,2.22B,0.55,44.55%,-0.34%,2.74,-27.77%,53.17,1.02,32.23%,2.36%,0.39M,-35.83%,4.76,11.43,-,4.65%,44.23,94.76,-15.89%,1.56 (2.87%),593.58,-13.06%,3.54%,-42.57%,1.01,1.53 (2.81%),0.79,3.24%,12.48%,23.04%,1.57,"May 30, 2025",1.21,47.70%,3.54%,49.07,1.60%,1.99%,2396,0.61,-0.16%,2.53%,2.50,85.00,Yes / Yes,0.32,42.24%,68.74%,0.59,55.68,5.51%,40.94%,7.59%,Apr 29 BMO,141.78K,54.42,-1.25%,3.91%,-15.88%,"

","83,641",-2.26%,SCL
Service Corp. International,Consumer Cyclical,Personal Services,USA,NYSE,-,21.62,3.63,2.92%,143.27M,-0.96%,11.17B,18.80,4.17,-1.55%,138.20M,4.22%,530.23M,2.03,0.85,89.37%,3.87%,-0.09%,4.22B,2.65,7.22%,-4.35%,4.42,-8.46%,11.52,6.81,10.29%,3.12%,5.35M,9.08%,1.65,47.48,10.65%,32.71%,68.84,89.37,-1.68%,2.44 (3.11%),17.47,12.14%,8.30%,-12.19%,0.94,1.24 (1.58%),0.46,5.32%,26.28%,14.00%,1.39,"Jun 13, 2025",0.51,4.07%,22.90%,51.35,1.25%,0.92%,24953,2.92,2.40%,12.58%,1.33,89.80,Yes / Yes,2.87,10.78%,33.96%,0.89,80.15,1.25%,5.73%,2.75%,Apr 30 AMC,1.21M,78.48,0.33%,1.09%,-1.26%,"

","1,075,018",-2.08%,SCI
