Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Trupanion Inc,Financial,Insurance - Property & Casualty,USA,NASD,RUT,-,-0.10,29.27%,42.78M,7.41%,2.21B,150.77,0.34,-0.40%,30.26M,14.88%,-4.26M,-,-0.03,84.67%,27.02%,51.72%,1.32B,1.67,121.62%,1.34%,14.19,-3.25%,7.80,6.63,589.82%,-0.52%,8.18M,85.31%,-,-,-,-1.34%,25.90,57.90,7.30%,-,41.56,-34.35%,-0.92%,-10.67%,1.80,-,-,27.34%,-,99.69%,1.94,-,1.70,84.28%,0.06%,69.59,2.04%,2.68%,1130,0.39,14.08%,-0.32%,1.57,52.60,Yes / Yes,0.38,78.78%,-,0.77,52.13,1.23%,34.35%,11.71%,May 01 AMC,576.41K,51.72,8.95%,23.62%,14.56%,"

","442,640",-0.79%,TRUP
TransUnion,Financial,Financial Data & Stock Exchanges,USA,NYSE,-,46.68,1.87,0.76%,195.10M,-0.05%,17.01B,18.35,4.75,-1.57%,193.67M,-4.97%,367.30M,3.47,0.99,99.96%,2.90%,4.60%,4.26B,3.99,4.06%,1.58%,2.55,-12.56%,22.48,3.88,16.75%,3.34%,5.61M,22.21%,3.14,27.77,13.47%,8.68%,66.38,113.17,-6.00%,0.46 (0.53%),33.09,-4.38%,3.87%,-22.99%,1.65,0.44 (0.50%),2.05,9.51%,47.04%,31.29%,2.85,"May 22, 2025",2.05,288.03%,20.34%,53.33,1.69%,2.63%,13400,1.18,8.85%,8.63%,1.71,104.56,Yes / Yes,1.16,125.20%,29.05%,0.87,88.90,2.28%,7.38%,7.30%,Apr 24 BMO,2.20M,87.15,0.27%,5.50%,-6.70%,"

","1,903,169",-1.97%,TRU
Trimas Corporation,Consumer Cyclical,Packaging & Containers,USA,NASD,RUT,35.91,0.77,22.41%,40.71M,7.34%,1.12B,13.48,2.05,26.85%,31.54M,12.59%,31.53M,-,0.48,98.34%,9.16%,12.96%,939.58M,1.20,10.64%,-3.37%,6.97,6.80%,16.86,1.64,12.30%,2.29%,2.89M,5.78%,0.80,34.34,-,4.64%,19.33,28.51,12.36%,-,43.18,-22.86%,2.72%,-3.09%,0.61,0.16 (0.58%),1.49,5.04%,20.13%,42.94%,0.81,"May 06, 2025",2.82,-20.92%,5.96%,69.13,1.10%,1.92%,3900,0.70,3.80%,3.36%,2.00,40.00,Yes / Yes,0.69,143.65%,27.09%,1.82,27.09,2.66%,14.86%,6.42%,Apr 29 BMO,414.67K,27.63,6.31%,16.09%,11.87%,"

","753,619",1.99%,TRS
TC Energy Corporation,Energy,Oil & Gas Midstream,Canada,NYSE,-,16.36,3.03,0.13%,1.04B,-3.43%,51.54B,17.45,2.84,0.00%,1.04B,3.05%,3.15B,-,0.59,75.73%,1.01%,6.44%,11.13B,4.63,-13.23%,9.89%,4.42,2.78%,16.83,2.95,8.69%,3.70%,10.47M,38.25%,1.31,37.81,-1.15%,15.89%,33.78,51.99,6.58%,2.45 (4.95%),16.49,0.03%,5.29%,-4.62%,0.81,2.45 (4.95%),0.63,0.25%,47.37%,46.82%,0.89,"Jun 30, 2025",0.70,56.70%,41.55%,46.78,1.31%,1.13%,6668,2.24,-2.30%,28.27%,1.95,53.50,Yes / Yes,2.09,-23.81%,83.66%,1.71,49.61,0.29%,-2.12%,-13.96%,May 01 BMO,2.37M,49.59,-1.14%,0.65%,5.71%,"

","4,046,751",-0.04%,TRP
T. Rowe Price Group Inc,Financial,Asset Management,USA,NASD,S&P 500,10.79,8.81,1.87%,221.06M,1.40%,20.95B,11.20,8.49,-0.34%,216.20M,-2.05%,1.96B,-,2.04,79.10%,4.54%,1.95%,7.11B,2.95,-10.73%,0.39%,4.68,-23.20%,47.02,2.02,1.95%,14.63%,9.82M,-17.70%,12.88,7.39,-2.32%,19.47%,77.85,125.81,-15.91%,5.07 (5.33%),9.95,1.02%,18.00%,-24.41%,1.51,4.99 (5.25%),2.55,4.78%,80.70%,22.16%,1.91,"Jun 13, 2025",2.55,4.52%,33.79%,54.22,0.92%,1.20%,8158,0.05,6.51%,27.64%,3.56,91.54,Yes / Yes,0.05,-13.70%,54.18%,0.73,95.93,-1.08%,4.93%,0.78%,May 02 BMO,2.10M,95.10,0.04%,4.18%,-9.82%,"

","1,524,874",-0.87%,TROW
Terreno Realty Corp,Real Estate,REIT - Industrial,USA,NYSE,RUT,30.01,1.98,2.05%,102.79M,3.59%,6.14B,35.08,1.69,-0.46%,101.20M,0.03%,195.72M,176.54,0.38,108.77%,5.44%,-11.14%,408.01M,15.04,-15.80%,-3.09%,5.90,0.05%,37.90,1.57,4.74%,4.19%,5.51M,6.55%,1.52,39.06,0.17%,5.33%,48.18,71.57,0.44%,2.00 (3.37%),31.82,17.60%,4.12%,-17.00%,1.09,1.81 (3.04%),1.72,18.13%,49.54%,23.29%,1.34,"Jun 27, 2025",1.72,4.34%,38.79%,59.22,1.26%,1.44%,49,0.22,22.17%,47.97%,2.29,64.12,Yes / Yes,0.22,18.11%,98.08%,0.72,59.98,1.62%,31.51%,29.86%,May 08 BMO,932.76K,59.40,3.25%,4.02%,-4.80%,"

","671,834",-0.97%,TRNO
"Trinity Industries, Inc",Industrials,Railroads,USA,NYSE,RUT,16.27,1.63,1.47%,81.50M,3.52%,2.16B,15.56,1.70,-0.77%,80.41M,-0.11%,136.80M,-,0.27,86.31%,3.22%,-8.79%,2.85B,0.76,-23.08%,-1.41%,4.77,-30.33%,12.92,2.05,21.43%,1.68%,2.59M,-9.66%,2.88,9.19,-,14.15%,23.01,39.83,-24.62%,1.17 (4.42%),86.03,9.03%,2.05%,-33.57%,1.46,1.16 (4.38%),1.13,0.49%,22.80%,14.99%,0.61,"Jul 15, 2025",1.97,8.41%,14.62%,55.94,0.84%,1.35%,7380,5.33,-9.40%,4.79%,3.00,27.50,Yes / Yes,5.33,-7.08%,69.36%,0.65,26.50,-5.56%,-9.38%,-27.69%,May 01 BMO,543.20K,26.46,1.51%,3.07%,-18.04%,"

","354,751",-0.15%,TRN
Trustmark Corp,Financial,Banks - Regional,USA,NASD,RUT,323.56,0.11,7.88%,60.72M,1.90%,2.11B,9.70,3.60,0.00%,55.71M,-3.65%,235.11M,-,0.87,74.18%,3.39%,3.87%,932.91M,2.26,14.04%,0.79%,5.61,-8.91%,33.29,1.05,3.70%,0.33%,1.89M,22.86%,-,-,-,3.28%,27.42,40.73,-1.39%,0.96 (2.75%),9.77,-,8.89%,-14.36%,0.64,0.94 (2.69%),-,6.94%,-,27.23%,0.79,"May 30, 2025",0.06,-95.37%,5.79%,51.28,1.34%,1.18%,2500,0.49,-17.96%,25.20%,2.33,41.50,Yes / Yes,0.31,29.76%,-,0.60,35.38,2.13%,7.54%,-10.19%,Apr 22 AMC,336.86K,34.88,-0.43%,2.43%,-0.29%,"

","202,236",-1.41%,TRMK
Torm Plc,Energy,Oil & Gas Midstream,United Kingdom,NASD,-,3.65,4.78,41.44%,97.80M,5.54%,1.70B,6.69,2.60,0.00%,57.06M,2.26%,465.00M,-,0.58,60.34%,6.35%,-1.11%,1.44B,1.18,-61.99%,-0.17%,4.34,-11.23%,21.90,0.80,4.71%,13.30%,3.62M,-52.34%,3.72,4.69,-21.78%,22.12%,13.60,40.47,-10.41%,2.06 (11.80%),4.78,23.87%,14.70%,-56.94%,0.06,4.00 (22.96%),2.28,17.63%,39.50%,28.12%,0.55,"May 22, 2025",2.55,-40.24%,32.90%,57.17,1.84%,2.50%,479,0.55,-8.26%,32.20%,1.25,20.61,Yes / Yes,0.48,-72.68%,77.55%,0.88,17.04,-0.25%,-0.05%,-25.90%,May 08 BMO,835.12K,17.42,1.97%,6.22%,-21.77%,"

","734,180",2.26%,TRMD
Trimble Inc,Technology,Scientific & Technical Instruments,USA,NASD,S&P 500,11.81,6.14,0.42%,238.59M,1.21%,17.31B,22.09,3.28,-3.39%,237.59M,2.84%,1.51B,1.18,0.63,97.70%,2.41%,7.69%,3.57B,4.85,1.66%,-0.65%,3.71,-3.10%,22.85,3.18,13.36%,16.62%,5.71M,31.91%,1.22,59.68,10.03%,31.00%,48.65,77.78,2.66%,-,41.23,24.51%,22.23%,-6.74%,1.68,-,0.72,2.44%,63.26%,49.12%,1.42,-,0.84,537.94%,14.65%,64.36,0.77%,0.91%,12100,0.26,-6.93%,42.40%,1.50,83.51,Yes / Yes,0.26,17.17%,0.00%,0.81,72.80,3.67%,4.43%,-11.82%,May 07 BMO,1.54M,72.54,1.30%,10.37%,7.94%,"

","1,240,962",-0.36%,TRMB
TripAdvisor Inc,Consumer Cyclical,Travel Services,USA,NASD,-,38.73,0.36,16.16%,129.01M,-2.22%,1.85B,8.35,1.69,-0.08%,109.73M,-7.71%,53.00M,2.09,0.41,90.44%,9.71%,2.69%,1.84B,1.01,8.65%,16.47%,3.77,-1.47%,6.84,2.06,19.77%,1.82%,10.65M,-24.00%,8.82,1.60,18.55%,5.91%,10.43,18.80,-4.40%,-,61.61,-47.87%,2.40%,-24.89%,1.32,-,1.90,3.30%,73.18%,35.38%,0.54,"Nov 19, 2019",1.90,121.44%,7.62%,50.06,0.87%,2.62%,2860,1.30,1.43%,2.88%,3.16,16.77,Yes / Yes,1.28,81.70%,0.00%,1.01,14.27,3.13%,316.67%,0.76%,May 07 BMO,2.82M,14.12,-1.92%,5.22%,-3.10%,"

","2,852,588",-1.05%,TRIP
Thomson-Reuters Corp,Industrials,Specialty Business Services,Canada,NASD,-,40.63,4.79,69.77%,450.10M,-0.50%,87.75B,44.70,4.36,0.00%,136.20M,5.43%,2.16B,4.49,0.83,21.35%,1.35%,13.90%,7.27B,12.07,1.88%,0.78%,3.03,14.21%,27.32,7.13,13.46%,11.55%,1.84M,14.08%,3.04,64.00,9.05%,18.46%,150.01,199.11,21.46%,2.40 (1.23%),48.23,9.44%,15.07%,-2.17%,0.77,2.27 (1.17%),0.91,4.21%,26.47%,29.85%,2.98,"May 15, 2025",0.91,-8.63%,26.47%,58.13,1.09%,0.95%,26400,0.25,4.78%,29.69%,2.89,188.84,Yes / Yes,0.17,-9.40%,44.14%,1.21,192.05,-1.80%,7.12%,0.80%,May 01 BMO,606.58K,194.79,0.29%,5.12%,12.92%,"

","731,954",1.43%,TRI
Targa Resources Corp,Energy,Oil & Gas Midstream,USA,NYSE,S&P 500,31.20,5.44,1.65%,217.46M,5.66%,36.83B,18.38,9.24,-3.90%,213.35M,2.16%,1.20B,1.36,1.87,92.23%,2.27%,-9.23%,16.88B,2.18,28.40%,-0.57%,2.18,-12.64%,11.27,15.06,24.49%,5.48%,4.84M,43.87%,1.04,163.26,22.98%,46.37%,118.93,218.51,-4.89%,4.00 (2.36%),57.59,-,6.64%,-22.30%,1.07,3.25 (1.91%),0.57,13.89%,20.66%,42.76%,5.08,"Apr 30, 2025",0.65,11.64%,18.39%,56.36,2.37%,1.64%,3370,6.61,6.05%,7.08%,1.36,204.12,Yes / Yes,6.34,-25.52%,47.94%,0.91,165.13,-6.88%,-46.45%,5.55%,May 01 BMO,2.21M,169.78,4.12%,1.52%,-4.64%,"

","2,018,380",2.82%,TRGP
"TREX Co., Inc",Industrials,Building Products & Equipment,USA,NYSE,-,31.03,1.83,0.72%,107.23M,0.21%,6.08B,22.75,2.49,-0.67%,106.45M,-8.16%,197.76M,3.10,0.71,108.87%,7.01%,3.11%,1.12B,5.44,5.57%,6.88%,4.50,-26.92%,8.49,6.68,13.02%,13.48%,7.46M,-29.20%,0.05,1226.41,10.01%,23.07%,49.01,87.43,-17.82%,-,-,11.12%,20.82%,-35.11%,1.53,-,0.69,9.09%,39.39%,15.75%,1.97,-,0.98,-21.50%,24.00%,47.81,1.85%,2.39%,1838,0.54,-9.10%,17.69%,2.35,68.12,Yes / Yes,0.04,-31.20%,0.00%,0.96,58.16,3.36%,0.94%,-9.00%,May 08 AMC,1.66M,56.73,-1.41%,-0.72%,-12.52%,"

","1,583,683",-2.46%,TREX
"Tootsie Roll Industries, Inc",Consumer Defensive,Confectioners,USA,NYSE,-,27.66,1.21,77.12%,41.69M,-4.25%,2.95B,-,-,0.00%,16.70M,3.87%,89.05M,-,-,15.96%,12.79%,6.87%,718.50M,4.10,-,1.19%,17.40,6.39%,12.07,2.78,-,7.97%,2.14M,20.09%,2.02,16.66,-,10.39%,26.78,36.25,7.01%,-,28.16,7.32%,9.99%,-7.34%,0.42,0.35 (1.03%),2.98,6.53%,35.88%,25.44%,0.81,"Jun 18, 2025",4.21,-5.01%,15.95%,46.08,1.52%,1.55%,2300,0.02,-5.52%,12.39%,-,-,Yes / Yes,0.01,15.01%,29.35%,1.47,33.91,-,-,-3.08%,-,122.80K,33.59,-2.30%,2.23%,7.98%,"

","180,198",-0.94%,TR
Tapestry Inc,Consumer Cyclical,Luxury Goods,USA,NYSE,S&P 500,21.51,3.80,0.43%,207.70M,4.38%,16.98B,15.20,5.38,-12.65%,206.80M,-1.10%,859.60M,1.78,1.00,102.17%,5.96%,14.03%,6.88B,2.47,17.99%,-4.83%,2.34,31.33%,7.19,11.37,6.23%,8.17%,12.32M,88.45%,5.09,16.06,12.06%,40.27%,35.23,90.85,25.13%,1.39 (1.70%),19.03,9.60%,17.19%,-10.02%,1.48,1.40 (1.71%),1.22,2.05%,71.17%,132.05%,2.23,"Jun 06, 2025",1.76,1.31%,20.37%,63.41,1.10%,1.79%,18600,2.75,2.67%,12.50%,1.91,91.35,Yes / Yes,2.35,59.68%,40.01%,0.61,79.91,3.75%,17.15%,6.89%,May 08 BMO,5.26M,81.75,2.01%,11.10%,27.50%,"

","3,236,101",2.30%,TPR
Texas Pacific Land Corporation,Energy,Oil & Gas E&P,USA,NYSE,S&P 500,55.03,19.99,0.20%,22.99M,-0.23%,25.29B,-,-,-2.28%,22.79M,-17.98%,460.20M,-,-,70.60%,6.80%,-18.39%,727.70M,34.75,12.10%,-0.29%,11.78,-17.81%,52.48,20.96,-,35.20%,1.55M,91.59%,20.03,54.92,-,39.50%,697.23,1769.14,-0.54%,-,54.52,7.60%,37.00%,-37.82%,1.12,5.97 (0.54%),7.70,7.50%,93.50%,57.77%,51.60,"Jun 02, 2025",7.80,-,76.70%,31.48,1.16%,2.36%,111,0.00,-,63.20%,-,1240.00,Yes / Yes,0.00,5.40%,27.70%,1.30,1099.58,2.26%,2.82%,12.60%,May 07 AMC,131.52K,1100.01,-10.48%,-12.91%,-9.90%,"

","170,962",0.04%,TPL
Tri Pointe Homes Inc,Consumer Cyclical,Residential Construction,USA,NYSE,RUT,6.93,4.49,3.25%,90.67M,2.13%,2.82B,9.24,3.36,-6.29%,87.72M,-3.57%,423.01M,-,0.69,98.67%,3.97%,-2.17%,4.29B,0.66,-37.38%,-2.93%,3.24,-25.04%,36.64,0.85,11.25%,8.64%,3.48M,-16.69%,8.97,3.47,-,13.28%,27.90,47.78,-14.23%,-,5.69,26.92%,9.83%,-34.91%,1.25,-,2.63,7.82%,23.63%,11.47%,0.87,-,11.03,19.34%,12.65%,53.87,2.37%,1.98%,1750,0.32,10.82%,9.85%,1.50,39.17,Yes / Yes,0.30,-32.70%,0.00%,0.83,31.61,1.72%,36.85%,-21.13%,Apr 24 BMO,1.08M,31.10,1.93%,1.65%,-15.84%,"

","889,497",-1.61%,TPH
TPG Inc,Financial,Asset Management,USA,NASD,-,-,-0.32,7.05%,137.99M,5.56%,18.96B,17.85,2.87,-44.64%,128.26M,-2.29%,1.82M,-,0.44,76.06%,6.40%,3.26%,3.71B,5.12,-1.18%,4.10%,4.10,-25.41%,6.66,7.70,41.85%,0.02%,8.21M,29.84%,2.26,22.70,19.72%,0.24%,37.52,72.98,-18.36%,1.84 (3.58%),-,-,0.06%,-29.71%,1.53,1.74 (3.39%),1.24,11.97%,96.39%,36.73%,1.62,"May 19, 2025",1.24,-99.64%,2.82%,61.46,1.82%,2.01%,1900,2.55,44.23%,0.05%,2.23,53.08,Yes / Yes,2.51,103.51%,-,0.77,49.93,0.27%,4.92%,25.14%,May 07 BMO,2.00M,51.30,3.98%,8.70%,-10.47%,"

","1,550,818",2.74%,TPG
Tutor Perini Corp,Industrials,Engineering & Construction,USA,NYSE,RUT,-,-2.90,16.59%,52.70M,8.24%,2.20B,13.10,3.19,-4.48%,43.96M,19.09%,-151.48M,-,0.34,79.50%,2.75%,64.14%,4.52B,0.49,157.81%,-1.83%,1.85,56.05%,22.01,1.90,76.37%,-3.43%,1.21M,110.32%,8.58,4.87,-,-12.28%,14.50,41.10,72.69%,-,5.94,16.52%,-9.46%,1.68%,1.75,-,1.33,-0.56%,4.78%,188.21%,1.52,"Nov 02, 2010",1.33,-41.32%,-1.93%,83.53,2.37%,1.69%,7500,0.40,8.95%,-3.35%,1.00,46.00,Yes / Yes,0.38,76.01%,-,1.57,40.41,16.69%,490.20%,18.84%,May 07 AMC,654.38K,41.79,10.88%,44.26%,57.99%,"

","1,027,695",3.41%,TPC
Turning Point Brands Inc,Consumer Defensive,Tobacco,USA,NYSE,RUT,32.80,2.28,7.53%,17.90M,-0.09%,1.34B,21.05,3.56,-3.27%,16.55M,7.03%,42.19M,-,0.73,86.17%,5.58%,26.40%,414.23M,3.24,44.39%,3.31%,4.27,16.61%,11.16,6.71,15.13%,8.60%,0.92M,136.40%,5.57,13.45,-,27.53%,30.61,81.16,24.61%,-,24.26,25.48%,8.42%,-7.73%,0.76,0.29 (0.38%),2.45,-0.07%,53.01%,144.62%,2.68,"Jun 20, 2025",4.42,-2.23%,21.98%,59.28,1.89%,1.48%,310,1.53,3.17%,10.19%,1.00,90.50,Yes / Yes,1.51,24.87%,13.09%,1.60,73.80,11.16%,13.26%,9.66%,May 07 BMO,216.15K,74.89,1.65%,12.90%,30.33%,"

","345,552",1.48%,TPB
Townebank Portsmouth VA,Financial,Banks - Regional,USA,NASD,RUT,14.51,2.36,0.38%,75.39M,1.63%,2.57B,10.01,3.42,-,74.87M,-1.52%,177.66M,-,0.64,57.84%,1.73%,0.53%,1.03B,2.49,21.56%,0.14%,4.82,-7.38%,29.19,1.17,29.08%,1.03%,1.30M,29.40%,-,-,-,8.36%,25.70,38.28,0.53%,1.03 (3.01%),15.73,2.28%,7.08%,-10.55%,0.83,1.00 (2.92%),-,8.79%,-,33.23%,0.63,"Jun 27, 2025",0.31,17.97%,20.18%,51.03,1.15%,1.13%,2720,0.15,8.59%,17.22%,1.75,39.00,Yes / Yes,0.14,44.79%,46.47%,0.97,34.58,0.33%,10.95%,10.21%,Apr 23 AMC,269.14K,34.24,-0.78%,2.82%,-0.48%,"

","260,099",-0.98%,TOWN
Toast Inc,Technology,Software - Infrastructure,USA,NYSE,-,184.35,0.23,22.35%,496.00M,3.32%,25.01B,38.86,1.11,-2.35%,449.19M,0.84%,159.00M,4.75,0.23,73.03%,6.89%,24.30%,5.22B,4.79,66.37%,-2.35%,4.23,11.39%,2.90,14.91,20.58%,6.89%,30.93M,96.32%,2.57,16.80,38.82%,11.06%,21.32,45.56,18.60%,-,61.30,-,9.38%,-5.11%,2.02,-,2.29,49.46%,24.59%,102.77%,1.55,-,2.42,160.68%,2.45%,59.65,1.74%,1.65%,5700,0.01,26.72%,3.04%,2.06,45.04,Yes / Yes,0.01,157.94%,0.00%,0.62,43.35,-0.51%,11.96%,24.37%,May 08 AMC,7.31M,43.23,-0.00%,12.44%,22.04%,"

","4,505,816",-0.28%,TOST
Toll Brothers Inc,Consumer Cyclical,Residential Construction,USA,NYSE,-,8.11,13.48,0.70%,98.33M,1.08%,10.74B,7.66,14.28,-3.19%,97.50M,0.81%,1.38B,4.08,3.60,92.32%,3.78%,2.61%,10.66B,1.01,-6.85%,1.76%,2.07,-29.01%,80.84,1.35,2.16%,10.06%,3.69M,-6.58%,7.70,14.20,1.99%,18.09%,86.67,169.52,-13.15%,0.96 (0.88%),14.85,30.10%,12.84%,-35.47%,1.35,0.94 (0.86%),0.23,8.47%,26.52%,26.21%,3.30,"Apr 11, 2025",3.43,-8.04%,16.82%,57.43,2.28%,1.99%,4900,0.37,1.59%,12.95%,2.00,136.71,Yes / Yes,0.35,-23.02%,6.00%,1.08,111.95,10.44%,24.44%,-3.47%,May 20 AMC,1.78M,109.39,2.86%,7.05%,-14.62%,"

","1,921,659",-2.29%,TOL
Travel+Leisure Co,Consumer Cyclical,Travel Services,USA,NYSE,-,9.05,5.52,4.82%,66.39M,2.19%,3.32B,6.98,7.16,-1.12%,63.21M,-0.75%,352.00M,0.62,1.65,90.31%,3.61%,2.52%,3.90B,0.85,8.38%,1.92%,3.04,-9.64%,-13.60,-,14.91%,6.54%,2.28M,13.59%,5.53,9.04,14.62%,-,37.77,58.95,-0.95%,2.27 (4.53%),7.33,0.20%,8.40%,-15.23%,1.40,2.06 (4.12%),4.86,-0.90%,35.86%,32.30%,1.18,"Jun 13, 2025",6.62,3.46%,22.57%,58.45,1.64%,1.40%,19000,-,2.98%,9.03%,1.73,59.73,Yes / Yes,-,16.77%,37.41%,0.69,50.51,0.44%,0.05%,1.97%,Apr 23 BMO,751.29K,49.97,1.18%,8.03%,1.52%,"

","522,134",-1.07%,TNL
Teekay Tankers Ltd,Energy,Oil & Gas Midstream,Bermuda,NYSE,RUT,4.81,9.33,31.04%,29.76M,-1.17%,1.55B,6.36,7.06,0.00%,23.79M,1.24%,323.94M,-,2.02,52.10%,3.16%,26.34%,1.03B,1.50,-33.45%,0.37%,1.46,18.39%,52.98,0.85,2.87%,16.75%,0.75M,-34.17%,20.20,2.22,-1.43%,18.57%,32.64,70.76,15.36%,2.16 (4.80%),4.86,56.72%,17.51%,-36.51%,-0.03,0.98 (2.19%),7.72,5.43%,27.91%,37.63%,1.46,"May 19, 2025",8.05,-34.25%,23.61%,55.85,2.10%,1.89%,2000,0.03,-21.27%,31.45%,1.50,53.83,Yes / Yes,0.01,-47.51%,8.60%,0.98,43.67,-20.47%,5.73%,-31.54%,May 07 AMC,513.36K,44.92,0.72%,7.75%,2.32%,"

","501,064",2.86%,TNK
TriNet Group Inc,Industrials,Staffing & Employment Services,USA,NYSE,RUT,23.52,3.35,3.17%,48.40M,-5.58%,3.82B,16.16,4.88,0.07%,46.86M,-6.68%,167.00M,8.88,1.03,95.49%,3.63%,9.21%,5.01B,0.76,-21.82%,-7.27%,4.16,-16.75%,1.30,60.56,17.29%,4.31%,1.70M,-25.50%,28.37,2.78,2.65%,162.14%,65.43,116.26,-13.15%,-,9.08,2.99%,16.77%,-32.20%,0.89,1.02 (1.30%),1.08,5.56%,16.19%,20.49%,2.17,"Apr 01, 2025",1.08,-44.95%,4.53%,39.33,1.84%,1.49%,3600,16.17,1.50%,3.33%,2.43,84.75,Yes / Yes,14.81,-2.78%,28.90%,0.89,81.85,7.91%,24.07%,0.79%,Apr 25 BMO,408.62K,78.83,-5.01%,-1.80%,-9.68%,"

","363,676",-3.69%,TNET
Tandem Diabetes Care Inc,Healthcare,Medical Devices,USA,NASD,RUT,-,-2.78,0.95%,66.57M,6.79%,1.44B,-,-0.64,1.69%,65.98M,-8.10%,-183.87M,-,-0.39,110.38%,11.87%,14.81%,982.95M,1.46,6.88%,1.52%,5.00,-28.43%,2.33,9.24,52.95%,-19.74%,7.83M,-55.89%,5.53,3.89,68.99%,-92.31%,15.75,49.71,-40.17%,-,-,-28.23%,-31.32%,-56.64%,1.53,-,1.81,21.01%,52.22%,36.81%,1.11,-,2.30,-28.22%,-10.49%,53.25,6.51%,4.13%,2650,3.18,27.65%,-18.71%,2.17,35.85,Yes / Yes,2.78,-200.67%,-,1.01,22.44,6.40%,-10.61%,22.30%,Apr 30 AMC,1.57M,21.55,0.63%,8.95%,-28.64%,"

","1,577,762",-3.97%,TNDM
Tennant Co,Industrials,Specialty Industrial Machinery,USA,NYSE,RUT,21.04,3.58,2.20%,18.70M,1.83%,1.40B,11.75,6.41,-2.64%,18.24M,-1.08%,68.40M,-,1.63,96.39%,2.78%,-8.78%,1.27B,1.11,-11.80%,-0.15%,3.32,-12.22%,33.38,2.26,10.61%,5.87%,0.51M,-23.94%,4.26,17.67,-,11.04%,67.32,110.45,-7.64%,-,23.85,12.05%,7.83%,-31.82%,1.04,1.17 (1.55%),1.40,2.47%,42.07%,11.85%,1.91,"May 30, 2025",2.14,-40.63%,9.49%,52.51,2.02%,1.95%,4632,0.40,1.35%,5.40%,1.00,120.00,Yes / Yes,0.40,-53.59%,25.89%,1.18,77.09,-2.24%,-14.06%,-6.75%,Apr 30 AMC,152.56K,75.30,0.69%,2.62%,-10.49%,"

","180,493",-2.32%,TNC
T-Mobile US Inc,Communication Services,Telecom Services,USA,NASD,"NDX, S&P 500",22.51,10.26,59.44%,1.14B,-4.55%,262.22B,18.18,12.71,-0.03%,460.54M,-3.90%,11.92B,1.46,2.69,35.53%,3.20%,-9.65%,82.69B,3.17,10.75%,-2.10%,3.36,-5.27%,53.73,4.30,18.76%,5.66%,14.75M,28.43%,10.80,21.38,15.38%,19.35%,171.18,276.49,4.63%,3.48 (1.51%),17.04,19.24%,7.04%,-16.47%,0.62,3.29 (1.42%),1.08,12.59%,48.44%,34.91%,5.19,"Aug 29, 2025",1.16,38.46%,22.60%,34.68,1.74%,1.28%,70000,1.98,5.31%,14.41%,2.00,269.06,Yes / Yes,1.77,29.22%,29.28%,1.53,236.98,1.25%,4.35%,6.59%,Apr 24 AMC,4.39M,230.94,-4.17%,-6.82%,-1.63%,"

","6,706,560",-2.55%,TMUS
Thermo Fisher Scientific Inc,Healthcare,Diagnostics & Research,USA,NYSE,S&P 500,24.36,17.04,0.19%,377.49M,2.85%,156.72B,16.82,24.68,-8.02%,376.78M,-4.03%,6.51B,3.04,5.23,91.36%,1.26%,-19.02%,42.90B,3.65,2.12%,-0.34%,1.85,-21.58%,130.84,3.17,10.57%,6.64%,4.74M,-28.56%,15.80,26.28,8.02%,13.73%,390.49,627.88,-20.20%,1.65 (0.40%),23.31,12.52%,8.07%,-33.88%,0.78,1.60 (0.39%),1.38,10.92%,40.56%,6.31%,11.41,"Jun 13, 2025",1.77,9.19%,18.14%,52.19,0.67%,1.90%,125000,0.69,0.96%,15.19%,1.48,558.40,Yes / Yes,0.64,14.98%,9.43%,1.19,414.54,1.29%,0.95%,0.18%,Apr 23 BMO,2.56M,415.15,2.58%,-1.52%,-20.69%,"

","3,037,231",0.15%,TMO
