Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
ServiceNow Inc,Technology,Software - Application,USA,NYSE,S&P 500,133.32,7.37,0.42%,206.98M,-2.22%,203.44B,49.46,19.85,-4.93%,206.28M,-4.26%,1.54B,6.81,3.57,89.85%,1.76%,16.34%,11.47B,17.74,19.07%,0.08%,2.14,-12.40%,48.99,20.05,19.79%,7.99%,3.63M,34.79%,31.88,30.80,19.57%,16.86%,678.66,1198.09,-7.36%,-,55.27,16.56%,12.37%,-18.03%,0.96,-,1.06,25.99%,78.92%,44.71%,22.04,-,1.06,-20.93%,12.93%,45.27,1.82%,1.12%,26293,0.24,21.01%,13.41%,1.42,1088.97,Yes / Yes,0.23,31.50%,0.00%,0.71,1004.91,0.15%,5.47%,18.63%,Apr 23 AMC,1.70M,982.08,-2.87%,3.15%,1.99%,"

","1,206,214",-2.27%,NOW
Novanta Inc,Technology,Scientific & Technical Instruments,USA,NASD,RUT,62.49,1.95,1.00%,35.96M,-4.39%,4.39B,30.14,4.05,0.00%,35.61M,-5.50%,70.62M,-,0.73,99.76%,4.61%,-10.62%,951.70M,4.62,9.42%,0.02%,5.21,-26.50%,21.40,5.71,20.28%,5.05%,1.64M,-24.25%,2.95,41.43,-,9.73%,98.76,187.12,-20.04%,-,29.72,8.80%,5.90%,-34.72%,1.46,-,1.70,8.68%,42.12%,23.68%,3.51,-,2.56,1.60%,13.28%,44.90,2.06%,1.85%,3000,0.57,6.52%,7.42%,1.60,149.50,Yes / Yes,0.55,44.51%,0.00%,0.61,122.29,0.01%,9.91%,1.06%,May 06 BMO,314.95K,122.15,-1.88%,0.40%,-17.91%,"

","192,397",-0.11%,NOVT
NOV Inc,Energy,Oil & Gas Equipment & Services,USA,NYSE,-,9.18,1.50,1.03%,378.08M,2.99%,5.17B,10.32,1.33,0.00%,371.88M,11.50%,589.00M,1.17,0.30,100.67%,7.55%,-6.69%,8.81B,0.59,-6.61%,-3.04%,6.35,-6.38%,17.03,0.81,15.77%,5.22%,28.09M,-19.91%,3.08,4.47,7.86%,9.29%,10.65,20.83,-4.01%,0.43 (3.12%),4.50,-,6.79%,-33.89%,1.29,0.30 (2.15%),1.76,0.90%,24.19%,29.29%,0.40,"Jun 13, 2025",2.65,-39.88%,11.44%,70.27,0.99%,1.73%,34010,0.37,0.54%,6.68%,2.46,16.00,Yes / Yes,0.35,-36.42%,17.15%,1.17,13.80,0.15%,-10.30%,-2.46%,Apr 28 AMC,4.42M,13.77,8.79%,12.10%,-4.50%,"

","5,196,206",-0.22%,NOV
Nomad Foods Limited,Consumer Defensive,Packaged Foods,United Kingdom,NYSE,-,11.34,1.51,17.51%,153.51M,-1.61%,2.63B,7.40,2.32,0.00%,126.55M,-4.35%,242.80M,1.57,0.44,76.55%,1.19%,-12.37%,3.30B,0.80,0.93%,-1.73%,1.83,-3.43%,18.40,0.93,12.36%,3.50%,1.51M,3.31%,2.32,7.38,7.20%,8.59%,15.43,20.81,2.20%,0.73 (4.28%),10.83,11.12%,4.74%,-17.59%,0.74,0.64 (3.73%),0.66,5.21%,29.89%,11.15%,0.36,"May 12, 2025",1.06,26.74%,14.72%,39.50,1.72%,1.06%,7788,0.82,-0.24%,7.35%,1.43,25.65,Yes / Yes,0.81,-3.05%,39.45%,1.00,16.95,-1.82%,0.33%,-5.95%,May 08 BMO,828.14K,17.15,-1.06%,-6.87%,-5.69%,"

","825,353",1.18%,NOMD
Nokia Corp ADR,Technology,Communication Equipment,Finland,NYSE,-,35.05,0.15,0.00%,5.38B,-2.08%,27.04B,12.85,0.40,-,5.23B,-1.34%,810.14M,13.03,0.06,11.20%,0.70%,-3.54%,20.56B,1.32,-17.13%,7.12%,2.02,15.40%,4.16,1.24,19.37%,3.02%,36.65M,42.82%,1.39,3.73,2.69%,5.70%,3.60,5.48,16.70%,0.16 (3.11%),14.08,315.10%,3.16%,-5.66%,0.92,0.14 (2.75%),1.15,-4.46%,43.37%,43.61%,0.11,"May 05, 2025",1.36,-6.83%,9.07%,44.95,2.37%,1.40%,-,0.24,-9.96%,3.94%,2.19,5.66,Yes / Yes,0.14,-113.58%,-,0.71,5.15,4.70%,-29.25%,-8.79%,Apr 24 BMO,18.11M,5.17,-2.87%,0.12%,8.58%,"

","12,925,877",0.39%,NOK
Northern Oil and Gas Inc,Energy,Oil & Gas E&P,USA,NYSE,RUT,4.87,6.42,2.91%,98.70M,0.55%,3.09B,8.41,3.72,2.12%,95.83M,10.62%,647.68M,-,1.06,115.39%,19.87%,1.79%,2.21B,1.40,-14.18%,1.90%,10.17,-23.21%,24.34,1.28,-17.65%,12.57%,19.05M,-15.63%,0.34,91.88,-5.10%,29.41%,19.88,44.31,-15.88%,1.78 (5.69%),-,-,13.74%,-29.45%,1.52,1.69 (5.41%),0.92,29.19%,38.76%,57.24%,1.18,"Jun 27, 2025",0.92,5.01%,35.88%,64.63,2.23%,2.42%,49,0.96,24.27%,29.32%,1.85,36.79,Yes / Yes,0.96,1117.08%,31.92%,1.46,31.53,7.60%,18.26%,8.50%,Apr 29 AMC,1.87M,31.26,7.97%,17.51%,-7.80%,"

","2,741,402",-0.86%,NOG
Northrop Grumman Corp,Industrials,Aerospace & Defense,USA,NYSE,S&P 500,19.47,25.41,0.24%,144.07M,1.27%,71.19B,17.25,28.68,-6.73%,143.58M,4.99%,3.71B,3.29,6.66,84.31%,2.02%,0.64%,40.37B,1.76,-3.33%,0.58%,2.63,3.05%,104.00,4.76,13.76%,7.71%,2.90M,16.64%,11.71,42.25,5.91%,25.41%,422.69,555.57,5.40%,7.66 (1.55%),40.09,16.47%,11.97%,-10.96%,0.14,8.49 (1.72%),0.82,3.93%,19.34%,17.02%,11.16,"Jun 02, 2025",0.94,77.28%,9.59%,52.85,3.38%,1.49%,97000,1.11,0.61%,9.19%,2.04,540.95,Yes / Yes,1.07,-47.50%,28.41%,0.72,503.97,-4.57%,-46.82%,-6.56%,Apr 22 BMO,1.10M,494.65,1.44%,0.89%,0.09%,"

","792,158",-1.85%,NOC
Anbio Biotechnology,Healthcare,Medical Instruments & Supplies,Germany,NASD,-,190.76,0.06,9.57%,42.29M,33.26%,1.66B,-,-,0.00%,39.69M,53.32%,2.56M,-,-,0.15%,0.06%,61.23%,8.85M,187.95,-,310.54%,0.38,-,0.42,27.46,-,13.83%,0.02M,-,0.08,136.57,-,15.00%,5.18,9.99,100.35%,-,739.28,-,14.40%,15.72%,-,-,10.71,-,71.91%,123.17%,0.69,-,10.71,5.21%,24.34%,89.00,7.20%,4.13%,27,0.00,21.97%,28.95%,-,-,No / No,0.00,-267.38%,-,1.62,9.95,-,-,-36.00%,-,58.90K,11.56,36.45%,56.32%,60.83%,"

","95,442",16.18%,NNNN
NNN REIT Inc,Real Estate,REIT - Retail,USA,NYSE,-,19.86,2.15,0.90%,187.95M,0.54%,8.03B,20.78,2.05,-3.43%,186.26M,1.55%,398.21M,-,0.49,91.63%,3.12%,2.40%,884.71M,9.07,-7.23%,-0.60%,4.53,0.28%,23.18,1.84,3.00%,4.50%,5.82M,1.38%,0.03,1453.90,-0.11%,9.35%,35.80,49.57,4.53%,2.34 (5.48%),12.38,6.65%,8.02%,-13.86%,0.92,2.32 (5.43%),0.01,5.33%,67.42%,19.27%,0.65,"Apr 30, 2025",0.01,-1.33%,62.06%,60.46,0.89%,0.90%,83,1.03,5.40%,45.01%,2.84,44.00,Yes / Yes,0.14,-0.46%,106.39%,0.59,42.40,5.43%,6.49%,7.17%,May 01 BMO,1.28M,42.70,2.10%,3.22%,-0.32%,"

","761,129",0.71%,NNN
Nelnet Inc,Financial,Credit Services,USA,NYSE,RUT,21.82,5.20,55.43%,25.70M,-2.17%,4.12B,13.33,8.50,0.00%,16.20M,-4.93%,189.55M,-,1.85,35.29%,2.44%,-1.67%,2.08B,1.98,59.03%,0.78%,5.82,5.01%,94.06,1.21,11.17%,1.28%,0.40M,15.90%,22.89,4.95,-,5.64%,98.15,127.32,6.13%,-,7.62,6.83%,1.57%,-10.96%,0.95,1.12 (0.99%),3.80,2.72%,85.70%,15.50%,2.12,"Jun 02, 2025",3.80,43.22%,46.51%,47.82,1.35%,1.16%,6739,2.53,-2.56%,9.11%,3.00,125.00,Yes / Yes,2.53,15.05%,22.74%,0.75,113.11,1.33%,24.39%,-7.33%,May 08 AMC,67.84K,113.36,-1.37%,1.92%,1.92%,"

","50,635",0.22%,NNI
Nano Nuclear Energy Inc,Industrials,Specialty Industrial Machinery,USA,NASD,RUT,-,-0.91,34.97%,37.26M,10.86%,1.57B,-,-0.77,0.00%,26.97M,41.47%,-31.58M,-,-0.10,22.04%,24.28%,21.47%,0.00M,-,-70.51%,15.29%,2.31,52.25%,3.54,10.72,-15.79%,-42.77%,6.55M,305.23%,2.86,13.28,-,-45.55%,6.30,48.05,52.52%,-,-,-,-23.49%,-20.98%,8.38,-,27.20,-,-,502.51%,3.31,-,27.20,-,-,65.19,9.93%,8.73%,5,0.02,-,-,1.00,47.50,Yes / No,0.02,-717.64%,-,1.51,33.49,-,0.00%,-,May 28,2.83M,37.97,20.28%,41.99%,52.42%,"

","4,262,999",13.38%,NNE
NextNav Inc,Technology,Software - Infrastructure,USA,NASD,RUT,-,-1.01,54.01%,132.28M,13.58%,1.91B,-,-0.59,-0.15%,60.89M,7.07%,-128.85M,-,-0.14,43.89%,26.39%,21.95%,6.16M,309.28,-0.60%,2.94%,13.06,-14.29%,0.05,289.60,30.18%,-59.34%,16.07M,94.99%,1.42,10.11,-,-412.45%,6.47,18.54,-7.52%,-,-,40.78%,-55.09%,-22.38%,1.01,-,16.75,77.66%,-158.37%,122.41%,0.86,-,16.75,-27.02%,-989.18%,65.38,5.69%,4.23%,96,35.02,51.10%,-2091.01%,2.00,20.00,Yes / Yes,34.60,-56.99%,-,1.20,14.36,-17.68%,-233.33%,47.13%,May 09 BMO,1.23M,14.39,13.63%,14.36%,18.75%,"

","1,478,759",0.21%,NN
Newmark Group Inc,Real Estate,Real Estate Services,USA,NASD,RUT,28.64,0.39,16.24%,161.92M,-4.25%,2.08B,6.52,1.73,0.00%,154.58M,-2.85%,68.72M,1.98,0.25,57.55%,2.17%,-10.14%,2.84B,0.73,18.05%,-0.79%,3.00,-22.24%,7.21,1.56,18.87%,1.48%,3.35M,11.26%,1.45,7.76,14.44%,5.32%,9.64,16.10,-12.10%,0.12 (1.07%),-,-10.03%,2.64%,-30.06%,1.93,0.12 (1.07%),1.01,3.44%,-,16.80%,0.38,"May 14, 2025",1.01,90.42%,5.91%,49.16,2.84%,3.14%,7500,1.65,13.87%,2.42%,1.40,14.88,Yes / Yes,0.95,46.56%,34.82%,1.36,11.18,8.92%,10.53%,21.35%,Apr 30 BMO,1.12M,11.26,0.94%,1.74%,-15.60%,"

","1,517,435",0.72%,NMRK
Nomura Holdings Inc. ADR,Financial,Capital Markets,Japan,NYSE,-,8.57,0.73,0.00%,2.96B,1.46%,18.51B,8.53,0.73,-,2.96B,5.03%,2.24B,-,0.09,8.14%,0.03%,-4.72%,31.08B,0.60,-9.94%,9.35%,1.06,5.39%,7.85,0.80,0.93%,0.60%,0.83M,7.19%,11.46,0.55,-2.50%,9.88%,4.66,6.99,8.12%,0.29 (4.67%),-,3.65%,1.99%,-10.44%,0.81,0.15 (2.45%),1.39,11.58%,36.22%,34.33%,0.11,"Mar 31, 2025",1.40,100.90%,9.98%,60.28,1.88%,1.43%,26850,8.98,8.32%,7.21%,2.43,6.88,Yes / Yes,3.85,26.44%,53.64%,0.69,6.10,-,-4.75%,-10.18%,Apr 25 AMC,785.05K,6.26,2.11%,7.79%,6.18%,"

","541,179",2.62%,NMR
Navios Maritime Partners L.P,Industrials,Marine Shipping,Monaco,NYSE,-,3.71,10.98,45.63%,29.46M,5.40%,1.19B,3.08,13.24,0.00%,15.87M,1.37%,328.82M,0.52,1.86,31.02%,1.86%,1.75%,1.32B,0.90,-2.42%,-0.08%,2.35,-6.79%,104.59,0.39,21.80%,6.00%,0.29M,-13.49%,11.75,3.47,7.14%,11.19%,28.37,65.89,-5.80%,0.20 (0.49%),3.52,-,6.37%,-38.11%,1.37,0.20 (0.49%),1.01,43.48%,66.23%,43.74%,1.26,"May 09, 2025",1.01,-17.08%,32.47%,62.00,3.54%,1.79%,-,0.77,0.28%,24.92%,1.00,60.00,Yes / Yes,0.68,-42.02%,1.67%,0.89,40.60,18.33%,11.66%,-4.53%,May 07 BMO,125.19K,40.78,3.51%,10.67%,-10.16%,"

","111,862",0.44%,NMM
NMI Holdings Inc,Financial,Insurance - Specialty,USA,NASD,RUT,8.72,4.63,2.02%,78.30M,-0.05%,3.15B,7.92,5.10,-10.34%,76.54M,5.65%,373.62M,1.42,1.22,97.96%,2.29%,14.00%,667.96M,4.72,9.17%,0.99%,2.61,6.35%,29.65,1.36,3.79%,11.67%,1.75M,27.10%,-,-,6.15%,17.38%,31.90,42.49,9.85%,-,8.37,12.43%,13.65%,-4.97%,0.55,-,-,11.44%,-,26.58%,0.92,-,6.01,14.35%,77.28%,60.65,1.97%,1.48%,230,0.18,11.61%,55.93%,1.50,43.29,Yes / Yes,0.18,18.40%,0.00%,0.68,39.62,3.11%,16.34%,10.88%,Apr 29 AMC,670.38K,40.38,2.36%,8.53%,6.78%,"

","459,112",1.91%,NMIH
New Mountain Finance Corp,Financial,Asset Management,USA,NASD,-,10.46,0.99,11.71%,107.85M,-3.99%,1.12B,8.25,1.26,0.74%,94.65M,-4.43%,-,-,0.32,34.86%,1.39%,-6.67%,366.77M,3.05,10.15%,-,2.51,-12.05%,12.45,0.83,-2.01%,-,1.31M,-14.94%,-,-,-,-,8.84,12.52,-7.99%,-,-,-,-,-17.25%,0.86,1.28 (12.35%),-,-,-,17.15%,0.20,"Jun 16, 2025",-,-,-,43.09,2.51%,1.32%,-,-,-,-,-,11.46,Yes / Yes,-,-14.60%,129.75%,0.78,10.25,-2.21%,-4.48%,-5.40%,May 05 AMC,522.33K,10.36,-2.70%,0.74%,-7.57%,"

","407,801",1.07%,NMFC
Newsmax Inc,Communication Services,Broadcasting,USA,NYSE,-,-,-,49.26%,88.94M,0.30%,1.70B,-,-,0.00%,65.40M,-48.84%,-,-,-,17.96%,2.03%,-,-,-,-,23.15%,0.50,-,1.38,9.55,-,-,1.33M,-,1.68,7.86,-,-,11.82,265.00,-84.18%,-,-,-,-,-95.02%,-,-,3.54,-,-,11.76%,3.29,-,3.57,-,-,37.35,2.11%,6.57%,400,0.04,-,-,-,-,Yes / Yes,0.02,-,-,0.35,13.03,-,-,-,-,2.65M,13.21,-24.38%,-39.49%,-54.19%,"

","938,303",1.38%,NMAX
Annaly Capital Management Inc,Real Estate,REIT - Mortgage,USA,NYSE,-,21.80,0.88,0.28%,605.09M,-0.72%,11.61B,6.60,2.91,-9.11%,603.39M,-2.98%,508.59M,7.93,0.71,59.87%,1.79%,-12.02%,6.33B,1.83,5.66%,4.45%,1.30,-3.03%,19.02,1.01,1.94%,0.67%,10.78M,-5.14%,3.03,6.33,2.75%,5.44%,16.59,22.11,4.81%,2.80 (14.60%),7.97,-,1.36%,-13.25%,1.30,2.65 (13.82%),0.04,28.49%,99.59%,15.58%,0.32,"Jun 30, 2025",0.04,190.23%,83.53%,50.10,1.07%,1.38%,191,6.82,5.49%,8.03%,1.77,20.27,Yes / Yes,1.88,-82.58%,160.39%,0.75,19.03,-57.59%,3.31%,-1.48%,Apr 30 AMC,8.30M,19.18,0.67%,1.21%,-3.08%,"

","6,188,242",0.79%,NLY
"Nike, Inc",Consumer Cyclical,Footwear & Accessories,USA,NYSE,"DJIA, S&P 500",19.80,3.01,21.57%,1.18B,-5.70%,87.84B,31.25,1.90,-0.10%,1.16B,-4.14%,4.51B,-,0.12,68.26%,3.40%,-18.47%,47.91B,1.83,-45.83%,4.82%,1.97,-22.96%,9.48,6.28,-11.01%,12.00%,39.38M,-36.28%,7.04,8.45,-13.48%,31.93%,52.28,98.04,-21.36%,1.51 (2.54%),16.54,8.40%,18.45%,-39.30%,1.22,1.57 (2.64%),1.52,5.61%,43.38%,13.83%,1.82,"Jun 02, 2025",2.19,-12.85%,9.93%,43.46,2.69%,2.28%,79400,0.85,-7.11%,9.41%,2.29,72.26,Yes / Yes,0.74,-30.15%,38.91%,0.71,60.00,2.27%,79.58%,-9.20%,Jun 26 AMC,20.01M,59.51,-3.53%,0.02%,-17.66%,"

","14,131,104",-0.82%,NKE
New Jersey Resources Corporation,Utilities,Utilities - Regulated Gas,USA,NYSE,RUT,10.72,4.13,0.54%,100.30M,-1.23%,4.44B,14.23,3.11,-1.54%,99.83M,-6.05%,415.16M,2.33,-0.06,76.22%,2.45%,-10.25%,2.04B,2.18,7.82%,1.85%,3.65,-6.98%,24.70,1.79,-2.31%,5.97%,2.45M,5.11%,1.03,42.85,4.61%,17.83%,41.68,51.94,-5.19%,1.81 (4.09%),-,9.06%,7.40%,-14.85%,0.64,1.80 (4.07%),0.73,-7.24%,26.56%,6.12%,0.70,"Jun 10, 2025",0.93,63.69%,26.56%,32.60,0.23%,0.97%,1372,1.38,20.30%,20.37%,2.00,53.86,Yes / Yes,1.26,66.02%,58.59%,0.67,44.27,24.78%,8.71%,32.56%,May 05 AMC,671.02K,44.23,-2.08%,-5.86%,-6.46%,"

","447,118",-0.09%,NJR
NIO Inc ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-1.63,0.03%,1.94B,-8.56%,6.65B,-,-0.66,0.00%,1.94B,-15.35%,-3364.18M,-,-0.31,11.74%,10.52%,-33.85%,9.41B,0.71,20.69%,16.77%,4.58,-24.17%,-0.03,-,39.40%,-24.07%,204.36M,-21.02%,1.84,1.86,31.73%,-240.42%,3.02,7.71,-21.56%,-,-,0.91%,-120.27%,-55.64%,1.57,-,0.69,51.82%,10.21%,13.25%,0.15,-,0.84,3.93%,-34.70%,37.22,1.54%,2.65%,45635,-,23.39%,-35.76%,2.28,4.94,Yes / Yes,-,-26.41%,-,0.57,3.44,-4.18%,-18.30%,19.98%,Jun 03 BMO,44.64M,3.42,-6.21%,-9.38%,-24.74%,"

","25,239,042",-0.58%,NIO
NICE Ltd ADR,Technology,Software - Application,Israel,NASD,-,23.06,7.17,0.02%,63.25M,-7.28%,10.46B,12.27,13.47,0.00%,63.24M,-1.59%,465.50M,2.32,2.99,58.85%,2.58%,8.78%,2.78B,3.77,11.15%,-3.22%,3.68,-11.43%,56.75,2.91,8.99%,9.06%,1.63M,-1.53%,25.50,6.48,9.93%,13.40%,137.19,200.65,-2.66%,-,12.52,17.69%,13.05%,-17.60%,1.01,-,1.70,11.69%,66.90%,20.51%,5.10,"Feb 23, 2017",1.60,26.45%,20.69%,47.01,1.92%,1.94%,8726,0.15,12.62%,16.77%,1.58,204.64,Yes / Yes,0.02,25.71%,0.00%,1.15,165.76,0.12%,1.12%,6.20%,May 15 BMO,444.31K,165.33,-2.08%,2.32%,-0.76%,"

","510,586",-0.26%,NICE
Nicolet Bankshares Inc,Financial,Banks - Regional,USA,NYSE,RUT,14.11,8.29,11.47%,15.15M,-1.76%,1.77B,12.91,9.07,-1.41%,13.35M,-5.26%,128.86M,-,2.17,50.66%,2.63%,3.91%,528.14M,3.34,11.95%,5.41%,4.74,4.39%,78.11,1.50,3.45%,1.48%,0.35M,51.04%,-,-,-,11.47%,77.49,125.50,11.59%,1.18 (1.01%),12.97,7.83%,9.62%,-6.72%,0.77,1.16 (0.99%),-,22.07%,-,51.08%,2.40,"Jun 02, 2025",0.12,28.31%,29.72%,43.65,0.70%,1.31%,-,0.13,10.78%,24.40%,2.20,124.00,Yes / Yes,0.13,14.30%,13.54%,0.87,116.89,0.65%,7.14%,6.08%,Apr 15 AMC,74.08K,117.07,-2.43%,-0.19%,6.88%,"

","64,581",0.15%,NIC
NiSource Inc,Utilities,Utilities - Regulated Gas,USA,NYSE,S&P 500,21.16,1.86,0.30%,470.62M,-0.46%,18.49B,19.51,2.01,-3.48%,469.30M,-1.60%,868.10M,2.85,0.21,94.68%,2.31%,0.00%,5.93B,3.12,7.14%,-2.14%,2.30,7.47%,18.90,2.08,7.40%,2.78%,10.82M,39.44%,0.65,60.88,7.42%,10.34%,27.83,41.44,6.86%,1.14 (2.90%),-,13.16%,3.99%,-5.22%,0.55,1.09 (2.77%),0.45,0.93%,59.30%,41.17%,0.67,"Jul 31, 2025",0.52,17.47%,27.66%,50.03,0.42%,0.88%,7746,1.67,13.08%,14.63%,1.65,43.50,Yes / Yes,1.44,30.95%,65.49%,1.00,39.28,0.84%,9.41%,27.95%,May 07 BMO,4.71M,39.28,0.07%,0.42%,5.16%,"

","4,725,887",0.00%,NI
"National Health Investors, Inc",Real Estate,REIT - Healthcare Facilities,USA,NYSE,RUT,22.48,3.15,4.76%,46.69M,-0.78%,3.31B,21.76,3.25,0.00%,44.47M,-5.63%,141.06M,9.69,0.75,68.57%,4.53%,-6.21%,345.86M,9.56,-1.84%,1.96%,7.66,-2.64%,30.55,2.32,5.94%,5.37%,2.01M,6.62%,2.89,24.50,2.32%,10.56%,65.13,86.13,2.22%,3.64 (5.14%),16.67,-3.17%,5.97%,-17.75%,0.77,3.60 (5.08%),1.25,1.23%,62.38%,8.77%,1.47,"Jun 30, 2025",1.25,4.23%,55.90%,41.05,1.19%,1.03%,30,0.89,7.44%,40.79%,2.00,80.86,Yes / Yes,0.66,4.45%,115.16%,0.83,70.67,-7.39%,1.43%,9.47%,May 05 AMC,262.88K,70.84,-1.38%,-3.74%,-4.87%,"

","219,244",0.24%,NHI
National Healthcare Corp,Healthcare,Medical Care Facilities,USA,AMEX,RUT,15.34,6.91,26.57%,15.46M,1.28%,1.64B,-,-,-1.31%,11.36M,-0.37%,107.92M,-,-,58.74%,1.73%,12.14%,1.36B,1.20,-,-2.07%,3.58,-12.68%,64.98,1.63,-,7.52%,0.20M,2.75%,19.13,5.54,-,11.19%,89.14,138.49,-1.41%,-,15.03,8.03%,9.24%,-23.43%,0.57,2.44 (2.30%),1.87,4.66%,71.59%,18.96%,2.64,"Jun 30, 2025",1.90,31.92%,8.21%,59.43,2.49%,1.42%,14962,0.20,19.16%,7.92%,-,-,Yes / Yes,0.16,22.30%,37.03%,2.46,101.84,-0.06%,31.76%,26.59%,-,55.05K,106.04,1.96%,6.44%,-2.26%,"

","135,476",4.12%,NHC
Ingevity Corp,Basic Materials,Specialty Chemicals,USA,NYSE,RUT,-,-9.74,1.55%,36.45M,-7.07%,1.51B,8.38,4.94,0.00%,35.90M,-2.36%,-353.80M,-,1.17,100.77%,3.19%,-6.49%,1.35B,1.12,21.10%,1.43%,4.33,-9.71%,6.44,6.43,16.16%,-15.31%,1.15M,-7.86%,2.49,16.60,16.96%,-88.14%,28.49,51.67,1.55%,-,15.87,-,-22.11%,-19.91%,1.39,-,1.08,1.70%,32.45%,45.24%,1.45,-,2.00,-214.32%,20.49%,49.55,1.97%,2.63%,1600,6.15,-17.68%,-26.20%,1.50,51.75,Yes / Yes,5.82,136.21%,-,0.50,41.42,-0.51%,34.20%,-16.50%,May 05 AMC,264.76K,41.38,-1.85%,7.86%,0.78%,"

","131,552",-0.10%,NGVT
National Grid Plc ADR,Utilities,Utilities - Regulated Electric,United Kingdom,NYSE,-,18.51,3.84,0.01%,980.25M,-0.63%,69.62B,12.59,5.64,0.00%,980.17M,-1.95%,3.69B,1.02,2.02,5.12%,0.24%,11.30%,23.43B,2.97,39.33%,-3.78%,2.28,19.10%,49.81,1.43,10.03%,2.75%,2.35M,25.59%,9.13,7.78,18.19%,8.31%,55.82,74.82,19.52%,3.22 (4.54%),-,13.19%,3.55%,-5.08%,0.58,3.07 (4.33%),1.30,4.89%,25.89%,27.23%,1.05,"May 30, 2025",1.35,7.24%,25.89%,47.35,0.94%,1.08%,31654,1.26,-6.02%,15.76%,1.87,80.29,Yes / Yes,1.13,62.39%,77.41%,1.23,71.65,-13.79%,8.56%,-7.10%,May 15 BMO,1.03M,71.02,-1.55%,-0.28%,8.57%,"

","1,268,262",-0.88%,NGG
New Gold Inc,Basic Materials,Gold,Canada,AMEX,-,28.88,0.17,4.74%,791.37M,0.21%,3.81B,6.15,0.78,0.00%,753.86M,23.59%,129.40M,0.49,0.09,56.81%,1.89%,42.60%,931.20M,4.10,96.79%,6.41%,0.56,74.01%,1.31,3.69,99.19%,5.91%,14.27M,144.67%,0.28,17.37,59.27%,14.62%,1.90,4.98,94.35%,-,31.33,-,8.41%,-3.27%,0.44,-,1.16,7.56%,24.41%,153.68%,0.17,-,1.68,251.71%,19.06%,64.22,1.19%,1.79%,1607,0.49,19.89%,13.90%,1.80,4.94,Yes / Yes,0.49,66.67%,0.00%,0.93,4.89,22.37%,85.19%,8.69%,Apr 29 AMC,25.42M,4.82,3.96%,18.21%,52.00%,"

","23,720,889",-1.43%,NGD
Novagold Resources Inc,Basic Materials,Gold,USA,AMEX,RUT,-,-0.13,30.60%,334.65M,1.16%,1.67B,-,-0.12,12.85%,265.48M,19.78%,-44.42M,-,-0.04,49.72%,4.28%,27.49%,0.00M,-,14.29%,1.27%,2.31,28.24%,-0.17,-,2.78%,-38.81%,11.38M,24.57%,0.24,17.94,8.67%,-,2.26,5.06,30.93%,-,-,-9.87%,-44.56%,-13.83%,0.63,-,47.82,-,-,92.92%,0.24,-,47.82,5.21%,-,60.15,1.71%,5.56%,14,-,-,-,1.67,7.10,Yes / Yes,-,11.97%,-,0.51,4.39,-,25.00%,-,Jun 24 BMO,4.93M,4.36,8.03%,14.72%,22.81%,"

","2,519,632",-0.68%,NG
Netflix Inc,Communication Services,Entertainment,USA,NASD,"NDX, S&P 500",57.76,21.16,0.66%,425.68M,0.20%,520.17B,39.42,31.01,-22.59%,422.77M,2.57%,9.27B,2.42,7.03,84.14%,1.85%,27.39%,39.87B,13.05,28.73%,0.13%,1.82,33.02%,56.45,21.65,21.47%,18.37%,7.82M,82.60%,19.68,62.11,23.84%,40.84%,587.04,1262.81,37.13%,-,69.86,36.85%,23.17%,-3.21%,1.59,-,1.20,14.04%,46.52%,108.21%,24.70,-,1.20,47.22%,27.17%,59.91,0.66%,1.17%,14000,0.73,14.11%,23.25%,1.77,1195.57,Yes / Yes,0.67,25.26%,0.00%,0.53,1220.67,0.34%,16.54%,10.62%,Apr 17 AMC,4.30M,1222.29,0.63%,8.00%,31.84%,"

","2,275,105",0.13%,NFLX
