Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Toronto Dominion Bank,Financial,Banks - Diversified,Canada,NYSE,-,10.36,6.84,0.21%,1.75B,0.14%,124.16B,11.33,6.26,0.00%,1.75B,9.38%,11.93B,1.62,1.47,53.36%,0.75%,18.33%,91.86B,1.35,4.26%,4.79%,6.58,33.48%,48.31,1.47,7.86%,0.84%,13.14M,31.62%,-,-,6.40%,14.27%,51.25,71.63,33.13%,3.05 (4.31%),7.02,-5.91%,8.70%,-1.05%,0.82,2.24 (3.16%),-,14.68%,-,38.30%,0.79,"Jul 10, 2025",0.60,55.09%,15.45%,71.46,0.53%,0.87%,-,2.07,9.56%,12.99%,2.00,70.73,Yes / Yes,0.50,345.41%,86.29%,0.78,71.30,2.48%,10.98%,18.45%,May 22 BMO,2.00M,70.88,1.64%,8.52%,18.71%,"

","1,554,813",-0.59%,TD
Trip.com Group Ltd ADR,Consumer Cyclical,Travel Services,China,NASD,-,16.32,3.42,0.24%,653.27M,-8.32%,36.49B,13.81,4.05,0.00%,651.69M,-11.88%,2.36B,1.94,0.85,41.87%,1.71%,-13.45%,7.65B,4.77,-3.65%,0.48%,3.12,-23.03%,30.74,1.82,15.19%,7.18%,11.15M,11.17%,16.49,3.39,8.43%,12.49%,38.23,77.18,-18.66%,0.19 (0.34%),-,-24.77%,10.30%,-27.64%,0.09,0.30 (0.54%),1.46,7.49%,81.06%,46.09%,1.78,"Mar 17, 2025",1.46,56.05%,26.13%,32.92,3.62%,2.30%,41073,0.29,16.23%,30.86%,1.35,76.18,Yes / Yes,0.14,-5.68%,8.13%,1.54,56.54,0.42%,10.39%,14.76%,May 19 AMC,3.58M,55.85,-8.92%,-7.67%,-10.82%,"

","5,506,112",-1.22%,TCOM
Trico Bancshares,Financial,Banks - Regional,USA,NASD,RUT,11.41,3.42,8.10%,32.89M,-4.15%,1.28B,10.89,3.58,0.00%,30.19M,-4.87%,113.48M,-,0.82,66.61%,1.78%,-3.56%,530.04M,2.42,-3.90%,0.38%,4.77,-19.21%,38.17,1.02,7.82%,1.16%,0.54M,4.72%,-,-,-,9.38%,35.20,51.06,-10.69%,1.32 (3.39%),12.52,2.84%,8.24%,-23.56%,0.62,1.32 (3.38%),-,10.24%,-,10.88%,1.06,"Jun 06, 2025",0.08,4.55%,28.83%,43.51,1.18%,1.30%,1201,0.17,3.01%,21.41%,2.17,45.83,Yes / Yes,0.10,-4.30%,38.19%,1.85,38.78,-0.96%,2.13%,-0.82%,Apr 24 BMO,112.94K,39.03,-1.98%,-0.78%,-8.48%,"

","208,873",0.64%,TCBK
"Texas Capital Bancshares, Inc",Financial,Banks - Regional,USA,NASD,RUT,43.82,1.73,2.55%,46.02M,-0.99%,3.48B,11.76,6.45,9.36%,44.73M,0.72%,81.16M,0.59,1.29,101.14%,3.79%,0.37%,1.95B,1.78,335.78%,-1.14%,3.35,-10.98%,68.00,1.12,15.69%,0.33%,1.69M,31.16%,-,-,74.77%,2.98%,56.24,91.80,-2.95%,-,10.24,-26.54%,1.98%,-17.33%,0.64,-,-,5.86%,-,34.94%,2.39,-,0.45,-47.40%,15.99%,57.28,0.84%,1.69%,1818,0.41,7.15%,4.16%,2.93,78.00,Yes / Yes,0.19,100.37%,0.00%,0.79,75.72,-1.51%,-3.44%,4.13%,Apr 17 BMO,505.26K,75.89,2.31%,6.32%,-0.25%,"

","398,830",0.22%,TCBI
Taboola.com Ltd,Communication Services,Internet Content & Information,USA,NASD,-,92.39,0.04,56.31%,284.44M,-1.12%,1.14B,32.49,0.11,-0.69%,141.91M,0.86%,13.65M,-,-0.01,18.75%,4.00%,18.12%,1.78B,0.64,666.67%,-13.72%,3.01,-13.09%,3.11,1.13,91.17%,0.82%,5.67M,-0.28%,0.67,5.28,-,1.35%,2.50,4.30,-3.56%,-,7.22,44.12%,1.14%,-18.14%,1.30,-,1.32,1329.41%,30.60%,40.80%,0.12,-,1.32,116.87%,2.49%,51.69,3.14%,2.04%,2000,0.21,16.62%,0.77%,1.67,4.12,Yes / Yes,0.19,66.18%,-,0.81,3.65,2.04%,40.00%,3.26%,May 07 BMO,1.88M,3.52,-1.68%,7.58%,3.70%,"

","1,525,314",-3.56%,TBLA
Bancorp Inc,Financial,Banks - Regional,USA,NASD,RUT,11.53,4.43,6.17%,46.98M,-0.27%,2.39B,7.86,6.50,-1.26%,43.83M,-6.03%,218.28M,-,1.27,105.43%,15.85%,-6.16%,756.33M,3.15,22.30%,-2.20%,12.34,-10.17%,17.66,2.89,23.89%,2.52%,6.95M,51.05%,-,-,-,26.52%,33.77,65.84,-2.96%,-,8.44,36.68%,22.90%,-22.43%,1.25,-,-,19.65%,-,51.23%,1.59,-,0.14,21.05%,39.27%,48.64,1.14%,1.92%,771,0.15,18.52%,28.86%,2.00,63.33,Yes / Yes,0.15,12.65%,0.00%,1.05,50.70,-10.07%,-3.78%,35.29%,Apr 24 AMC,563.12K,51.07,-0.63%,1.49%,-4.10%,"

","593,959",0.73%,TBBK
BBB Foods Inc,Consumer Defensive,Discount Stores,Mexico,NYSE,-,107.90,0.24,45.94%,114.77M,-1.68%,3.02B,72.25,0.36,0.00%,62.05M,-15.57%,27.37M,1.97,-0.01,51.09%,1.43%,2.73%,3.22B,0.94,29.31%,38.58%,1.43,-12.63%,1.81,14.54,123.76%,2.38%,0.89M,22.10%,1.97,13.36,54.73%,14.10%,21.72,35.22,-6.82%,-,-,-,4.60%,-25.18%,0.15,-,0.49,39.00%,16.26%,21.32%,1.05,-,0.74,-,2.01%,39.23,2.43%,1.79%,-,2.34,-,0.85%,1.89,33.50,Yes / Yes,1.93,68.62%,0.00%,0.87,25.56,4.48%,-617.33%,12.45%,May 07 AMC,622.39K,26.35,-4.87%,-7.49%,-9.95%,"

","540,147",3.09%,TBBB
TaskUs Inc,Technology,Information Technology Services,USA,NASD,-,27.99,0.60,98.48%,20.00M,-0.60%,1.48B,10.45,1.59,-0.04%,1.33M,-0.30%,55.30M,2.28,0.34,18.13%,49.12%,23.12%,1.05B,1.42,11.24%,-0.90%,1.39,-5.45%,5.78,2.88,11.15%,5.95%,0.65M,30.75%,2.22,7.52,12.29%,11.35%,10.57,19.60,-1.59%,-,20.01,7.33%,6.98%,-14.95%,2.20,-,2.87,22.57%,33.22%,57.71%,0.24,-,2.87,17.90%,9.87%,59.78,0.69%,0.63%,59000,0.59,14.05%,5.29%,2.60,18.00,Yes / Yes,0.52,77.10%,0.00%,0.80,16.81,2.48%,17.36%,22.12%,May 12 AMC,471.09K,16.67,-0.31%,8.71%,14.36%,"

","377,385",-0.83%,TASK
Tarsus Pharmaceuticals Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.73,13.67%,42.00M,-0.73%,1.71B,33.32,1.22,-1.72%,36.25M,-9.43%,-104.94M,-,-0.37,100.89%,22.27%,-18.55%,233.67M,7.31,63.52%,9.98%,11.90,-21.42%,8.15,4.98,208.93%,-24.69%,8.07M,40.95%,9.71,4.19,-,-33.98%,20.08,57.28,-26.58%,-,-,-66.60%,-25.32%,-29.03%,0.84,-,5.54,-,92.99%,102.42%,1.96,-,5.57,42.86%,-46.72%,40.27,3.66%,2.36%,323,0.21,449.03%,-44.91%,1.29,72.43,Yes / Yes,0.21,36.93%,-,1.89,41.07,8.15%,12.32%,183.68%,May 01 AMC,678.21K,40.65,-3.69%,-9.98%,-10.20%,"

","1,281,580",-1.02%,TARS
Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA,NYSE,S&P 500,9.66,4.97,13.41%,190.20M,-6.74%,9.74B,7.57,6.35,-0.02%,166.60M,-15.63%,1.04B,2.45,1.89,88.20%,7.05%,-18.55%,11.33B,0.86,0.41%,3.18%,4.50,-19.38%,64.61,0.74,6.08%,3.98%,11.74M,-4.28%,2.04,23.60,3.94%,7.90%,48.75,64.66,-16.17%,1.87 (3.89%),8.87,36.84%,5.33%,-25.69%,0.73,1.82 (3.79%),0.59,1.91%,36.89%,-1.44%,1.10,"Jun 06, 2025",0.89,-0.74%,14.74%,17.53,0.60%,1.02%,16800,0.49,-5.17%,9.14%,2.35,62.52,Yes / Yes,0.48,-38.86%,32.91%,1.77,48.81,-3.75%,-36.11%,-11.26%,May 08 BMO,2.61M,48.05,-7.51%,-13.04%,-15.89%,"

","4,631,462",-1.56%,TAP
Talos Energy Inc,Energy,Oil & Gas E&P,USA,NYSE,RUT,65.66,0.14,25.76%,178.46M,2.85%,1.67B,-,-1.23,0.00%,132.49M,15.25%,26.18M,-,-0.29,78.96%,10.86%,1.63%,2.06B,0.81,-219.05%,3.52%,6.13,-4.58%,15.31,0.61,-83.65%,0.42%,14.38M,-9.73%,1.14,8.24,-,0.95%,6.23,12.71,-3.50%,-,2.60,-,0.64%,-26.28%,0.70,-,1.05,16.30%,13.95%,50.52%,0.38,-,1.05,92.89%,6.62%,66.31,2.11%,2.39%,700,0.50,31.40%,1.27%,1.50,12.85,Yes / Yes,0.49,92.28%,-,1.55,9.24,2.62%,162.24%,19.33%,May 05 AMC,2.34M,9.37,9.83%,17.82%,-1.69%,"

","3,639,268",1.41%,TALO
TAL Education Group ADR,Consumer Defensive,Education & Training Services,China,NYSE,-,75.25,0.14,3.33%,460.86M,-3.54%,4.77B,20.70,0.50,0.00%,445.53M,-5.14%,84.59M,-,0.07,67.95%,6.03%,-25.98%,2.25B,2.12,121.94%,9.17%,3.22,6.49%,8.17,1.27,60.80%,1.62%,26.86M,-5.91%,8.26,1.25,-,2.28%,7.34,15.30,3.19%,-,-,-,2.11%,-32.42%,0.10,-,2.76,-7.22%,53.34%,40.78%,0.39,"May 09, 2017",2.86,227.21%,-0.33%,47.70,1.17%,2.94%,23000,0.09,50.98%,3.76%,1.57,12.48,Yes / Yes,0.07,-126.85%,0.00%,0.61,10.38,-3.11%,-113.39%,42.06%,Apr 24 BMO,8.34M,10.34,-1.58%,2.74%,-4.44%,"

","5,071,867",-0.39%,TAL
Takeda Pharmaceutical Co ADR,Healthcare,Drug Manufacturers - Specialty & Generic,Japan,NYSE,-,67.97,0.22,0.02%,3.15B,-4.03%,46.49B,22.44,0.66,0.00%,3.15B,3.50%,707.29M,1.43,0.18,5.05%,0.20%,-2.57%,30.05B,1.55,131.31%,2.60%,2.90,11.22%,14.74,1.00,21.39%,0.73%,6.24M,12.15%,0.82,18.05,47.57%,1.50%,12.57,15.43,11.56%,0.69 (4.69%),9.33,11.40%,0.97%,-4.25%,0.26,0.33 (2.21%),0.52,-0.14%,51.76%,17.46%,0.20,"Sep 30, 2024",1.01,-30.80%,11.70%,46.87,0.55%,0.92%,49281,0.65,1.86%,2.35%,2.00,17.30,Yes / Yes,0.57,-3198.46%,261.52%,1.59,14.90,-1.24%,-718.71%,-2.34%,May 08 BMO,2.15M,14.77,-1.13%,0.13%,3.97%,"

","3,413,399",-0.87%,TAK
Transalta Corp,Utilities,Utilities - Independent Power Producers,Canada,NYSE,-,-,-0.00,0.60%,296.60M,-3.77%,3.25B,78.62,0.14,0.00%,294.61M,20.00%,0.11M,-,0.04,81.02%,4.01%,12.27%,1.91B,1.71,-16.64%,4.70%,8.56,-21.06%,1.85,5.93,-59.71%,0.58%,11.81M,55.30%,0.68,16.21,-3.19%,2.97%,6.78,14.64,-22.40%,0.19 (1.72%),16.36,25.30%,0.00%,-25.00%,0.73,0.18 (1.60%),0.78,3.41%,39.07%,61.95%,0.37,"May 30, 2025",0.84,-100.16%,10.68%,62.37,2.98%,2.75%,1205,2.67,-20.04%,0.01%,1.64,12.59,Yes / Yes,2.14,-79.87%,40.91%,2.29,11.38,3.78%,33.62%,-24.77%,May 07 BMO,1.38M,10.98,6.27%,16.26%,4.08%,"

","3,164,045",-3.51%,TAC
"AT&T, Inc",Communication Services,Telecom Services,USA,NYSE,S&P 500,17.05,1.63,0.14%,7.20B,-1.77%,199.82B,12.43,2.23,-0.01%,7.19B,-0.04%,11.75B,5.25,0.53,65.30%,1.20%,3.66%,122.93B,1.63,-7.88%,3.38%,2.33,21.58%,14.42,1.93,7.31%,2.98%,86.32M,57.16%,0.97,28.63,3.25%,11.38%,17.90,29.03,21.96%,1.11 (4.00%),10.25,-4.67%,4.93%,-4.34%,0.41,1.11 (4.00%),0.54,-7.56%,43.04%,55.14%,0.47,"Apr 10, 2025",0.59,-12.66%,19.97%,50.37,0.71%,1.00%,140990,1.38,0.50%,9.55%,1.86,29.47,Yes / Yes,1.30,28.92%,74.41%,1.39,27.66,0.89%,0.14%,1.99%,Apr 23 BMO,36.98M,27.77,-0.10%,1.05%,12.94%,"

","51,428,785",0.40%,T
Sysco Corp,Consumer Defensive,Food Distribution,USA,NYSE,S&P 500,19.32,3.87,0.30%,484.75M,-0.94%,36.20B,16.01,4.66,-3.22%,483.27M,1.30%,1.91B,3.34,1.39,88.99%,3.07%,4.90%,80.79B,0.45,1.49%,-0.91%,4.59,-5.77%,3.96,18.83,6.61%,7.48%,14.83M,2.39%,3.15,23.71,5.79%,94.91%,67.12,82.23,-2.33%,2.06 (2.76%),17.25,3.96%,12.59%,-9.18%,0.82,2.04 (2.73%),0.76,5.57%,18.23%,11.26%,1.21,"Jul 03, 2025",1.26,-5.79%,4.23%,56.59,0.78%,0.91%,76000,7.60,3.55%,2.36%,2.00,79.86,Yes / Yes,6.89,-3.14%,51.73%,1.52,73.97,-2.20%,-6.13%,1.13%,Apr 29 BMO,3.23M,74.68,1.40%,3.30%,0.31%,"

","4,897,680",0.96%,SYY
Synaptics Inc,Technology,Semiconductors,USA,NASD,RUT,15.35,4.13,2.43%,38.85M,-1.28%,2.44B,14.50,4.37,0.39%,37.65M,-2.58%,165.20M,0.45,1.00,102.94%,10.03%,-2.19%,1.04B,2.35,61.80%,0.54%,7.51,-19.32%,35.70,1.77,19.92%,6.49%,3.77M,-31.21%,10.93,5.79,34.11%,12.60%,41.80,98.00,-17.03%,-,19.86,-,7.32%,-35.39%,1.69,-,2.34,-8.21%,43.92%,51.48%,2.18,-,2.88,253.82%,-5.23%,53.92,2.02%,2.38%,1248,0.64,10.60%,15.90%,1.60,82.00,Yes / Yes,0.63,-21.36%,0.00%,0.94,63.56,0.61%,4.65%,12.35%,May 08 AMC,502.88K,63.32,2.19%,7.60%,-9.15%,"

","473,316",-0.38%,SYNA
Symbotic Inc,Industrials,Specialty Industrial Machinery,USA,NASD,-,-,-0.07,59.80%,108.38M,21.39%,20.05B,75.27,0.45,-0.05%,43.85M,20.40%,-7.09M,-,0.05,37.09%,36.44%,57.04%,2.08B,9.62,75.06%,0.17%,11.18,26.02%,1.90,17.94,115.02%,-0.40%,15.98M,-0.35%,1.62,20.97,81.98%,-3.52%,16.32,41.76,43.40%,-,55.81,-415.28%,-3.09%,-18.58%,1.96,-,0.91,-,16.87%,108.36%,2.25,-,1.01,70.45%,-2.99%,64.24,10.81%,5.85%,1650,0.14,43.00%,-0.34%,2.12,32.14,Yes / Yes,0.12,58.16%,-,3.12,35.70,5.21%,56.53%,39.74%,May 07 AMC,1.43M,34.00,13.25%,31.21%,30.78%,"

","4,457,321",-4.76%,SYM
Stryker Corp,Healthcare,Medical Devices,USA,NYSE,S&P 500,50.68,7.41,6.46%,382.10M,-1.30%,143.53B,25.29,14.85,-1.61%,357.49M,-3.59%,2.86B,4.65,3.07,80.48%,1.39%,0.36%,23.22B,6.18,9.54%,1.73%,3.33,0.77%,54.78,6.86,11.19%,6.69%,4.98M,8.95%,6.30,59.58,10.89%,14.26%,314.93,406.19,4.31%,3.21 (0.86%),40.12,7.20%,8.00%,-7.54%,0.93,3.28 (0.87%),1.00,8.71%,61.73%,19.25%,6.05,"Jun 30, 2025",1.64,-15.22%,22.19%,44.68,0.66%,0.70%,53000,0.83,10.76%,12.31%,1.76,431.58,Yes / Yes,0.71,-17.28%,41.74%,1.35,373.26,3.07%,4.63%,11.88%,May 01 AMC,1.49M,375.56,-1.18%,0.37%,0.59%,"

","2,011,717",0.62%,SYK
Synchrony Financial,Financial,Credit Services,USA,NYSE,S&P 500,8.56,7.28,0.46%,380.54M,1.46%,23.73B,7.15,8.71,-23.29%,378.91M,4.18%,2.88B,0.54,1.64,101.87%,4.08%,15.72%,19.60B,1.21,17.13%,0.61%,3.57,-9.06%,40.36,1.54,13.07%,2.44%,15.47M,44.67%,56.82,1.10,15.94%,18.60%,40.54,70.93,-4.09%,1.14 (1.83%),2.42,8.99%,8.75%,-12.11%,1.43,1.05 (1.68%),3.83,5.88%,79.27%,53.76%,1.67,"May 05, 2025",3.83,4.96%,23.73%,62.47,1.81%,1.84%,20000,1.03,1.22%,14.70%,1.96,64.29,Yes / Yes,0.99,-39.82%,11.69%,2.01,61.45,-1.51%,12.86%,-19.41%,Apr 22 BMO,4.33M,62.34,4.85%,11.83%,6.81%,"

","8,717,829",1.45%,SYF
Stock Yards Bancorp Inc,Financial,Banks - Regional,USA,NASD,RUT,17.91,4.14,8.55%,29.47M,-3.11%,2.18B,16.69,4.44,-0.56%,26.95M,-2.73%,121.92M,-,1.05,62.02%,8.04%,7.76%,522.40M,4.18,11.83%,1.10%,19.19,-4.52%,33.10,2.24,2.15%,1.42%,2.17M,54.68%,-,-,-,13.18%,46.70,79.85,3.53%,1.25 (1.69%),16.15,6.14%,9.16%,-7.15%,0.72,1.24 (1.67%),-,20.82%,-,58.76%,2.03,"Jun 16, 2025",0.12,16.24%,29.31%,48.75,0.91%,1.26%,1080,0.53,14.30%,23.34%,3.00,78.80,Yes / Yes,0.36,27.91%,31.34%,1.63,74.04,0.85%,13.79%,12.09%,Apr 23 BMO,112.87K,74.14,-0.39%,1.08%,5.21%,"

","183,587",0.14%,SYBT
Sensient Technologies Corp,Basic Materials,Specialty Chemicals,USA,NYSE,RUT,31.75,3.02,1.55%,42.24M,1.22%,4.07B,25.15,3.81,-0.25%,41.80M,1.22%,128.19M,2.14,0.88,93.25%,3.17%,29.39%,1.56B,2.60,11.44%,2.94%,3.36,24.15%,25.92,3.70,14.06%,6.26%,1.32M,26.49%,0.77,125.00,14.81%,11.87%,66.14,98.27,34.56%,1.72 (1.79%),59.87,8.67%,7.21%,-2.42%,0.54,1.64 (1.71%),1.74,3.31%,32.74%,44.97%,1.96,"May 12, 2025",4.34,41.01%,12.51%,61.03,1.08%,0.85%,4014,0.64,6.30%,8.19%,2.25,95.67,Yes / Yes,0.62,10.95%,55.77%,1.06,96.37,1.55%,4.88%,1.99%,Apr 25 BMO,394.78K,95.89,0.85%,6.23%,21.51%,"

","419,096",-0.50%,SXT
Standex International Corp,Industrials,Specialty Industrial Machinery,USA,NYSE,RUT,30.84,5.06,1.84%,11.99M,0.18%,1.88B,17.95,8.69,-2.23%,11.85M,-0.28%,60.52M,2.44,2.10,94.38%,2.44%,-7.65%,748.25M,2.52,9.93%,5.13%,3.18,-23.43%,57.30,2.72,12.82%,4.76%,0.29M,-4.32%,9.10,17.16,12.65%,9.29%,128.85,212.65,-16.52%,-,49.05,10.36%,4.65%,-26.59%,1.07,1.26 (0.81%),2.56,2.40%,39.40%,21.15%,4.37,"May 09, 2025",3.40,-18.41%,14.92%,54.30,2.41%,1.84%,3700,0.91,2.67%,8.09%,1.00,198.00,Yes / Yes,0.90,36.08%,19.22%,1.95,157.26,1.73%,1.46%,17.21%,May 01 AMC,90.97K,156.10,2.23%,4.58%,-11.25%,"

","177,036",-0.74%,SXI
Southwest Gas Holdings Inc,Utilities,Utilities - Regulated Gas,USA,NYSE,RUT,23.68,3.12,11.15%,71.91M,1.72%,5.31B,17.89,4.13,-20.77%,63.90M,3.94%,224.95M,1.37,0.44,80.42%,2.49%,-2.88%,4.83B,1.10,33.13%,-1.00%,3.49,2.30%,49.77,1.48,12.36%,1.88%,1.59M,0.44%,5.65,13.07,17.32%,6.49%,64.31,80.29,4.45%,2.50 (3.38%),27.79,-6.87%,2.85%,-8.00%,0.46,1.86 (2.52%),0.75,10.38%,12.76%,14.85%,1.58,"Aug 15, 2025",0.79,16.27%,10.90%,57.41,0.92%,1.45%,11122,1.41,-10.78%,4.66%,2.25,78.14,Yes / Yes,1.21,29.32%,89.85%,2.53,73.93,-13.31%,8.23%,-17.99%,May 12 BMO,454.93K,73.86,2.56%,2.52%,0.72%,"

","1,150,579",-0.09%,SWX
SpringWorks Therapeutics Inc,Healthcare,Biotechnology,USA,NASD,RUT,-,-3.41,3.19%,74.99M,0.43%,3.54B,-,-0.83,-15.90%,72.94M,1.40%,-253.93M,-,-0.80,98.04%,8.56%,-8.07%,219.67M,16.11,20.99%,-20.01%,1.17,23.55%,5.57,8.44,69.98%,-43.70%,6.24M,28.06%,3.82,12.29,-,-51.57%,28.21,62.00,29.98%,-,-,-24.25%,-60.02%,-24.26%,0.70,-,4.18,-,91.48%,66.47%,0.30,-,4.33,31.63%,-120.52%,63.39,0.24%,0.18%,368,0.02,730.42%,-115.60%,3.00,47.00,Yes / Yes,0.01,6.22%,-,1.94,46.78,-12.82%,-18.14%,133.68%,May 01,5.33M,46.96,0.53%,5.14%,14.60%,"

","10,366,613",0.38%,SWTX
"Skyworks Solutions, Inc",Technology,Semiconductors,USA,NASD,S&P 500,28.17,2.56,0.42%,153.60M,0.17%,10.83B,16.99,4.25,1.61%,149.49M,-1.57%,412.10M,-,1.24,101.53%,9.41%,5.47%,3.95B,2.74,-18.86%,-0.54%,3.47,-20.53%,38.67,1.87,-16.54%,5.09%,14.06M,-32.14%,10.04,7.19,-6.24%,6.70%,47.93,120.86,-18.66%,2.83 (3.92%),8.01,-5.48%,5.78%,-40.32%,1.15,2.80 (3.88%),3.84,4.35%,41.16%,50.49%,1.95,"May 27, 2025",4.95,-51.90%,15.78%,56.08,0.72%,1.65%,10100,0.20,-12.90%,10.43%,3.07,69.25,Yes / Yes,0.20,-61.91%,74.25%,1.52,71.62,0.17%,3.20%,-8.87%,May 07 AMC,4.05M,72.13,1.27%,7.56%,-10.20%,"

","6,177,605",0.71%,SWKS
Stanley Black & Decker Inc,Industrials,Tools & Accessories,USA,NYSE,S&P 500,27.42,2.35,0.34%,154.69M,-4.26%,9.99B,11.28,5.72,-0.38%,154.19M,-8.49%,357.20M,1.67,0.39,96.51%,4.89%,-19.83%,15.24B,0.66,-1.31%,5.41%,2.43,-22.03%,57.16,1.13,32.95%,1.54%,7.53M,-23.48%,2.25,28.65,16.40%,4.03%,53.91,110.88,-19.60%,3.14 (4.86%),13.06,-20.90%,2.63%,-41.78%,1.17,3.28 (5.08%),0.36,3.54%,30.06%,19.74%,2.22,"Jun 03, 2025",1.10,575.89%,8.64%,45.14,1.52%,1.72%,48500,0.76,-3.04%,2.34%,2.70,81.50,Yes / Yes,0.54,361.22%,172.28%,1.17,64.59,1.46%,14.57%,-3.23%,Apr 30 BMO,3.09M,64.55,-2.11%,0.72%,-22.47%,"

","3,615,205",-0.06%,SWK
Smurfit WestRock plc,Consumer Cyclical,Packaging & Containers,Ireland,NYSE,S&P 500,34.66,1.22,2.18%,521.98M,-1.51%,22.04B,11.34,3.73,-0.80%,510.64M,-7.81%,512.00M,0.47,0.62,92.04%,3.60%,-7.35%,25.84B,0.85,258.35%,1.39%,5.01,-22.58%,34.22,1.24,27.07%,1.75%,18.39M,-15.52%,1.53,27.65,73.53%,4.25%,37.01,56.99,-21.37%,1.67 (3.95%),-,-18.33%,1.66%,-25.68%,1.02,1.47 (3.46%),0.93,15.82%,19.59%,14.43%,1.10,"May 16, 2025",1.43,-61.18%,6.40%,44.18,1.89%,1.38%,100000,0.80,-8.15%,1.98%,1.58,55.27,Yes / Yes,0.72,0.00%,126.32%,3.04,42.39,-1.22%,9.43%,161.30%,May 01 BMO,3.67M,42.35,-2.05%,-1.11%,-12.04%,"

","11,148,333",-0.09%,SW
Savers Value Village Inc,Consumer Cyclical,Specialty Retail,USA,NYSE,RUT,71.50,0.15,74.08%,157.86M,-0.38%,1.65B,18.93,0.56,-22.82%,40.82M,6.38%,24.77M,8.44,0.12,24.15%,13.51%,48.66%,1.55B,1.07,-24.66%,-27.39%,5.74,9.02%,2.62,4.01,27.04%,1.35%,5.51M,-14.06%,0.46,22.66,8.47%,6.13%,6.48,12.83,2.54%,-,46.59,-35.01%,1.54%,-18.08%,1.00,-,0.57,4.99%,30.30%,62.19%,0.48,-,0.74,-63.56%,8.13%,53.72,3.24%,3.21%,22700,3.11,2.97%,1.59%,1.78,12.88,Yes / Yes,2.88,-927.59%,0.00%,0.52,10.39,1.08%,365.12%,4.51%,May 01 AMC,959.92K,10.51,1.60%,5.07%,8.81%,"

","495,584",1.15%,SVV
Suzano S.A. ADR,Basic Materials,Paper & Paper Products,Brazil,NYSE,-,-,-0.16,1.37%,1.24B,-1.67%,11.66B,6.58,1.43,0.00%,1.22B,0.64%,-212.71M,-,0.17,3.16%,0.34%,-4.27%,8.82B,1.32,268.24%,1.25%,2.11,-5.93%,5.41,1.74,-12.42%,-0.76%,4.10M,8.09%,2.32,4.06,-,-2.72%,8.41,10.86,-7.02%,0.39 (4.12%),-,-14.40%,-0.92%,-13.35%,0.95,-,1.95,5.92%,39.46%,11.89%,0.22,"Dec 18, 2024",2.61,-111.06%,31.67%,51.26,1.66%,2.20%,56000,2.53,14.78%,-2.41%,1.00,13.39,Yes / Yes,2.44,2422.54%,-,0.51,9.57,-0.89%,3.96%,3.42%,May 08 AMC,1.94M,9.41,0.90%,2.59%,-2.88%,"

","996,098",-1.67%,SUZ
Grupo Supervielle S.A. ADR,Financial,Banks - Regional,Argentina,NYSE,-,13.12,0.81,-,79.00M,-11.51%,844.51M,5.33,2.01,-,78.98M,-34.74%,71.64M,0.74,0.27,21.63%,2.49%,-20.31%,1.71B,0.49,-11.09%,25.22%,1.67,-29.68%,11.14,0.96,49.49%,1.79%,1.97M,58.10%,-,-,17.84%,9.61%,4.94,19.49,-28.33%,0.21 (1.99%),-,10.09%,8.46%,-45.16%,1.81,0.00 (0.00%),-,13.14%,-,116.60%,0.72,"May 19, 2025",0.31,-61.41%,17.49%,29.03,0.69%,3.30%,3456,0.37,-56.02%,4.18%,1.00,19.60,Yes / Yes,0.01,-86.35%,11.98%,0.78,10.94,-,54.71%,-48.40%,May 27 AMC,1.18M,10.69,-14.95%,-23.45%,-14.46%,"

","917,096",-2.29%,SUPV
