Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Silicon Laboratories Inc,Technology,Semiconductors,USA,NASD,RUT,-,-5.11,2.48%,32.47M,10.53%,4.40B,54.17,2.49,-2.37%,31.76M,21.53%,-164.95M,-,0.09,106.13%,5.69%,0.87%,655.73M,6.70,137.44%,1.55%,4.38,21.01%,32.90,4.10,291.63%,-12.82%,1.81M,9.31%,13.04,10.35,-,-14.77%,82.82,160.00,8.66%,-,48.07,-,-15.44%,-15.64%,1.42,-,4.47,-6.95%,50.71%,62.98%,4.91,-,5.17,-55.38%,-21.11%,68.33,3.29%,3.04%,1889,0.00,2.16%,-25.16%,2.17,140.56,Yes / Yes,0.00,47.01%,-,1.15,126.60,0.13%,10.91%,67.06%,May 13 BMO,413.21K,134.98,6.55%,21.51%,12.85%,"

","473,460",6.62%,SLAB
Skywest Inc,Industrials,Airlines,USA,NASD,RUT,11.79,8.73,3.67%,40.56M,-0.37%,4.17B,9.96,10.34,-4.47%,39.00M,2.92%,363.21M,0.83,2.39,91.66%,3.28%,26.38%,3.67B,1.13,19.93%,0.14%,2.94,-9.16%,61.00,1.69,10.91%,5.15%,1.28M,27.43%,18.56,5.55,14.23%,15.66%,64.61,135.57,2.82%,0.10 (0.10%),12.18,3.26%,7.88%,-24.06%,1.90,-,0.66,3.49%,22.91%,59.34%,2.88,"Mar 30, 2020",0.76,217.24%,14.55%,60.19,2.12%,1.66%,14610,1.07,20.53%,9.89%,1.60,116.60,Yes / Yes,0.86,66.34%,0.00%,0.51,103.26,0.17%,17.59%,18.02%,Apr 24 AMC,434.91K,102.95,1.36%,9.97%,6.34%,"

","223,294",-0.30%,SKYW
Champion Homes Inc,Consumer Cyclical,Residential Construction,USA,NYSE,RUT,19.04,3.42,1.64%,57.28M,2.44%,3.73B,17.29,3.76,-0.86%,56.34M,-27.43%,198.41M,-,0.82,107.02%,5.20%,-31.78%,2.48B,1.50,-5.73%,-1.84%,4.97,-37.26%,26.72,2.43,13.40%,9.84%,2.93M,-5.74%,10.65,6.11,-,13.38%,63.13,116.49,-26.16%,-,19.58,27.34%,12.64%,-44.16%,1.20,-,1.61,12.64%,26.38%,3.04%,2.91,"Jun 01, 2018",2.41,34.77%,9.54%,25.84,1.25%,4.45%,8600,0.02,22.65%,7.99%,2.62,82.67,Yes / Yes,0.02,1217.99%,0.00%,0.95,64.37,-0.26%,-14.56%,10.72%,May 27 BMO,589.62K,65.05,-16.20%,-21.33%,-29.49%,"

","560,243",1.06%,SKY
"Skechers U S A, Inc",Consumer Cyclical,Footwear & Accessories,USA,NYSE,-,14.94,4.16,25.26%,130.29M,0.16%,9.29B,16.61,3.74,-0.62%,111.81M,1.06%,635.28M,186.80,0.83,86.19%,3.34%,12.97%,9.13B,1.02,-11.85%,3.27%,0.56,-12.09%,30.16,2.06,1.94%,7.83%,3.74M,-12.27%,7.36,8.44,0.08%,14.67%,44.50,78.85,-7.63%,-,82.56,13.08%,10.86%,-21.23%,1.14,-,1.28,11.43%,50.62%,39.57%,0.72,-,2.13,9.44%,9.54%,67.29,0.14%,0.41%,20100,0.48,10.66%,6.96%,2.44,62.36,Yes / Yes,0.30,0.32%,0.00%,0.55,62.09,-0.72%,-0.34%,7.11%,Apr 24 AMC,6.66M,62.11,0.05%,11.05%,-1.50%,"

","3,697,301",0.03%,SKX
Skyward Specialty Insurance Group Inc,Financial,Insurance - Property & Casualty,USA,NASD,RUT,20.19,2.99,12.66%,40.40M,-7.05%,2.44B,15.23,3.97,-3.13%,35.29M,1.36%,124.10M,1.40,0.86,92.69%,2.46%,27.85%,1.21B,2.01,14.92%,2.34%,2.07,9.99%,21.06,2.87,12.85%,4.76%,0.87M,65.26%,-,-,14.39%,16.03%,33.42,65.05,19.55%,-,8.04,-,12.79%,-7.12%,0.78,-,-,26.52%,-,80.79%,2.04,-,0.76,9.45%,13.70%,48.87,1.20%,1.79%,580,0.14,25.88%,10.22%,1.92,62.33,Yes / Yes,0.14,12.70%,0.00%,1.14,62.45,1.50%,16.22%,25.26%,May 01 AMC,418.90K,60.42,-2.86%,5.32%,22.20%,"

","478,701",-3.25%,SKWD
Tanger Inc,Real Estate,REIT - Retail,USA,NYSE,RUT,36.32,0.84,2.52%,113.17M,3.65%,3.47B,31.36,0.98,-0.90%,110.32M,2.78%,94.49M,-,0.23,91.35%,4.58%,-6.09%,538.05M,6.46,2.55%,1.54%,4.71,-16.83%,5.60,5.48,8.44%,3.95%,5.05M,12.83%,0.09,341.86,-,15.89%,25.94,37.57,-10.08%,1.16 (3.77%),19.02,-1.16%,4.14%,-18.31%,1.18,1.12 (3.64%),0.13,1.79%,43.71%,18.31%,0.80,"Apr 30, 2025",0.13,-6.36%,29.31%,54.06,1.35%,2.07%,372,2.60,12.38%,17.56%,2.11,34.75,Yes / Yes,2.60,-17.31%,123.39%,0.88,30.27,5.12%,-20.23%,9.72%,Apr 30 AMC,1.07M,30.69,2.04%,-0.65%,-6.93%,"

","943,253",1.39%,SKT
SK Telecom Co Ltd ADR,Communication Services,Telecom Services,South Korea,NYSE,-,9.30,2.33,0.00%,383.19M,4.55%,8.28B,10.08,2.14,-,383.17M,2.66%,893.00M,2.83,0.56,7.16%,0.19%,2.51%,12.86B,0.64,-3.42%,0.49%,1.72,-6.77%,20.24,1.07,7.10%,4.17%,0.74M,2.56%,4.52,4.78,3.29%,11.08%,19.84,24.58,2.76%,1.27 (5.89%),4.16,4.36%,6.68%,-12.04%,0.70,0.67 (3.08%),0.86,-2.86%,21.60%,8.97%,0.36,"Feb 28, 2025",0.88,4.96%,10.53%,60.98,1.03%,1.30%,5493,0.97,-4.13%,6.94%,1.74,22.75,Yes / Yes,0.72,-5.62%,46.94%,1.09,21.30,1.66%,-1.47%,-8.87%,May 12 BMO,428.53K,21.62,4.62%,1.62%,-2.33%,"

","469,038",1.50%,SKM
Skeena Resources Ltd,Basic Materials,Other Industrial Metals & Mining,Canada,NYSE,-,-,-1.14,24.22%,114.33M,5.90%,1.65B,-,-,0.00%,86.99M,16.36%,-117.79M,-,-,51.13%,3.94%,55.35%,0.00M,-,-,-13.40%,7.37,55.35%,0.82,17.45,-,-66.16%,3.43M,211.71%,0.66,21.64,-,-139.28%,4.10,15.20,64.79%,-,-,-8.14%,-115.27%,-5.45%,1.47,-,2.60,-,-,250.49%,0.63,-,2.60,-12.94%,-,66.20,3.19%,3.51%,83,0.12,-,-,-,-,Yes / Yes,0.09,-11.46%,-,0.49,14.23,-,-,-,-,465.18K,14.37,12.94%,21.33%,44.59%,"

","227,355",0.98%,SKE
J.M. Smucker Co,Consumer Defensive,Packaged Foods,USA,NYSE,S&P 500,-,-2.41,2.56%,106.42M,-0.13%,11.90B,10.91,10.25,-0.47%,103.69M,-0.15%,-256.70M,-,2.24,88.27%,5.32%,-4.48%,8.79B,1.35,1.12%,4.81%,4.59,-3.11%,64.91,1.72,1.96%,-1.33%,5.51M,1.38%,0.44,252.18,3.27%,-3.55%,98.77,125.42,1.57%,4.29 (3.84%),14.60,9.54%,-1.92%,-10.82%,0.33,4.32 (3.86%),0.27,0.85%,36.18%,13.24%,2.14,"May 16, 2025",0.60,-181.54%,18.37%,47.10,0.74%,1.20%,9000,1.16,7.07%,-2.92%,2.62,120.43,Yes / Yes,0.94,-647.51%,59.40%,1.53,110.88,-1.76%,10.35%,-1.94%,Jun 10 BMO,1.20M,111.85,-0.41%,-1.97%,-1.25%,"

","1,832,893",0.87%,SJM
SiTime Corp,Technology,Semiconductors,USA,NASD,RUT,-,-3.81,18.67%,23.72M,6.53%,5.05B,80.54,2.65,-6.11%,19.29M,13.01%,-88.77M,-,0.28,87.13%,7.31%,41.76%,229.99M,21.97,70.79%,2.98%,4.75,-4.65%,29.19,7.30,66.53%,-9.78%,1.41M,71.99%,16.82,12.67,70.38%,-12.78%,105.40,268.18,-0.70%,-,-,-45.27%,-12.76%,-20.56%,2.22,-,4.09,19.24%,50.95%,102.12%,9.65,-,4.87,7.92%,-43.16%,67.76,2.45%,2.48%,395,0.01,65.85%,-38.60%,1.86,225.00,Yes / Yes,0.00,19.94%,-,0.93,205.84,11.68%,123.18%,82.65%,May 07 AMC,297.25K,213.03,4.87%,26.11%,15.57%,"

","275,834",3.49%,SITM
SiteOne Landscape Supply Inc,Industrials,Industrial Distribution,USA,NYSE,-,49.28,2.52,1.61%,44.95M,8.85%,5.57B,27.71,4.49,-1.01%,44.09M,2.41%,115.60M,3.47,2.99,107.12%,5.49%,-2.23%,4.58B,1.22,1.30%,3.33%,4.35,-16.33%,34.51,3.60,18.84%,3.71%,2.42M,-8.60%,1.26,98.40,14.20%,7.64%,101.25,160.74,-5.68%,-,26.94,8.30%,4.65%,-22.68%,1.56,-,0.97,14.01%,31.19%,22.76%,3.96,-,2.36,-27.46%,3.65%,57.95,1.90%,2.51%,8300,0.69,4.73%,2.53%,2.42,135.30,Yes / Yes,0.60,-42.00%,0.00%,0.55,122.00,0.80%,46.10%,3.82%,Apr 30 BMO,557.25K,124.29,2.99%,5.65%,-7.29%,"

","308,341",1.88%,SITE
Sirius XM Holdings Inc,Communication Services,Entertainment,USA,NASD,-,-,-5.05,8.54%,339.00M,3.48%,7.43B,7.37,2.99,33.67%,309.02M,1.29%,-1649.00M,-,0.75,73.60%,9.29%,-9.80%,8.61B,0.86,146.98%,-5.94%,6.64,-20.81%,33.07,0.67,3.50%,-8.54%,28.72M,-14.40%,0.38,58.54,-,-37.30%,18.69,41.60,-3.51%,1.10 (4.99%),7.98,-,-7.63%,-47.12%,0.90,1.08 (4.89%),0.42,2.22%,41.69%,17.71%,0.67,"May 09, 2025",0.42,-248.39%,22.80%,52.14,1.12%,1.58%,5515,0.93,-4.08%,-19.16%,3.06,23.08,Yes / Yes,0.93,-16.66%,-,0.67,21.99,-0.49%,-11.42%,-4.35%,May 01 BMO,4.33M,22.00,-0.11%,2.84%,-9.11%,"

","2,915,873",0.05%,SIRI
Silicon Motion Technology Corp ADR,Technology,Semiconductors,Hong Kong,NASD,-,24.14,2.79,0.04%,33.69M,5.87%,2.27B,15.43,4.36,0.00%,33.68M,27.47%,94.07M,1.55,0.53,84.22%,1.93%,35.72%,780.29M,2.91,-3.10%,1.17%,1.24,19.73%,22.93,2.94,31.19%,9.33%,0.65M,-15.83%,8.17,8.24,15.57%,12.33%,37.21,85.87,24.50%,1.69 (2.51%),30.56,7.62%,12.18%,-21.64%,0.78,2.50 (3.72%),3.37,11.85%,46.62%,80.84%,2.33,"Aug 07, 2025",4.45,58.82%,11.00%,73.06,0.40%,2.28%,1819,0.00,10.78%,12.06%,1.22,72.89,Yes / Yes,0.00,21.72%,-,0.62,67.08,2.36%,41.79%,-11.57%,Apr 29 AMC,525.21K,67.29,6.39%,27.62%,22.05%,"

","327,982",0.31%,SIMO
Grupo Simec S.A.B. de C.V. ADR,Basic Materials,Steel,Mexico,AMEX,-,6.90,3.93,-,165.90M,0.52%,4.50B,-,-,-,165.90M,2.11%,604.78M,-,-,0.15%,0.00%,0.11%,1.76B,2.56,-,-0.11%,1.15,-3.07%,19.70,1.38,-,15.57%,0.00M,-25.17%,8.78,3.09,-,19.79%,22.15,33.00,-0.04%,-,18.12,-,19.98%,-17.76%,0.17,-,4.46,0.68%,24.37%,22.53%,0.96,"Mar 09, 2020",5.76,86.43%,16.87%,53.13,0.64%,3.20%,4443,0.00,-15.93%,34.39%,5.00,22.14,No / Yes,0.00,-25.28%,0.00%,0.14,27.14,-,0.00%,-17.83%,-,2.04K,27.14,1.70%,3.30%,-4.31%,"

",296,0.00%,SIM
Sila Realty Trust Inc,Real Estate,REIT - Healthcare Facilities,USA,NYSE,-,38.32,0.64,1.02%,55.15M,-1.74%,1.34B,24.35,1.00,0.00%,54.58M,-3.83%,35.38M,2.81,0.22,59.09%,3.87%,-4.25%,184.47M,7.28,9.33%,3.99%,5.42,-4.70%,25.06,0.97,21.95%,1.72%,2.11M,36.87%,0.55,44.08,13.62%,2.46%,20.20,27.50,0.12%,1.60 (6.57%),11.45,56.56%,1.78%,-11.45%,-,1.60 (6.57%),-,-2.39%,47.13%,20.54%,0.57,"May 21, 2025",-,46.24%,33.14%,39.94,0.52%,1.73%,49,0.44,-2.94%,19.18%,1.00,28.00,Yes / Yes,0.44,-45.34%,106.29%,0.56,24.37,4.67%,-36.36%,-4.71%,May 07 AMC,390.29K,24.35,-2.41%,-4.71%,-3.12%,"

","220,413",-0.08%,SILA
Sprott Inc,Financial,Asset Management,Canada,NYSE,-,32.61,1.91,17.07%,25.80M,5.21%,1.61B,26.48,2.36,0.00%,21.42M,15.90%,49.69M,3.32,0.53,45.01%,0.85%,48.64%,180.72M,8.91,8.22%,-1.82%,0.87,42.60%,12.64,4.94,12.24%,12.81%,0.18M,43.05%,2.17,28.70,9.83%,15.69%,38.41,62.81,47.97%,1.20 (1.92%),23.50,35.90%,15.24%,-0.65%,0.98,1.15 (1.84%),3.47,18.67%,91.95%,62.46%,1.39,"May 20, 2025",3.47,7.53%,39.27%,80.25,0.83%,1.22%,132,0.00,18.91%,27.50%,1.00,60.70,Yes / Yes,0.00,4.30%,57.82%,0.69,61.90,-9.31%,-4.17%,5.87%,May 07 BMO,210.39K,62.40,7.80%,18.70%,37.07%,"

","144,366",0.81%,SII
Selective Insurance Group Inc,Financial,Insurance - Property & Casualty,USA,NASD,RUT,23.50,3.67,1.03%,60.77M,-3.39%,5.24B,10.24,8.41,0.70%,60.15M,-4.06%,225.19M,0.59,1.50,85.83%,2.77%,2.10%,4.98B,1.05,117.23%,0.85%,4.20,-13.75%,50.33,1.71,18.45%,1.93%,1.67M,-8.31%,-,-,39.93%,7.48%,78.13,103.56,-7.87%,1.54 (1.79%),4.16,-6.54%,5.41%,-16.80%,0.49,1.49 (1.73%),-,11.30%,-,10.28%,2.25,"May 15, 2025",0.50,-35.09%,6.58%,42.89,1.03%,1.45%,2800,0.28,13.37%,4.52%,2.38,94.67,Yes / Yes,0.28,33.96%,44.30%,0.81,87.42,-1.21%,-4.64%,10.03%,Apr 23 AMC,396.48K,86.16,-2.03%,-2.47%,-5.10%,"

","322,398",-1.44%,SIGI
Signet Jewelers Ltd,Consumer Cyclical,Luxury Goods,Bermuda,NYSE,RUT,86.52,0.92,4.22%,41.40M,19.31%,3.28B,7.99,9.98,0.44%,39.37M,23.10%,38.00M,15.90,1.17,114.71%,14.64%,65.48%,6.73B,0.49,-0.69%,-6.31%,4.06,-19.26%,42.89,1.86,12.39%,0.73%,5.76M,-25.34%,6.42,12.42,5.44%,2.04%,45.55,109.52,-1.24%,1.31 (1.64%),8.05,-,1.42%,-27.22%,1.36,1.19 (1.49%),0.26,1.78%,39.39%,74.99%,3.06,"Jul 25, 2025",1.48,-93.50%,7.77%,76.44,2.11%,3.94%,27595,0.67,-3.98%,0.56%,2.25,85.60,Yes / Yes,0.50,187.25%,-,1.09,77.68,1.43%,18.07%,2.04%,Jun 03 BMO,1.42M,79.71,16.35%,27.89%,7.40%,"

","1,549,887",2.61%,SIG
Companhia Siderurgica Nacional ADR,Basic Materials,Steel,Brazil,NYSE,-,-,-0.35,0.01%,1.33B,2.78%,1.96B,8.67,0.17,0.00%,1.33B,-13.95%,-467.28M,-,-0.00,2.41%,0.83%,0.00%,8.01B,0.25,85.00%,0.48%,3.79,-20.00%,1.72,0.86,671.31%,-2.61%,11.04M,-37.02%,2.73,0.54,-,-16.28%,1.27,2.50,2.78%,0.04 (2.82%),4.10,-,-4.35%,-40.80%,1.72,0.09 (6.21%),1.18,4.68%,26.29%,16.54%,0.06,"Nov 29, 2024",1.64,-14783.33%,10.30%,40.98,1.01%,2.52%,-,4.14,-9.84%,-5.83%,3.42,1.81,Yes / Yes,3.70,11.14%,-,0.78,1.47,1.10%,-192.51%,-4.91%,May 09 BMO,2.91M,1.48,-5.19%,-6.13%,-16.41%,"

","2,261,171",0.68%,SID
Sherwin-Williams Co,Basic Materials,Specialty Chemicals,USA,NYSE,"DJIA, S&P 500",33.87,10.57,7.08%,250.60M,0.71%,89.70B,26.93,13.29,-0.02%,232.85M,1.24%,2.68B,3.44,3.80,82.12%,2.39%,0.05%,23.04B,3.89,5.13%,-1.01%,3.15,-8.70%,16.48,21.72,11.59%,11.15%,5.56M,16.13%,0.80,448.96,9.85%,70.22%,282.09,400.42,5.30%,3.09 (0.86%),41.23,13.93%,19.81%,-10.61%,1.21,3.01 (0.84%),0.45,5.23%,48.72%,26.89%,6.87,"May 16, 2025",0.77,12.82%,16.65%,53.86,1.00%,1.16%,63890,3.10,0.26%,11.63%,2.07,388.71,Yes / Yes,2.28,1.04%,27.10%,0.48,357.48,-1.73%,4.48%,-1.15%,Apr 29 BMO,1.76M,357.95,0.16%,3.08%,-0.56%,"

","849,223",0.13%,SHW
Shopify Inc,Technology,Software - Application,Canada,NASD,NDX,86.94,1.24,6.39%,1.22B,1.18%,139.86B,60.11,1.79,0.00%,1.21B,14.68%,1.61B,3.52,0.29,66.44%,1.54%,16.23%,9.38B,14.91,11.09%,1.84%,1.40,-4.96%,8.52,12.65,28.13%,13.14%,18.71M,76.00%,4.25,25.36,24.72%,16.15%,48.56,129.38,1.38%,0.83 (0.77%),82.49,-,14.31%,-16.68%,2.63,-,3.71,41.27%,49.87%,121.99%,4.47,-,3.71,857.29%,15.53%,56.12,4.00%,3.84%,8100,0.10,26.52%,17.17%,1.80,113.66,Yes / Yes,0.02,-148.23%,0.00%,0.58,111.41,1.12%,-2.07%,26.81%,May 08 BMO,13.36M,107.80,0.97%,11.21%,10.54%,"

","7,708,452",-3.24%,SHOP
Steven Madden Ltd,Consumer Cyclical,Footwear & Accessories,USA,NASD,RUT,11.25,2.32,2.30%,72.58M,7.63%,1.90B,13.48,1.94,0.29%,70.96M,9.43%,165.88M,-,0.19,104.57%,5.93%,-6.79%,2.28B,0.83,-47.49%,3.02%,2.12,-43.03%,12.06,2.16,38.06%,12.15%,4.21M,-41.14%,2.03,12.87,-5.21%,19.51%,19.05,50.01,-38.62%,0.86 (3.30%),11.62,6.86%,16.65%,-47.81%,1.13,0.84 (3.22%),1.64,5.02%,40.09%,37.01%,1.07,"Jun 09, 2025",2.25,-4.71%,9.80%,58.34,2.24%,4.28%,4800,0.19,10.17%,7.27%,2.27,26.78,Yes / Yes,0.14,-5.66%,35.69%,0.94,24.96,-1.01%,32.51%,0.21%,May 07 BMO,1.99M,26.10,2.37%,11.29%,-29.39%,"

","1,857,020",4.57%,SHOO
Sunstone Hotel Investors Inc,Real Estate,REIT - Hotel & Motel,USA,NYSE,RUT,93.80,0.10,1.26%,200.37M,2.14%,1.80B,46.31,0.20,0.00%,196.35M,8.36%,19.72M,-,0.09,103.73%,7.79%,-10.64%,922.71M,1.95,-2.10%,-0.53%,5.88,-24.73%,8.96,1.01,42.90%,1.13%,15.30M,-11.25%,0.75,12.12,-,1.66%,7.45,12.41,-23.40%,0.36 (3.98%),299.61,-24.01%,0.67%,-26.91%,1.29,0.36 (3.97%),1.51,-4.07%,19.51%,21.74%,0.27,"Jun 30, 2025",1.51,-89.21%,8.16%,57.88,2.35%,2.13%,36,0.41,-3.90%,2.14%,2.30,9.85,Yes / Yes,0.41,-86.24%,248.18%,1.14,8.77,-1.00%,108.33%,7.78%,May 06 BMO,2.60M,9.07,2.27%,5.30%,-11.44%,"

","2,960,133",3.42%,SHO
Shinhan Financial Group Co. Ltd. ADR,Financial,Banks - Regional,South Korea,NYSE,-,6.99,6.33,0.04%,492.94M,9.28%,21.49B,5.90,7.50,0.00%,485.16M,22.93%,3.18B,0.69,1.97,4.75%,0.06%,41.51%,27.67B,0.78,14.58%,-0.58%,1.35,16.43%,71.39,0.62,6.98%,0.62%,0.29M,31.67%,-,-,10.21%,8.79%,28.76,46.05,34.67%,1.60 (3.62%),2.09,0.62%,3.82%,-3.84%,0.90,1.16 (2.61%),-,3.48%,-,53.96%,0.95,"May 02, 2025",0.21,4.50%,16.21%,80.38,3.39%,1.84%,-,2.81,-3.37%,11.49%,1.32,49.10,Yes / Yes,1.36,6.27%,20.85%,1.45,42.90,0.92%,5.92%,-8.59%,Apr 29 AMC,216.22K,44.28,10.89%,22.28%,19.16%,"

","312,531",3.22%,SHG
Shell Plc ADR,Energy,Oil & Gas Integrated,United Kingdom,NYSE,-,15.79,4.32,0.01%,3.00B,1.20%,202.08B,9.83,6.94,0.00%,2.96B,4.89%,13.52B,5.04,1.47,13.11%,0.31%,2.20%,282.12B,0.72,-14.69%,-5.92%,1.82,6.31%,59.45,1.15,8.23%,3.42%,9.28M,-2.22%,12.03,5.68,3.13%,7.40%,58.54,74.46,8.95%,2.83 (4.14%),6.94,5.38%,5.54%,-8.33%,0.37,2.81 (4.11%),1.08,-4.24%,16.96%,16.59%,1.02,"May 16, 2025",1.32,-20.13%,12.22%,60.51,0.68%,0.82%,104000,0.43,-2.62%,4.79%,1.39,78.62,Yes / Yes,0.36,-30.59%,54.41%,0.57,68.02,-5.66%,12.99%,-2.26%,May 02 BMO,5.10M,68.26,1.98%,3.24%,2.45%,"

","2,908,605",0.35%,SHEL
Soho House & Co Inc,Consumer Cyclical,Lodging,United Kingdom,NYSE,-,-,-0.60,77.42%,53.00M,2.72%,1.25B,-,-0.20,-0.02%,43.92M,4.22%,-117.21M,-,-0.07,17.17%,4.88%,5.94%,1.23B,1.02,88.69%,11.27%,6.74,27.89%,-1.75,-,-105.26%,-4.68%,2.14M,22.05%,0.80,8.08,-,-,4.43,8.47,-13.83%,-,26.88,-6.07%,-6.05%,-24.20%,0.62,-,0.70,13.40%,15.73%,44.92%,0.27,-,0.83,20.45%,1.31%,53.71,2.14%,2.66%,8038,-,7.27%,-9.55%,1.00,9.00,Yes / Yes,-,117.64%,-,0.24,6.27,0.21%,136.36%,7.49%,May 09 BMO,318.37K,6.42,0.41%,7.26%,4.84%,"

","75,397",2.39%,SHCO
Sotera Health Co,Healthcare,Diagnostics & Research,USA,NASD,-,142.73,0.09,48.35%,283.86M,1.39%,3.51B,14.52,0.85,0.00%,146.62M,-6.58%,24.79M,13.49,0.17,49.94%,9.03%,4.66%,1.11B,3.17,6.82%,5.13%,10.58,-6.93%,1.46,8.47,13.83%,0.81%,13.23M,3.17%,1.08,11.46,10.58%,5.88%,9.53,17.08,-9.65%,-,32.74,-,0.91%,-27.63%,1.87,-,2.16,7.17%,49.60%,29.70%,0.36,-,2.46,-54.72%,31.59%,51.70,1.05%,1.67%,3000,5.67,2.78%,2.24%,2.00,14.83,Yes / Yes,5.61,-310.81%,0.00%,2.77,12.30,3.54%,14.94%,2.56%,May 01 BMO,1.25M,12.36,-1.25%,4.72%,-9.08%,"

","3,458,511",0.49%,SHC
Shake Shack Inc,Consumer Cyclical,Restaurants,USA,NYSE,RUT,433.34,0.29,4.87%,40.22M,-3.03%,5.31B,75.24,1.65,-1.02%,38.27M,20.50%,12.41M,14.27,0.36,103.47%,13.18%,40.81%,1.28B,4.14,42.89%,4.72%,3.27,-6.69%,11.77,10.58,25.87%,0.74%,5.04M,28.90%,7.33,16.98,30.36%,2.70%,72.93,139.89,-4.08%,-,133.10,-17.79%,1.00%,-11.00%,1.78,-,1.88,16.07%,16.12%,70.71%,4.44,-,1.91,-47.47%,4.35%,63.74,2.17%,2.73%,12826,1.76,14.07%,0.97%,2.38,114.62,Yes / Yes,1.63,105.26%,0.00%,0.86,129.19,-2.04%,-13.58%,10.46%,May 01 BMO,1.54M,124.50,2.16%,22.30%,12.45%,"

","1,325,958",-3.63%,SHAK
Surgery Partners Inc,Healthcare,Medical Care Facilities,USA,NASD,RUT,-,-1.53,40.78%,128.19M,-0.13%,2.99B,19.15,1.22,-0.26%,75.90M,3.00%,-193.40M,-,0.16,71.25%,12.60%,-1.27%,3.17B,0.94,9.74%,-1.52%,9.37,3.73%,13.58,1.72,19.55%,-2.59%,9.56M,-11.62%,1.79,13.06,13.35%,-10.43%,19.50,33.97,10.34%,-,17.28,10.25%,-3.54%,-31.23%,1.94,-,1.73,11.20%,18.82%,19.79%,0.63,-,1.89,-30732.00%,14.36%,54.86,0.74%,1.89%,15000,2.22,13.54%,-6.10%,1.50,31.36,Yes / Yes,2.14,-202.64%,-,1.65,23.19,-0.17%,-39.49%,8.17%,May 12 BMO,1.02M,23.36,0.86%,4.10%,-7.56%,"

","1,688,191",0.73%,SGRY
Somnigroup International Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,NYSE,-,42.26,1.56,3.86%,208.60M,2.91%,13.73B,21.67,3.04,-0.43%,200.53M,9.73%,274.90M,3.42,0.52,105.28%,9.24%,19.00%,5.35B,2.57,-3.03%,39.08%,4.84,17.57%,13.14,5.01,22.89%,3.45%,18.53M,30.09%,0.53,123.61,12.37%,17.92%,45.04,69.87,16.14%,0.60 (0.92%),24.84,5.59%,2.99%,-5.77%,1.28,0.56 (0.85%),0.44,6.04%,44.27%,46.18%,1.66,"May 22, 2025",0.84,-22.99%,13.22%,58.30,0.66%,2.01%,20000,2.53,8.96%,5.14%,1.67,69.44,Yes / Yes,2.35,-139.62%,24.11%,0.44,65.45,-1.81%,4.84%,34.92%,May 08 BMO,3.83M,65.84,1.01%,6.21%,14.68%,"

","1,667,668",0.60%,SGI
Super Group (SGHC) Limited,Consumer Cyclical,Gambling,United Kingdom,NYSE,RUT,33.43,0.28,69.47%,501.43M,5.49%,4.63B,13.45,0.69,0.00%,153.10M,5.01%,139.17M,0.57,0.14,8.76%,1.93%,35.94%,1.97B,2.35,133.41%,0.07%,3.09,35.94%,1.15,8.05,20.21%,12.59%,2.95M,154.65%,0.78,11.87,58.85%,21.19%,2.84,9.22,48.15%,-,-,-46.71%,18.07%,0.11%,1.03,0.14 (1.49%),1.25,15.40%,23.15%,224.66%,0.29,"Mar 10, 2025",1.42,281.38%,14.09%,69.34,3.19%,2.04%,3300,0.11,22.80%,7.08%,1.00,11.77,Yes / Yes,0.11,38.20%,102.54%,1.02,9.22,5.09%,8.85%,32.19%,May 08 AMC,955.91K,9.23,6.60%,15.73%,48.10%,"

","977,114",0.11%,SGHC
