Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
"Sun Communities, Inc",Real Estate,REIT - Residential,USA,NYSE,-,198.99,0.63,1.26%,127.59M,0.81%,16.06B,35.63,3.53,0.23%,126.03M,4.57%,68.80M,2.37,0.83,103.34%,1.68%,3.47%,3.04B,5.29,243.95%,1.54%,2.69,4.37%,54.25,2.32,44.57%,0.59%,2.11M,14.59%,0.76,164.86,83.83%,1.44%,105.71,142.60,5.70%,8.03 (6.39%),18.04,-17.06%,0.48%,-11.78%,0.87,2.78 (2.21%),4.66,20.71%,27.31%,19.01%,2.85,"Jun 30, 2025",4.82,-45.29%,17.16%,58.05,0.99%,1.24%,6590,1.07,-6.88%,2.26%,2.06,135.07,Yes / Yes,1.07,-51.44%,532.58%,1.21,125.42,-15.55%,-539.10%,-29.93%,May 05 AMC,784.75K,125.80,2.10%,3.85%,1.09%,"

","946,762",0.30%,SUI
"Suncor Energy, Inc",Energy,Oil & Gas Integrated,Canada,NYSE,-,11.26,3.47,0.06%,1.23B,6.80%,47.99B,13.20,2.96,0.00%,1.23B,7.36%,4.39B,4.35,0.53,69.94%,0.67%,9.13%,36.42B,1.32,-24.52%,2.13%,1.65,2.36%,25.27,1.55,3.91%,6.84%,8.26M,2.49%,1.57,24.91,2.59%,13.74%,30.79,41.94,9.56%,1.66 (4.25%),7.51,19.72%,10.89%,-6.81%,0.81,1.62 (4.14%),0.84,5.07%,38.95%,26.96%,0.85,"Jun 04, 2025",1.39,-22.42%,17.87%,72.04,1.27%,1.29%,15010,0.33,-0.88%,12.05%,1.86,43.34,Yes / Yes,0.29,2.57%,46.70%,0.59,38.86,-3.93%,7.57%,-6.45%,May 06 AMC,5.00M,39.09,7.59%,10.30%,4.05%,"

","2,937,203",0.59%,SU
Constellation Brands Inc,Consumer Defensive,Beverages - Brewers,USA,NYSE,S&P 500,-,-0.49,12.26%,178.19M,-0.46%,30.04B,12.24,13.88,-0.01%,155.21M,-9.52%,-81.40M,-,3.40,84.15%,3.52%,-6.49%,10.21B,2.94,-7.40%,-3.52%,2.61,-30.49%,38.62,4.40,8.76%,-0.34%,5.47M,-32.53%,0.38,441.17,-,-0.98%,160.46,265.70,-23.16%,4.15 (2.44%),15.50,-48.41%,-0.49%,-36.09%,0.69,4.05 (2.39%),0.56,4.12%,50.96%,5.83%,4.23,"Apr 29, 2025",0.92,-105.65%,35.52%,33.18,0.87%,1.73%,10600,1.76,2.47%,-0.80%,2.00,206.86,Yes / Yes,1.43,-197.58%,-,0.87,169.04,1.80%,15.61%,1.16%,Jul 01 AMC,2.09M,169.81,-5.61%,-7.21%,-18.50%,"

","1,825,273",0.46%,STZ
Seagate Technology Holdings Plc,Technology,Computer Hardware,USA,NASD,S&P 500,18.22,6.92,0.51%,212.21M,-1.28%,26.75B,12.89,9.78,-29.63%,211.13M,19.53%,1.49B,0.17,2.43,94.24%,7.69%,47.24%,8.54B,3.13,515.67%,5.17%,3.76,27.38%,-3.91,-,23.15%,20.38%,16.24M,26.68%,3.85,32.79,105.63%,-,63.19,132.23,46.07%,2.83 (2.25%),34.61,-25.87%,34.61%,-4.65%,1.43,2.84 (2.25%),0.75,-8.81%,33.79%,99.51%,3.58,"Jun 25, 2025",1.36,644.01%,19.26%,73.13,1.86%,2.04%,30000,-,36.29%,17.49%,1.96,125.72,Yes / Yes,-,1240.80%,177.19%,0.69,126.49,1.68%,9.28%,30.51%,Apr 29 AMC,4.32M,126.07,6.70%,30.02%,28.54%,"

","3,003,388",-0.33%,STX
Starwood Property Trust Inc,Real Estate,REIT - Mortgage,USA,NYSE,-,21.41,0.95,5.98%,339.38M,1.55%,6.91B,10.03,2.03,0.00%,319.15M,1.70%,310.37M,32.94,0.42,53.05%,4.68%,4.14%,1.84B,3.75,-8.40%,3.63%,5.28,0.30%,18.87,1.08,9.76%,0.48%,14.94M,8.29%,2.04,9.98,0.65%,4.90%,16.59,21.07,7.44%,1.92 (9.43%),14.12,-9.26%,1.34%,-3.37%,1.29,1.72 (8.45%),0.37,9.13%,86.95%,22.72%,0.31,"Mar 31, 2025",0.37,-31.74%,78.81%,63.36,0.46%,1.04%,286,2.86,-15.62%,16.83%,1.86,21.17,Yes / Yes,2.62,-31.67%,174.50%,0.72,20.30,115.30%,1.21%,-32.01%,May 09 BMO,2.83M,20.36,2.10%,5.70%,3.41%,"

","2,028,962",0.30%,STWD
Stevanato Group Spa,Healthcare,Medical Instruments & Supplies,Italy,NYSE,-,48.65,0.49,81.82%,272.90M,3.27%,6.55B,32.55,0.74,0.00%,49.60M,-1.72%,134.61M,2.75,0.12,19.32%,4.72%,21.03%,1.21B,5.42,8.40%,-4.19%,7.19,16.73%,5.33,4.50,22.26%,5.49%,2.34M,29.73%,0.38,63.09,17.66%,9.08%,16.56,25.75,10.14%,0.05 (0.21%),-,23.16%,7.21%,-6.80%,0.54,0.06 (0.26%),1.26,14.74%,26.71%,44.93%,1.20,"Jun 05, 2025",1.82,-11.34%,14.37%,56.31,3.72%,2.83%,-,0.28,2.84%,11.15%,1.50,27.60,Yes / Yes,0.22,33.07%,13.11%,1.36,24.77,2.67%,11.77%,5.44%,May 08 BMO,325.53K,24.00,2.94%,7.74%,14.20%,"

","443,250",-3.11%,STVN
State Street Corp,Financial,Asset Management,USA,NYSE,S&P 500,10.96,8.90,0.59%,288.68M,1.16%,27.83B,9.34,10.45,-6.74%,283.49M,-0.18%,2.66B,1.04,2.40,92.40%,1.25%,15.54%,21.32B,1.31,9.04%,0.59%,1.72,-1.84%,80.13,1.22,10.20%,0.81%,3.54M,31.27%,-,-,10.54%,11.21%,70.20,103.00,-0.56%,3.13 (3.20%),11.99,8.85%,5.17%,-5.24%,1.46,2.97 (3.04%),-,11.19%,-,39.03%,1.86,"Jul 01, 2025",3.80,66.71%,17.01%,58.49,1.08%,1.03%,52626,1.51,15.02%,12.49%,2.06,105.57,Yes / Yes,0.93,49.27%,35.30%,0.72,97.30,-1.10%,1.97%,2.90%,Apr 17 BMO,2.06M,97.60,0.34%,7.72%,5.15%,"

","1,476,748",0.31%,STT
Starz Entertainment Corp,Communication Services,Entertainment,USA,NASD,-,-,-1.19,18.66%,83.70M,3.70%,1.41B,-,-,0.10%,67.23M,48.52%,-284.40M,-,-0.55,6.93%,0.50%,-,3.87B,0.37,-,63.81%,0.74,-,-0.70,-,-,-3.97%,0.34M,-,2.94,5.81,-,-294.66%,8.00,22.98,52.77%,-,-,-28.84%,-10.47%,-25.54%,-,-,0.32,1.76%,36.61%,113.88%,2.35,"May 02, 2008",0.32,75.96%,3.34%,57.14,9.69%,8.71%,1717,-,-2.85%,-7.35%,2.25,18.62,Yes / Yes,-,79.62%,-,0.25,17.24,-39.42%,-17.57%,-0.47%,May 29 AMC,456.88K,17.11,2.01%,9.62%,9.62%,"

","114,561",-0.75%,STRZ
Sterling Infrastructure Inc,Industrials,Engineering & Construction,USA,NASD,RUT,23.88,8.56,3.59%,30.41M,4.65%,6.21B,21.98,9.29,0.33%,29.32M,8.98%,265.89M,-,2.25,89.73%,9.72%,73.43%,2.11B,2.95,38.48%,3.48%,3.77,11.30%,26.48,7.71,10.03%,13.81%,2.85M,77.86%,21.00,9.73,-,36.67%,93.50,208.77,21.29%,-,13.63,41.23%,23.78%,-2.13%,1.37,-,1.32,13.44%,20.26%,118.52%,7.54,"Dec 23, 1998",1.32,77.84%,13.32%,69.81,2.34%,2.11%,3000,0.45,4.84%,12.62%,1.00,216.00,Yes / Yes,0.39,28.40%,0.00%,0.49,204.46,5.35%,12.61%,-2.14%,May 05 AMC,756.16K,204.32,6.48%,23.60%,31.56%,"

","369,588",-0.07%,STRL
Strategic Education Inc,Consumer Defensive,Education & Training Services,USA,NASD,RUT,18.07,4.67,3.84%,24.26M,-5.80%,2.04B,12.64,6.68,-2.75%,23.24M,-5.44%,112.73M,-,1.43,93.87%,1.92%,6.65%,1.23B,1.65,15.67%,0.46%,2.18,-14.40%,67.73,1.25,18.52%,5.33%,0.45M,-23.61%,8.05,10.48,-,6.86%,74.28,121.60,-9.66%,2.40 (2.84%),17.59,4.92%,6.47%,-30.59%,0.55,2.40 (2.84%),1.23,4.12%,48.24%,13.63%,2.29,"May 23, 2025",1.23,11.02%,13.23%,40.13,2.84%,1.66%,3801,0.07,5.72%,9.14%,1.00,102.67,Yes / Yes,0.06,0.12%,51.41%,0.60,84.52,0.97%,34.95%,4.60%,Apr 24 BMO,205.07K,84.40,-4.94%,-0.61%,-7.05%,"

","122,288",-0.14%,STRA
Sitio Royalties Corp,Energy,Oil & Gas E&P,USA,NYSE,RUT,38.29,0.52,1.00%,150.84M,2.62%,3.01B,88.67,0.23,0.00%,76.45M,6.00%,41.50M,-,0.05,91.60%,3.94%,4.50%,636.50M,4.73,340.20%,-0.64%,2.84,-8.36%,18.28,1.09,-11.42%,0.90%,3.01M,-13.07%,0.01,1770.12,-,2.90%,14.58,25.64,4.01%,-,26.51,-,7.10%,-22.19%,1.39,1.34 (6.72%),2.20,59.90%,92.60%,36.83%,0.70,"May 20, 2025",2.30,-,33.80%,64.15,1.21%,3.59%,72,0.76,-,6.70%,2.17,26.17,Yes / Yes,0.76,28.60%,256.70%,2.42,20.20,11.68%,-42.65%,8.00%,May 07 AMC,1.06M,19.95,8.16%,13.21%,-2.18%,"

","2,570,032",-1.24%,STR
Scorpio Tankers Inc,Energy,Oil & Gas Midstream,Monaco,NYSE,RUT,3.21,13.05,13.23%,49.92M,5.87%,2.13B,6.94,6.03,0.00%,44.27M,-0.95%,668.77M,-,1.20,72.22%,5.65%,7.95%,1.24B,1.72,-45.65%,0.59%,2.78,-14.39%,57.41,0.73,9.99%,16.59%,2.50M,-48.41%,7.97,5.25,-4.83%,24.68%,30.63,84.67,-15.80%,1.60 (3.82%),2.90,-,18.60%,-50.58%,-0.05,2.00 (4.78%),2.39,12.05%,57.00%,36.60%,1.37,"May 30, 2025",2.43,31.85%,47.27%,61.69,1.77%,1.83%,24,0.30,-7.25%,53.76%,1.18,61.27,Yes / Yes,0.25,-39.02%,11.61%,0.82,41.23,2.52%,39.70%,-39.35%,May 01 BMO,900.10K,41.84,3.41%,9.01%,-16.58%,"

","738,984",1.48%,STNG
StoneCo Ltd,Technology,Software - Infrastructure,Cayman Islands,NASD,RUT,-,-0.78,8.35%,254.62M,0.87%,3.79B,8.01,1.74,0.00%,248.88M,0.36%,-220.41M,-,0.35,75.31%,10.03%,51.19%,899.52M,4.21,12.12%,-3.47%,3.88,51.85%,7.34,1.90,18.17%,-2.23%,24.97M,6.17%,3.73,3.74,15.34%,-8.85%,7.72,15.08,74.91%,0.05 (0.38%),-,-,-6.34%,-7.57%,1.92,-,1.39,27.45%,24.86%,80.52%,0.61,-,1.39,-167.03%,-35.45%,55.51,3.79%,2.69%,16793,1.18,-14.03%,-24.50%,1.62,15.44,Yes / Yes,0.74,29.04%,-,2.01,14.35,1.00%,0.44%,-17.36%,May 08 AMC,6.43M,13.94,2.56%,7.06%,28.04%,"

","12,937,995",-2.86%,STNE
Stantec Inc,Industrials,Engineering & Construction,Canada,NYSE,-,44.38,2.43,0.50%,114.07M,2.50%,12.31B,24.73,4.36,0.00%,113.50M,14.03%,277.33M,2.82,0.98,64.27%,0.63%,34.00%,5.54B,2.22,24.06%,0.09%,3.94,26.37%,18.51,5.83,13.76%,5.68%,0.71M,33.34%,1.55,69.75,15.74%,13.13%,73.18,107.90,37.55%,0.64 (0.60%),31.37,12.08%,8.34%,0.00%,1.04,0.61 (0.57%),1.38,8.52%,38.65%,47.46%,1.78,"Jun 30, 2025",1.38,6.21%,8.92%,76.57,1.19%,1.36%,32000,0.68,12.10%,5.01%,1.42,108.72,Yes / Yes,0.57,18.48%,26.51%,0.60,107.25,0.69%,5.62%,5.03%,May 14 AMC,180.56K,107.91,4.10%,14.66%,27.72%,"

","107,908",0.62%,STN
ST Microelectronics,Technology,Semiconductors,Netherlands,NYSE,-,25.49,1.17,0.00%,894.41M,5.73%,26.50B,19.33,1.55,-,885.90M,14.47%,1.10B,2.38,0.12,10.98%,1.92%,25.04%,12.32B,2.15,-58.42%,8.22%,2.26,12.70%,19.78,1.51,124.22%,4.41%,17.05M,-32.54%,6.73,4.45,10.73%,6.33%,17.25,45.39,19.78%,0.34 (1.12%),552.03,7.51%,5.61%,-34.10%,1.57,0.36 (1.20%),2.24,6.79%,37.48%,73.39%,0.89,"Jun 24, 2025",3.05,-70.00%,7.83%,73.21,2.54%,2.95%,49602,0.16,-25.35%,8.94%,2.28,27.96,Yes / Yes,0.11,-88.98%,18.46%,0.89,29.89,-0.25%,71.99%,-27.36%,Apr 24 BMO,7.54M,29.91,11.86%,25.53%,16.90%,"

","6,741,010",0.07%,STM
Steel Dynamics Inc,Basic Materials,Steel,USA,NASD,S&P 500,17.43,7.57,6.37%,149.38M,-0.19%,19.57B,10.71,12.31,-0.34%,139.00M,-2.64%,1.17B,1.24,2.72,83.84%,2.28%,6.98%,17.22B,1.14,0.07%,-1.40%,1.90,-4.63%,59.08,2.23,25.02%,7.56%,3.18M,6.61%,8.13,16.22,14.05%,13.08%,103.17,155.56,15.59%,2.00 (1.52%),-,26.49%,9.29%,-15.24%,1.39,1.88 (1.43%),1.38,10.88%,13.12%,27.80%,4.30,"Jun 30, 2025",2.74,-48.08%,8.52%,51.45,1.80%,2.82%,13000,0.48,-7.42%,6.80%,1.81,147.45,Yes / Yes,0.43,-60.71%,18.69%,0.63,130.03,4.16%,4.03%,-6.92%,Apr 22 AMC,1.67M,131.85,0.13%,3.63%,3.31%,"

","1,060,739",1.40%,STLD
Stellantis N.V,Consumer Cyclical,Auto Manufacturers,Netherlands,NYSE,-,5.18,1.95,32.85%,2.86B,4.55%,28.99B,3.92,2.58,0.00%,1.92B,-7.66%,5.92B,0.73,-,30.22%,2.27%,-14.45%,169.68B,0.17,-28.24%,-10.52%,2.50,-26.29%,29.37,0.34,37.91%,2.70%,43.73M,-53.62%,13.44,0.75,7.13%,6.77%,8.39,21.96,-22.45%,0.56 (5.56%),-,-0.34%,5.35%,-53.92%,1.46,0.78 (7.67%),0.81,6.98%,13.07%,20.58%,0.32,"Apr 23, 2025",1.09,-69.53%,3.46%,49.78,2.91%,2.60%,248243,0.46,-17.19%,3.49%,2.67,11.35,Yes / Yes,0.31,6.44%,36.65%,0.84,10.31,1.28%,-66.79%,3.85%,Apr 30 BMO,17.50M,10.12,-1.13%,2.64%,-19.54%,"

","14,691,360",-1.84%,STLA
Stagwell Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,947.06,0.01,57.34%,267.68M,12.59%,1.29B,5.11,0.95,0.60%,114.19M,-10.72%,0.62M,114.24,0.17,37.92%,5.40%,-18.69%,2.82B,0.46,0.74%,28.25%,5.30,-35.25%,2.94,1.65,21.92%,0.02%,6.17M,-27.69%,0.51,9.39,8.29%,0.19%,4.03,8.18,-26.60%,-,15.83,-,0.03%,-40.95%,1.42,-,0.91,14.71%,30.24%,19.85%,0.27,-,0.91,122.13%,5.51%,49.17,3.88%,3.84%,-,5.22,9.86%,0.02%,1.75,8.48,Yes / Yes,5.05,-128.07%,0.00%,1.42,5.00,-5.00%,-21.52%,-2.47%,May 08 BMO,1.16M,4.83,2.04%,-6.09%,-24.16%,"

","1,659,476",-3.40%,STGW
StepStone Group Inc,Financial,Asset Management,USA,NASD,RUT,-,-2.39,12.86%,76.76M,-0.72%,6.56B,24.15,2.33,-2.28%,66.89M,-4.84%,-179.56M,-,0.42,93.13%,3.87%,10.10%,1.18B,5.57,-8.33%,1.08%,3.73,-5.75%,2.34,24.13,24.24%,-4.29%,2.59M,28.06%,2.49,22.65,-,-71.28%,40.07,70.38,-2.59%,1.32 (2.35%),20.47,-,-32.94%,-19.89%,1.40,0.93 (1.65%),0.19,21.01%,96.14%,40.70%,1.81,"Jun 13, 2025",0.19,-359.91%,-14.98%,48.73,0.64%,1.72%,1130,2.13,65.97%,-15.23%,2.00,62.33,Yes / Yes,2.04,-150.90%,90.93%,0.78,57.21,28.99%,54.16%,5.64%,May 22 AMC,693.03K,56.38,-2.79%,5.68%,-2.61%,"

","541,226",-1.45%,STEP
Stellar Bancorp Inc,Financial,Banks - Regional,USA,NYSE,RUT,12.66,2.17,9.97%,52.14M,2.65%,1.42B,14.14,1.94,0.00%,46.34M,1.18%,116.16M,-,0.45,58.85%,2.60%,1.48%,618.55M,2.29,-16.73%,-1.37%,4.80,-10.10%,30.89,0.89,6.11%,1.10%,1.20M,26.10%,-,-,-,7.40%,21.27,32.36,-3.03%,0.56 (2.05%),15.55,1.28%,6.40%,-15.05%,0.67,0.54 (1.96%),-,29.45%,-,29.24%,0.58,"Jun 16, 2025",0.10,-3.02%,23.65%,56.33,0.89%,1.34%,1023,0.13,-0.58%,18.78%,2.80,28.20,No / Yes,0.13,-5.15%,24.66%,1.06,27.68,-0.85%,23.69%,-4.46%,Apr 25 BMO,250.77K,27.49,1.07%,4.18%,-0.42%,"

","265,207",-0.69%,STEL
Steris Plc,Healthcare,Medical Devices,Ireland,NYSE,S&P 500,38.70,6.26,0.37%,98.30M,-0.48%,23.85B,22.14,10.95,-7.72%,98.01M,4.87%,620.42M,4.50,2.26,95.80%,0.92%,8.97%,5.46B,4.37,7.69%,1.57%,1.39,12.42%,67.18,3.61,8.95%,5.75%,0.90M,7.84%,1.75,138.88,8.60%,9.46%,200.98,252.79,17.93%,2.45 (1.01%),30.74,5.92%,7.18%,-4.11%,0.94,2.28 (0.94%),1.39,12.49%,44.32%,20.61%,4.04,"Jun 10, 2025",1.96,64.36%,18.54%,55.35,0.59%,2.04%,17787,0.33,0.32%,11.36%,1.90,274.38,Yes / Yes,0.31,11133.09%,35.14%,0.56,240.74,0.78%,5.44%,4.31%,May 14 AMC,647.64K,242.41,-1.04%,4.63%,7.60%,"

","360,786",0.69%,STE
Stewart Information Services Corp,Financial,Insurance - Property & Casualty,USA,NYSE,RUT,24.74,2.60,2.10%,27.92M,5.65%,1.79B,10.29,6.25,-3.69%,27.33M,-1.67%,73.26M,0.83,1.29,98.97%,1.96%,-9.12%,2.55B,0.70,32.99%,1.24%,3.35,-16.70%,50.16,1.28,40.18%,2.73%,0.54M,5.97%,-,-,29.82%,5.31%,58.61,78.44,-4.74%,2.02 (3.14%),19.36,-4.67%,3.74%,-18.04%,1.00,1.98 (3.07%),-,5.12%,-,9.69%,1.54,"Jun 16, 2025",0.82,73.12%,5.22%,57.40,0.77%,1.64%,7000,0.40,11.40%,2.87%,3.00,75.00,Yes / Yes,0.40,-2.78%,74.82%,0.79,62.99,3.38%,-24.99%,10.40%,Apr 23 AMC,160.01K,64.29,3.47%,0.02%,-6.59%,"

","126,599",2.06%,STC
"S & T Bancorp, Inc",Financial,Banks - Regional,USA,NASD,RUT,10.75,3.47,1.59%,38.26M,2.67%,1.43B,11.01,3.39,0.17%,37.72M,-3.79%,133.43M,-,0.80,69.73%,2.04%,-0.45%,559.48M,2.55,-5.04%,-0.65%,4.67,-12.77%,37.06,1.01,4.57%,1.39%,0.77M,22.99%,-,-,-,9.84%,29.85,45.79,-2.43%,1.34 (3.60%),9.44,3.79%,8.79%,-18.56%,0.87,1.35 (3.62%),-,8.66%,-,24.92%,0.93,"May 15, 2025",0.04,-1.92%,29.91%,51.82,1.06%,1.32%,1206,0.14,1.26%,23.85%,3.00,40.75,Yes / Yes,0.07,7.41%,39.04%,0.70,37.48,-2.75%,16.31%,-3.79%,Apr 24 BMO,165.15K,37.29,0.24%,2.36%,-4.77%,"

","115,755",-0.51%,STBA
STAG Industrial Inc,Real Estate,REIT - Industrial,USA,NYSE,-,27.67,1.32,0.61%,186.61M,1.33%,6.84B,35.80,1.02,-7.99%,185.48M,3.74%,243.80M,2.73,0.25,89.48%,3.12%,4.78%,785.41M,8.71,15.87%,2.01%,3.50,0.03%,18.58,1.97,-15.07%,3.71%,5.79M,5.01%,0.26,142.30,10.15%,7.15%,28.61,41.58,8.34%,1.49 (4.07%),-,24.35%,3.94%,-11.87%,0.94,1.41 (3.85%),0.41,13.58%,42.07%,28.07%,0.75,"Jun 30, 2025",0.41,33.30%,35.46%,61.80,0.98%,1.33%,91,0.89,8.81%,31.04%,2.25,37.92,Yes / Yes,0.79,143.33%,142.80%,0.59,36.45,2.09%,157.49%,9.61%,Apr 29 AMC,1.65M,36.64,2.39%,7.21%,2.20%,"

","973,879",0.52%,STAG
Sensata Technologies Holding Plc,Technology,Scientific & Technical Instruments,USA,NYSE,-,35.21,0.82,1.20%,146.02M,8.49%,4.21B,8.22,3.50,0.57%,144.54M,1.88%,122.38M,10.45,0.83,104.61%,3.15%,8.69%,3.84B,1.09,-5.72%,-1.51%,2.42,-6.90%,19.51,1.47,7.92%,1.65%,4.55M,-27.26%,4.02,7.15,3.37%,4.20%,17.32,42.33,4.96%,0.50 (1.73%),10.27,-13.43%,2.02%,-32.06%,1.10,0.48 (1.67%),1.81,2.82%,25.42%,66.05%,0.88,"May 14, 2025",2.64,929.58%,11.09%,69.09,1.05%,2.19%,21700,1.12,-5.61%,3.18%,2.29,31.54,Yes / Yes,1.12,-6.73%,56.19%,0.65,28.69,3.25%,8.03%,-8.99%,May 08 AMC,1.88M,28.76,7.38%,21.84%,-1.64%,"

","1,215,129",0.24%,ST
SSR Mining Inc,Basic Materials,Gold,USA,NASD,RUT,31.16,0.40,1.29%,202.54M,-2.51%,2.52B,6.07,2.05,-0.26%,200.15M,17.82%,84.59M,0.35,0.21,68.00%,3.37%,16.17%,1.08B,2.33,301.03%,2.05%,2.60,74.09%,15.64,0.79,82.51%,1.55%,6.74M,141.83%,1.68,7.39,89.72%,2.71%,4.32,13.33,78.59%,-,-,-,2.42%,-6.75%,-0.14,-,1.85,10.41%,21.15%,187.73%,0.51,"Nov 10, 2023",3.95,120.37%,13.49%,60.41,2.03%,2.75%,3500,0.11,-19.41%,7.82%,2.44,13.26,Yes / Yes,0.10,119.14%,-,0.62,12.38,6.93%,104.08%,37.52%,May 06 AMC,2.59M,12.43,4.63%,13.14%,50.74%,"

","1,606,198",0.40%,SSRM
SS&C Technologies Holdings Inc,Technology,Software - Application,USA,NASD,-,25.40,3.21,13.21%,246.50M,1.72%,20.13B,12.65,6.45,-0.38%,214.08M,2.44%,815.90M,3.01,1.39,85.00%,1.97%,2.05%,5.96B,3.38,8.17%,-0.27%,2.90,8.14%,27.53,2.96,10.23%,4.32%,4.22M,32.21%,18.32,4.45,8.44%,12.34%,60.18,89.73,7.68%,0.98 (1.20%),14.25,12.54%,5.91%,-9.06%,1.24,1.00 (1.23%),1.11,4.89%,48.71%,35.59%,1.52,"Jun 02, 2025",1.11,28.43%,23.63%,59.72,0.68%,0.90%,26800,1.04,6.92%,13.69%,1.42,91.25,Yes / Yes,1.03,34.30%,32.71%,0.51,81.24,0.74%,2.43%,5.50%,Apr 24 AMC,1.46M,81.60,1.64%,4.51%,4.63%,"

","750,437",0.44%,SSNC
Sasol Ltd ADR,Basic Materials,Specialty Chemicals,South Africa,NYSE,-,-,-4.04,0.00%,642.14M,3.19%,3.06B,2.63,1.85,-,629.98M,27.30%,-2618.69M,-,0.71,2.53%,1.10%,17.72%,14.22B,0.21,45.02%,-0.43%,6.21,-9.51%,12.10,0.40,25.09%,-12.23%,6.95M,-24.22%,3.39,1.43,31.13%,-28.05%,2.78,8.40,6.36%,-,4.48,-,-18.68%,-42.26%,0.81,-,1.16,0.48%,30.67%,74.46%,0.15,"Mar 14, 2024",1.83,-1421.83%,20.64%,66.74,2.90%,3.03%,28141,0.91,-4.31%,-18.42%,1.78,8.67,Yes / Yes,0.79,-45.57%,-,0.61,4.87,-6.91%,15.97%,-6.64%,Feb 24 BMO,1.12M,4.85,7.19%,24.03%,-4.29%,"

","683,927",-0.41%,SSL
"Simpson Manufacturing Co., Inc",Basic Materials,Lumber & Wood Production,USA,NYSE,-,20.41,7.68,0.53%,41.80M,-1.67%,6.56B,17.65,8.88,-0.98%,41.61M,-5.41%,324.69M,-,2.28,100.12%,3.02%,1.58%,2.24B,2.93,6.58%,0.70%,4.75,-15.97%,44.54,3.52,9.67%,11.71%,1.26M,-2.09%,3.59,43.65,-,18.10%,137.35,197.82,-5.43%,1.12 (0.71%),44.72,20.58%,14.11%,-20.72%,1.30,1.12 (0.71%),1.54,14.45%,46.12%,14.18%,3.93,"Jul 03, 2025",3.17,-3.80%,19.63%,48.93,1.74%,1.70%,5872,0.26,1.38%,14.49%,2.25,185.67,Yes / Yes,0.24,4.78%,14.60%,0.83,156.87,1.97%,18.03%,1.57%,Apr 28 AMC,264.54K,156.83,-0.81%,1.42%,-7.81%,"

","220,028",-0.03%,SSD
SouthState Corporation,Financial,Banks - Regional,USA,NYSE,RUT,13.87,6.34,1.32%,101.48M,0.70%,8.93B,9.54,9.22,-0.20%,100.16M,-4.04%,508.81M,0.98,1.85,88.16%,4.90%,-1.63%,2.52B,3.55,-0.53%,28.43%,6.22,-18.51%,84.99,1.03,33.01%,0.92%,4.91M,20.78%,-,-,14.22%,7.18%,70.68,114.26,-11.60%,2.19 (2.50%),-,5.39%,5.18%,-23.04%,0.76,2.16 (2.46%),-,27.49%,-,24.42%,2.23,"May 09, 2025",0.11,3.47%,20.51%,46.70,1.31%,1.43%,4986,0.22,9.38%,20.23%,1.42,112.67,Yes / Yes,0.14,-41.71%,30.43%,0.92,89.02,3.02%,-10.00%,12.80%,Apr 24 AMC,789.30K,87.94,-1.24%,0.31%,-9.25%,"

","724,283",-1.21%,SSB
Scholar Rock Holding Corp,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.65,23.36%,94.87M,-2.72%,3.16B,-,-1.53,-8.19%,72.45M,6.11%,-264.16M,-,-0.68,96.85%,19.64%,-3.56%,0.00M,-,-7.23%,3.05%,11.10,-26.74%,3.29,10.12,42.18%,-78.29%,14.23M,246.00%,3.84,8.68,54.53%,-106.71%,6.76,46.98,-22.91%,-,-,-5.90%,-71.40%,-29.08%,0.30,-,10.25,-,-,392.90%,1.79,-,10.25,-20.30%,-,56.78,2.44%,3.50%,196,0.20,-,-,1.00,49.67,Yes / Yes,0.18,-12.68%,-,0.45,33.01,-,-1.41%,-,May 14 BMO,1.28M,33.32,6.24%,8.13%,7.82%,"

","578,144",0.94%,SRRK
