Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Loar Holdings Inc,Industrials,Aerospace & Defense,USA,NYSE,-,215.38,0.38,19.20%,93.56M,-8.01%,7.68B,88.12,0.93,-73.75%,75.59M,-1.92%,35.30M,5.03,0.20,69.00%,5.17%,22.33%,425.63M,18.04,72.87%,-21.24%,3.75,-2.63%,11.83,6.94,28.26%,2.79%,3.91M,27.98%,0.86,95.37,42.79%,4.62%,51.50,99.67,11.03%,-,138.75,-,2.53%,-17.67%,0.35,-,3.21,-,45.07%,59.34%,3.55,-,5.13,562.31%,22.73%,39.42,1.35%,2.12%,1500,0.26,27.03%,8.29%,1.00,101.56,Yes / Yes,0.26,537.05%,0.00%,0.82,83.41,1.82%,17.72%,24.84%,May 13 BMO,1.04M,82.06,-4.52%,-6.48%,3.31%,"

","861,013",-1.62%,LOAR
Light & Wonder Inc,Consumer Cyclical,Gambling,USA,NASD,-,22.54,3.74,0.71%,85.00M,-4.71%,7.11B,12.38,6.80,-5.24%,83.78M,0.77%,336.00M,0.72,1.41,70.70%,5.83%,-19.57%,3.21B,2.22,51.80%,-1.37%,4.57,-9.61%,7.29,11.55,21.75%,6.09%,4.89M,-10.22%,3.11,27.12,31.34%,46.19%,75.46,115.00,-2.50%,-,20.02,-,7.41%,-26.77%,1.24,-,1.35,-1.28%,59.79%,11.62%,3.24,-,1.57,54.83%,24.33%,45.89,3.48%,2.95%,6800,6.38,7.26%,10.48%,1.54,116.95,Yes / Yes,6.31,5.74%,0.00%,0.78,82.14,-4.23%,-10.98%,2.38%,May 07 AMC,1.07M,84.22,-2.58%,-0.61%,-9.95%,"

","830,503",2.53%,LNW
Lantheus Holdings Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,NASD,RUT,22.08,3.52,3.04%,69.15M,-6.49%,5.38B,10.49,7.42,-6.65%,67.11M,-2.46%,254.32M,2.64,1.69,114.96%,11.91%,-24.27%,1.54B,3.50,-1.15%,6.66%,7.58,-14.86%,16.84,4.62,11.07%,13.09%,7.99M,-3.27%,13.57,5.74,8.36%,24.11%,73.11,126.89,-13.01%,-,11.44,40.75%,14.30%,-38.67%,0.11,-,5.46,34.59%,64.04%,6.44%,3.08,-,5.74,-45.33%,29.12%,40.36,1.48%,2.00%,808,0.53,12.53%,16.55%,1.15,129.31,Yes / Yes,0.53,-45.41%,0.00%,0.77,77.83,-1.82%,-7.65%,0.75%,May 07 BMO,1.05M,77.82,0.00%,-12.16%,-18.13%,"

","809,692",-0.01%,LNTH
Alliant Energy Corp,Utilities,Utilities - Regulated Electric,USA,NASD,S&P 500,20.86,2.90,0.25%,256.53M,-0.03%,15.53B,17.60,3.44,0.00%,256.25M,-2.03%,745.00M,3.16,0.64,82.80%,2.76%,-4.83%,4.08B,3.81,5.69%,-1.59%,3.32,0.08%,27.65,2.19,6.93%,3.38%,7.08M,21.28%,0.10,621.23,6.61%,10.71%,49.40,66.54,2.23%,2.03 (3.36%),-,2.84%,4.75%,-9.14%,0.58,1.97 (3.27%),0.24,1.76%,27.65%,22.39%,1.00,"Apr 30, 2025",0.34,5.66%,24.74%,43.99,0.84%,0.97%,2998,1.50,2.46%,18.26%,2.31,66.22,Yes / Yes,1.21,34.45%,71.46%,0.86,61.08,14.46%,21.06%,9.41%,May 08 AMC,2.13M,60.46,-1.67%,-1.08%,-0.52%,"

","1,835,344",-1.02%,LNT
Lindsay Corporation,Industrials,Farm & Heavy Construction Machinery,USA,NYSE,RUT,19.30,7.03,2.20%,10.87M,-1.20%,1.47B,20.36,6.66,-3.35%,10.63M,-4.14%,76.86M,5.59,1.40,99.75%,2.88%,4.35%,647.54M,2.27,10.85%,1.46%,3.50,3.51%,47.53,2.85,-0.03%,9.73%,0.31M,17.33%,17.18,7.89,3.45%,15.38%,109.27,144.08,14.60%,1.44 (1.06%),16.67,97.35%,11.85%,-5.90%,0.82,1.44 (1.06%),2.57,6.45%,31.60%,24.08%,2.81,"May 16, 2025",3.64,12.26%,13.35%,47.86,1.07%,1.04%,1280,0.26,0.46%,11.87%,2.20,142.67,Yes / Yes,0.26,48.87%,23.44%,1.17,134.22,5.51%,28.93%,23.46%,Jun 26 BMO,87.30K,135.58,-1.84%,2.03%,5.92%,"

","101,919",1.01%,LNN
Cheniere Energy Inc,Energy,Oil & Gas Midstream,USA,NYSE,-,17.07,13.69,0.91%,222.80M,2.11%,51.81B,16.95,13.78,-1.79%,219.76M,-0.90%,3.10B,-,2.56,90.43%,1.93%,4.98%,16.88B,3.07,-19.47%,-0.42%,2.07,8.55%,25.05,9.33,20.54%,7.18%,4.25M,47.43%,12.93,18.07,-1.05%,63.13%,154.82,257.65,8.72%,2.10 (0.90%),16.37,41.41%,9.95%,-9.33%,0.43,1.94 (0.83%),1.06,11.15%,31.96%,50.89%,6.33,"May 09, 2025",1.19,-33.56%,29.26%,48.79,1.80%,1.90%,1714,4.71,-2.16%,18.38%,1.48,261.35,Yes / Yes,4.59,-26.26%,12.72%,0.77,238.34,9.96%,-42.81%,26.11%,May 08 BMO,2.05M,233.61,-0.67%,1.28%,8.97%,"

","1,579,000",-1.98%,LNG
Lincoln National Corp,Financial,Insurance - Life,USA,NYSE,-,4.71,7.03,1.17%,170.70M,-1.05%,5.65B,4.34,7.62,-2.62%,168.73M,-2.93%,1.24B,0.75,1.97,75.80%,3.17%,-10.64%,18.16B,0.31,2.25%,2.09%,2.59,0.58%,42.22,0.78,5.44%,0.38%,5.34M,4.75%,-,-,6.26%,16.91%,27.58,39.85,4.38%,1.80 (5.45%),-,33.25%,8.83%,-16.94%,1.41,1.80 (5.44%),-,3.77%,-,20.01%,0.92,"Jul 10, 2025",-,-2.30%,7.21%,49.79,1.66%,1.64%,9783,0.72,8.31%,6.83%,3.00,38.00,Yes / Yes,0.72,-163.67%,9.78%,0.77,32.47,0.09%,3.96%,-42.83%,May 08 BMO,2.06M,33.10,-0.04%,2.17%,-1.13%,"

","1,584,905",1.94%,LNC
Lockheed Martin Corp,Industrials,Aerospace & Defense,USA,NYSE,S&P 500,20.17,23.15,0.08%,234.30M,-2.86%,109.43B,15.56,30.01,-4.44%,234.11M,0.41%,5.50B,1.55,6.64,74.55%,0.84%,-0.12%,71.81B,1.52,23.12%,-0.42%,1.24,-7.37%,28.68,16.28,9.24%,9.86%,1.96M,1.73%,7.70,60.69,13.00%,82.55%,418.88,618.95,-3.89%,13.36 (2.86%),21.95,0.32%,21.71%,-24.54%,0.29,13.05 (2.79%),0.91,3.50%,10.23%,11.50%,12.20,"Jun 02, 2025",1.08,-15.29%,10.23%,47.05,4.27%,1.93%,121000,3.04,3.12%,7.66%,2.35,522.65,Yes / Yes,2.79,13.78%,57.16%,1.74,486.45,1.04%,14.88%,4.47%,Apr 22 BMO,1.58M,467.06,-1.67%,-0.53%,-7.05%,"

","2,741,838",-3.99%,LMT
Lemonade Inc,Financial,Insurance - Property & Casualty,USA,NYSE,RUT,-,-3.03,20.48%,73.21M,2.47%,3.07B,-,-1.89,-24.80%,58.26M,34.13%,-217.30M,-,-0.76,46.90%,28.70%,13.49%,461.60M,6.66,1.00%,-7.61%,8.58,-1.36%,7.45,5.63,32.90%,-16.20%,16.72M,165.63%,-,-,26.45%,-35.57%,14.03,53.85,14.42%,-,-,-8.22%,-38.30%,-22.06%,2.14,-,-,45.27%,-,199.14%,2.32,-,3.34,2.99%,-45.75%,70.71,3.37%,4.40%,1235,0.23,21.44%,-47.08%,3.80,27.71,Yes / Yes,0.04,-27.15%,-,0.86,40.47,3.87%,8.70%,26.71%,May 06 BMO,1.95M,41.97,16.86%,32.04%,35.30%,"

","1,685,853",3.71%,LMND
Limbach Holdings Inc,Industrials,Building Products & Equipment,USA,NASD,RUT,50.72,2.78,13.39%,11.62M,2.72%,1.64B,31.91,4.42,-1.61%,10.07M,15.23%,33.50M,6.57,0.77,74.07%,6.73%,88.27%,532.91M,3.08,14.37%,3.52%,2.79,45.75%,13.86,10.19,7.47%,10.71%,0.68M,136.71%,3.28,43.01,7.72%,23.37%,48.17,142.10,65.07%,-,45.90,-,16.63%,-0.63%,1.19,-,1.55,-1.28%,27.10%,193.13%,5.26,-,1.55,28.02%,8.01%,68.24,2.77%,2.69%,1400,0.30,3.62%,6.29%,1.00,128.25,Yes / Yes,0.25,32.88%,0.00%,0.44,137.66,9.95%,160.47%,11.88%,May 05 AMC,242.58K,141.20,6.37%,26.99%,54.49%,"

","105,961",2.57%,LMB
Lemaitre Vascular Inc,Healthcare,Medical Instruments & Supplies,USA,NASD,RUT,41.52,1.98,8.59%,22.59M,-1.46%,1.85B,34.43,2.38,-5.52%,20.65M,-1.44%,45.16M,3.31,0.57,94.61%,6.25%,-3.54%,226.26M,8.20,11.58%,0.30%,6.27,-18.71%,15.38,5.34,10.73%,9.93%,1.29M,3.96%,13.39,6.13,12.56%,13.77%,71.42,109.58,-10.90%,0.80 (0.97%),45.11,16.99%,8.52%,-25.08%,0.82,0.72 (0.88%),13.83,13.40%,66.87%,14.95%,2.39,"May 15, 2025",16.09,31.73%,23.46%,47.56,1.37%,1.89%,664,0.53,13.19%,19.96%,2.09,104.50,Yes / Yes,0.53,9.75%,33.10%,0.70,81.13,3.92%,-3.65%,11.95%,May 01 AMC,205.82K,82.10,-0.35%,-1.85%,-9.90%,"

","144,522",1.20%,LMAT
Liberty Media Corp,Communication Services,Entertainment,USA,NASD,-,-,-0.88,37.36%,91.83M,0.37%,31.61B,-,-,-0.17%,57.53M,-2.50%,-81.00M,-,-,63.10%,3.54%,15.33%,0.00M,-,-,-,4.45,7.52%,-3.08,-,-,-,2.03M,111.70%,0.98,77.85,-,-,33.50,81.66,11.92%,-,-,-,-7.60%,-6.72%,1.40,-,3.39,-,-,127.37%,2.08,-,5.56,-,-,54.33,2.72%,1.68%,-,-,-,-,1.00,89.00,Yes / Yes,-,-,-,0.66,73.24,-,0.00%,-,May 07 BMO,456.63K,76.17,0.80%,4.39%,15.54%,"

","302,853",4.00%,LLYVK
Liberty Media Corp,Communication Services,Entertainment,USA,NASD,-,-,-0.88,73.19%,91.83M,0.31%,31.51B,-,-,-0.09%,24.62M,-2.86%,-81.00M,-,-,25.84%,2.85%,15.84%,0.00M,-,-,-,4.58,7.67%,-3.08,-,-,-,0.70M,115.72%,0.97,77.61,-,-,32.54,79.63,12.59%,-,-,-,-7.60%,-5.89%,1.38,-,3.39,-,-,130.27%,1.95,-,5.56,-,-,54.04,2.52%,1.61%,-,-,-,-,1.00,89.00,Yes / Yes,-,-,-,0.43,72.28,-,0.00%,-,May 07 BMO,153.18K,74.94,0.59%,4.25%,16.06%,"

","66,269",3.68%,LLYVA
Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,NYSE,S&P 500,66.90,12.07,10.35%,948.10M,4.38%,765.37B,27.24,29.65,-0.89%,849.66M,10.13%,11.11B,1.62,5.56,73.61%,0.94%,-2.08%,49.00B,15.62,67.82%,0.80%,1.98,1.45%,16.63,48.57,36.01%,14.49%,8.03M,-6.89%,3.40,237.64,41.42%,77.73%,677.09,972.53,4.61%,6.57 (0.81%),204.84,18.77%,22.10%,-16.96%,0.39,5.60 (0.69%),1.06,15.08%,81.70%,19.27%,21.17,"May 16, 2025",1.37,80.73%,40.25%,60.33,1.02%,1.54%,47000,2.44,36.38%,22.66%,1.52,987.22,Yes / Yes,2.19,23.46%,44.39%,0.69,819.36,0.48%,2.51%,45.17%,May 01 BMO,4.06M,807.58,6.34%,4.24%,-2.25%,"

","2,816,329",-1.44%,LLY
LKQ Corp,Consumer Cyclical,Auto Parts,USA,NASD,S&P 500,14.22,2.68,0.64%,258.30M,-3.16%,9.82B,9.94,3.83,-3.07%,256.49M,-9.69%,701.00M,2.53,0.92,103.82%,3.51%,-9.94%,14.12B,0.70,1.26%,0.55%,3.66,-1.48%,23.90,1.59,8.58%,4.56%,9.00M,-8.78%,0.88,43.26,5.62%,11.37%,35.56,46.64,3.51%,-,17.35,8.48%,6.25%,-18.44%,0.98,1.20 (3.15%),0.56,2.80%,36.71%,6.97%,0.86,"May 15, 2025",1.52,-13.75%,9.35%,34.96,0.92%,1.24%,47000,0.95,-0.74%,4.97%,1.70,53.00,Yes / Yes,0.82,10.30%,45.90%,0.65,38.12,-3.19%,1.46%,-6.48%,Apr 24 BMO,2.46M,38.04,-4.77%,-5.38%,-3.62%,"

","1,588,815",-0.21%,LKQ
Lakeland Financial Corp,Financial,Banks - Regional,USA,NASD,RUT,16.77,3.50,3.14%,25.56M,-3.80%,1.50B,14.51,4.04,1.43%,24.76M,-4.90%,90.16M,-,0.97,84.16%,8.96%,-5.69%,427.74M,3.50,3.69%,-1.04%,11.63,-20.75%,27.17,2.16,7.39%,1.34%,2.22M,-4.87%,-,-,-,13.44%,50.00,78.61,-14.69%,2.00 (3.41%),15.41,1.43%,12.85%,-25.38%,0.60,1.96 (3.34%),-,10.80%,-,17.32%,1.61,"Apr 25, 2025",0.19,-3.19%,25.28%,44.96,1.12%,1.54%,683,0.17,5.03%,21.08%,2.40,66.00,Yes / Yes,0.01,-14.36%,52.93%,0.63,58.92,0.14%,-11.96%,-2.18%,Apr 25 BMO,190.92K,58.66,-2.29%,1.69%,-9.43%,"

","120,639",-0.44%,LKFN
LivaNova PLC,Healthcare,Medical Devices,United Kingdom,NASD,RUT,-,-4.09,0.37%,54.52M,-1.73%,2.48B,11.55,3.94,0.00%,54.32M,3.83%,-222.14M,-,0.87,101.13%,3.73%,9.88%,1.28B,1.95,7.86%,-1.48%,2.56,-11.63%,18.97,2.40,8.07%,-8.85%,2.03M,-13.84%,13.54,3.36,8.71%,-19.69%,32.48,57.35,-1.75%,-,17.05,-,-13.68%,-20.66%,0.90,-,1.37,2.94%,69.45%,40.09%,1.19,-,1.58,-592.40%,-14.31%,57.95,0.90%,2.08%,2900,0.66,7.97%,-17.42%,1.33,62.78,Yes / Yes,0.57,-674.48%,0.00%,0.52,45.76,4.79%,15.47%,8.84%,May 07 BMO,791.04K,45.50,2.01%,11.91%,-1.80%,"

","409,159",-0.57%,LIVN
Lumentum Holdings Inc,Technology,Communication Equipment,USA,NASD,-,-,-6.45,4.27%,69.40M,4.47%,5.95B,21.31,4.02,-1.11%,66.44M,10.31%,-439.90M,-,0.79,116.34%,17.33%,25.57%,1.47B,4.04,94.29%,12.09%,4.37,-2.74%,12.67,6.77,105.11%,-10.76%,11.51M,82.86%,12.49,6.87,75.12%,-42.79%,38.28,104.00,2.18%,-,-,-72.21%,-12.69%,-17.52%,1.27,-,3.53,-2.78%,19.01%,124.06%,3.90,"May 24, 2004",4.72,-22.74%,-18.72%,68.40,3.54%,2.57%,7257,2.97,3.58%,-29.87%,1.72,91.06,Yes / Yes,2.94,66.18%,-,0.90,82.46,1.69%,13.66%,16.02%,May 06 AMC,2.63M,85.78,8.34%,26.37%,18.26%,"

","2,360,600",4.02%,LITE
Lionsgate Studios Corp,Financial,Shell Companies,USA,NYSE,-,-,-0.46,19.23%,285.73M,-3.54%,1.79B,16.45,0.38,10.75%,230.79M,-7.52%,-128.60M,-,-0.22,22.49%,1.88%,-24.23%,3.20B,0.56,54.27%,-91.75%,3.09,-11.10%,-3.66,-,147.06%,-4.35%,4.33M,-21.75%,0.96,6.55,64.17%,1.84%,6.04,9.24,-18.35%,-,-,-,-16.54%,-32.11%,-0.06,-,0.42,-,20.70%,3.77%,0.36,-,0.42,-410.69%,7.11%,38.57,1.95%,3.02%,1032,-,-,-4.02%,1.83,9.00,Yes / Yes,-,39.02%,-,1.21,6.35,7.07%,-48.52%,-,May 22 AMC,1.40M,6.27,-7.06%,-8.19%,-13.36%,"

","1,698,492",-1.26%,LION
Lineage Inc,Real Estate,REIT - Industrial,USA,NASD,-,-,-2.87,69.84%,228.21M,-3.54%,9.99B,1258.35,0.03,0.05%,68.93M,-7.63%,-659.00M,-,-0.09,32.33%,7.49%,-26.89%,5.30B,1.88,97.58%,-2.06%,5.15,-30.43%,37.62,1.16,138.71%,-3.51%,5.16M,-,0.86,50.70,-,-9.72%,41.88,89.85,-25.41%,2.12 (4.84%),-,-,-4.24%,-51.37%,-,1.44 (3.28%),0.86,-,17.06%,4.33%,1.59,"Mar 31, 2025",0.99,-,6.13%,38.32,2.05%,1.82%,-,0.84,-,-12.42%,2.32,59.00,Yes / Yes,0.81,104.31%,-,0.66,43.65,-3.76%,110.11%,-2.71%,Apr 30 BMO,1.00M,43.69,-2.40%,-9.72%,-29.06%,"

","665,101",0.09%,LINE
Linde Plc,Basic Materials,Specialty Chemicals,United Kingdom,NASD,"NDX, S&P 500",33.86,13.78,0.75%,471.29M,-1.18%,219.64B,26.04,17.92,-0.84%,467.21M,2.73%,6.61B,4.15,4.03,83.80%,1.09%,1.37%,33.02B,6.65,5.76%,0.20%,2.34,5.92%,80.70,5.78,9.25%,8.11%,5.09M,7.47%,11.25,41.49,8.15%,17.20%,408.65,487.49,11.45%,6.04 (1.30%),44.72,26.58%,11.88%,-4.29%,0.98,5.78 (1.24%),0.80,3.18%,36.93%,14.18%,7.05,"Jun 04, 2025",0.94,6.75%,26.59%,52.66,0.90%,0.89%,65289,0.63,0.78%,20.02%,1.79,505.88,Yes / Yes,0.46,4.84%,40.83%,0.73,465.98,-1.56%,0.67%,0.15%,May 01 BMO,2.17M,466.60,0.04%,2.60%,2.36%,"

","1,584,353",0.13%,LIN
Liberty Latin America Ltd,Communication Services,Telecom Services,USA,NASD,RUT,-,-4.03,35.84%,158.40M,8.40%,1.13B,10.79,0.53,0.13%,128.26M,4.60%,-792.90M,-,0.03,51.25%,3.67%,-16.84%,4.44B,0.25,92.78%,-,4.11,-17.92%,5.11,1.11,321.01%,-6.13%,4.70M,-34.64%,2.89,1.97,-,-57.56%,4.23,10.93,-10.41%,-,5.01,-51.17%,-8.71%,-48.03%,0.88,-,1.08,2.88%,56.52%,34.28%,0.23,-,1.08,-10914.21%,12.82%,60.98,4.60%,2.74%,10000,8.52,-1.56%,-17.85%,2.00,8.60,Yes / Yes,7.91,-27524.00%,-,1.55,5.36,-1.66%,-804.33%,-1.45%,May 07 AMC,1.14M,5.68,9.23%,8.17%,-19.44%,"

","1,767,490",5.97%,LILAK
Liberty Latin America Ltd,Communication Services,Telecom Services,USA,NASD,RUT,-,-4.03,83.61%,39.00M,8.58%,1.13B,11.66,0.48,0.05%,32.77M,4.50%,-792.90M,-,0.03,14.32%,2.04%,-18.69%,4.44B,0.25,93.94%,0.73%,1.32,-19.74%,5.11,1.09,338.75%,-6.13%,0.67M,-35.68%,2.84,1.96,-,-57.56%,4.25,10.81,-12.42%,-,5.01,-51.17%,-8.71%,-48.50%,0.89,-,1.08,2.88%,56.52%,30.92%,0.22,-,1.08,-10914.21%,12.82%,60.93,4.49%,2.73%,10000,8.52,-1.56%,-17.85%,2.20,8.82,Yes / Yes,7.91,-27524.00%,-,0.72,5.26,-2.07%,-849.11%,-1.45%,May 07 AMC,507.75K,5.57,9.36%,7.27%,-21.35%,"

","364,645",5.89%,LILA
Lennox International Inc,Industrials,Building Products & Equipment,USA,NYSE,S&P 500,24.24,22.44,9.51%,35.49M,-2.18%,19.30B,21.58,25.20,-0.07%,32.11M,-8.46%,802.90M,3.50,6.85,76.69%,6.39%,-7.67%,5.37B,3.60,1.17%,3.68%,4.88,-17.27%,24.02,22.65,10.33%,24.93%,2.05M,2.03%,6.28,86.60,6.93%,131.48%,500.10,682.50,-10.72%,4.66 (0.86%),24.97,16.79%,41.16%,-20.30%,1.15,4.60 (0.85%),0.74,7.01%,32.80%,8.77%,13.07,"Jun 30, 2025",1.43,30.10%,19.18%,41.05,1.38%,1.58%,14200,1.75,7.78%,14.96%,3.05,573.44,Yes / Yes,1.29,-2.95%,20.19%,0.90,538.09,4.68%,2.84%,2.44%,Apr 23 BMO,420.05K,543.96,-3.44%,-2.68%,-8.98%,"

","379,734",1.09%,LII
Life360 Inc,Technology,Software - Application,USA,NASD,RUT,672.35,0.09,12.29%,76.42M,-2.86%,4.80B,55.11,1.14,-2.49%,66.80M,7.10%,9.60M,12.12,0.14,25.23%,3.19%,52.48%,396.88M,12.10,38.28%,257.82%,2.45,44.14%,4.92,12.74,55.85%,2.48%,2.13M,130.79%,2.21,28.43,55.46%,3.12%,28.89,65.79,52.00%,-,146.94,40.39%,2.55%,-4.64%,3.99,-,3.23,44.51%,76.27%,117.13%,2.37,-,3.36,133.99%,0.15%,61.88,2.54%,1.93%,569,0.00,26.15%,2.42%,1.23,61.03,Yes / Yes,0.00,136.79%,-,0.91,61.09,2.22%,6380.77%,32.47%,May 12 AMC,870.92K,62.73,0.37%,24.82%,41.34%,"

","795,991",2.68%,LIF
Li Auto Inc ADR,Consumer Cyclical,Auto Manufacturers,China,NASD,-,26.71,1.06,0.65%,835.38M,-6.47%,23.56B,15.30,1.84,0.00%,829.95M,-1.23%,1.12B,1.48,0.26,8.68%,2.36%,3.11%,20.08B,1.17,-6.28%,-4.80%,3.97,23.63%,9.87,2.86,40.65%,5.23%,19.60M,48.66%,18.27,1.54,17.99%,12.22%,17.44,33.12,17.55%,-,-,-,9.44%,-14.86%,0.97,-,1.72,244.86%,20.51%,61.70%,0.88,"Jul 16, 2007",1.87,-29.75%,5.11%,50.17,2.59%,2.36%,32248,0.23,10.28%,5.60%,1.57,34.61,Yes / Yes,0.20,8.15%,0.00%,0.56,27.76,2.82%,77.91%,-0.09%,May 29 BMO,4.93M,28.20,-1.96%,7.33%,12.79%,"

","2,741,447",1.59%,LI
L3Harris Technologies Inc,Industrials,Aerospace & Defense,USA,NYSE,S&P 500,29.36,8.44,0.35%,187.59M,0.96%,46.32B,20.30,12.20,-7.16%,186.29M,9.22%,1.60B,16.88,2.48,88.62%,2.68%,16.33%,21.25B,2.18,-19.92%,0.79%,3.19,8.26%,101.98,2.43,16.33%,3.86%,4.99M,13.15%,2.77,89.59,1.74%,8.49%,193.09,265.74,17.83%,4.89 (1.98%),20.41,16.47%,5.33%,-6.76%,0.75,4.72 (1.90%),0.85,2.85%,22.44%,28.32%,5.50,"Jun 03, 2025",1.02,36.86%,10.35%,61.99,2.74%,1.65%,47000,0.64,5.39%,7.55%,1.74,261.86,Yes / Yes,0.57,37.62%,58.40%,1.17,256.99,-1.39%,4.24%,-1.52%,Apr 24 BMO,1.57M,247.77,2.00%,8.92%,9.48%,"

","1,830,829",-3.59%,LHX
Labcorp Holdings Inc,Healthcare,Diagnostics & Research,USA,NYSE,S&P 500,30.45,8.67,0.39%,83.80M,3.22%,22.09B,14.99,17.61,-8.58%,83.35M,7.18%,730.80M,3.10,4.18,95.50%,3.73%,9.79%,13.18B,1.68,10.29%,0.54%,3.97,15.00%,99.13,2.66,9.60%,4.28%,3.11M,34.43%,4.42,59.79,9.81%,8.99%,195.21,263.60,15.11%,2.95 (1.12%),19.17,1.13%,4.99%,0.14%,0.82,2.88 (1.09%),1.60,2.40%,25.87%,35.22%,4.88,"May 29, 2025",1.84,74.73%,8.66%,70.29,0.55%,1.21%,70000,0.78,7.13%,5.55%,1.52,276.53,Yes / Yes,0.76,-6.22%,32.58%,0.83,261.12,-1.59%,2.63%,5.30%,Apr 29 BMO,782.12K,263.96,4.80%,9.53%,11.95%,"

","652,879",1.09%,LH
"Ligand Pharmaceuticals, Inc",Healthcare,Biotechnology,USA,NASD,RUT,-,-7.12,2.54%,19.28M,5.05%,2.22B,16.45,6.99,0.49%,18.80M,11.15%,-132.62M,-,1.42,97.87%,6.53%,4.60%,181.49M,12.23,6.60%,2.64%,10.28,-4.44%,41.27,2.79,14.27%,-14.58%,1.23M,43.49%,10.83,10.62,11.93%,-16.56%,77.53,129.90,7.34%,-,43.96,-,-16.60%,-11.46%,0.86,-,5.02,6.80%,74.61%,48.34%,3.74,"Jul 02, 2010",5.27,-230.86%,-9.16%,67.54,1.91%,1.58%,68,0.01,53.40%,-73.07%,1.00,143.88,Yes / Yes,0.00,-146.54%,-,0.81,112.50,17.12%,9.76%,46.34%,May 08 BMO,119.51K,115.01,8.57%,8.98%,4.70%,"

","96,488",2.23%,LGND
LGI Homes Inc,Consumer Cyclical,Residential Construction,USA,NASD,RUT,6.51,7.76,12.56%,23.40M,-1.58%,1.18B,5.86,8.62,-0.16%,20.47M,-11.73%,183.01M,-,1.46,86.58%,13.79%,-31.18%,2.16B,0.55,-20.95%,0.93%,8.50,-51.68%,87.27,0.58,31.45%,4.94%,2.82M,-47.35%,2.46,20.52,-,9.36%,47.79,125.83,-43.51%,-,-,3.41%,4.98%,-59.87%,1.78,-,0.37,3.68%,23.84%,5.67%,2.41,-,16.75,-3.17%,8.95%,43.67,2.80%,3.29%,1170,0.80,-4.37%,8.46%,2.71,95.00,Yes / Yes,0.80,-76.37%,0.00%,0.93,49.70,0.85%,-73.07%,-10.09%,Apr 29 BMO,332.23K,50.50,-2.08%,-8.23%,-40.89%,"

","309,251",1.61%,LGIH
"Littelfuse, Inc",Technology,Electronic Components,USA,NASD,-,51.44,4.31,1.40%,24.71M,-0.40%,5.48B,19.72,11.24,1.71%,24.37M,2.46%,108.12M,3.04,2.32,103.97%,2.66%,3.20%,2.21B,2.48,8.37%,2.08%,2.38,-11.91%,99.39,2.23,22.36%,2.76%,0.65M,-14.77%,25.07,8.85,16.91%,4.39%,142.10,275.58,-5.88%,1.86 (0.84%),18.72,-6.52%,3.26%,-19.52%,1.37,2.80 (1.26%),2.75,7.81%,34.24%,56.08%,6.93,"May 22, 2025",3.88,-50.48%,13.64%,58.82,3.16%,2.26%,16000,0.36,-3.43%,4.89%,2.17,228.67,Yes / Yes,0.35,-9.49%,67.48%,0.38,216.15,2.67%,20.99%,3.53%,Apr 29 AMC,272.43K,221.79,3.36%,14.69%,-3.24%,"

","104,014",2.61%,LFUS
LifeStance Health Group Inc,Healthcare,Medical Care Facilities,USA,NASD,RUT,-,-0.09,69.95%,388.83M,-12.07%,2.01B,139.20,0.04,-0.03%,116.86M,-10.71%,-35.64M,-,-0.03,36.30%,7.84%,-24.96%,1.28B,1.57,67.62%,4.77%,4.96,-28.09%,3.75,1.38,176.47%,-1.69%,9.16M,-5.48%,0.35,14.97,-,-2.47%,4.64,8.61,-29.85%,-,19.64,0.80%,-1.89%,-39.95%,1.22,-,1.47,42.55%,27.68%,11.42%,0.22,-,1.47,79.86%,-0.98%,28.46,0.72%,2.81%,10218,0.33,16.31%,-2.78%,1.25,8.86,Yes / Yes,0.29,103.21%,-,1.12,5.26,0.02%,100.00%,10.83%,May 07 BMO,1.85M,5.17,-10.10%,-15.60%,-26.02%,"

","2,064,157",-1.71%,LFST
