Company,Sector,Industry,Country,Cap,Exchange,Index,Market Cap,Enterprise Value,Income,Sales,Book/sh,Cash/sh,Dividend Est.,Dividend TTM,Dividend Ex-Date,Dividend Gr. 3/5Y,Payout,Employees,IPO,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,EV/EBITDA,EV/Sales,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,Option/Short,EPS (ttm),EPS next Y,EPS next Q,EPS this Y,EPS next Y Percentage,EPS next 5Y,EPS past 3/5Y,Sales past 3/5Y,EPS Y/Y TTM,Sales Y/Y TTM,EPS Q/Q,Sales Q/Q,Earnings,EPS/Sales Surpr.,Insider Own,Insider Trans,Inst Own,Inst Trans,ROA,ROE,ROIC,Gross Margin,Oper. Margin,Profit Margin,SMA20,SMA50,SMA200,Trades,Shs Outstand,Shs Float,Short Float,Short Ratio,Short Interest,52W High,52W Low,Volatility W,Volatility M,ATR (14),RSI (14),Beta,Rel Volume,Avg Volume,Volume,Perf Week,Perf Month,Perf Quarter,Perf Half Y,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Recom,Target Price,Prev Close,Price,Change %,Ticker
SS&C Technologies Holdings Inc,Technology,Software - Application,USA,Large,NASD,-,18.90B,23.33B,864.00M,6.56B,28.31,14.54,1.08 (1.34%),1.08 (1.34%),"Jun 01, 2026",9.14% 14.43%,33.03%,28800,"Mar 31, 2010",23.12,10.34,0.95,2.88,2.84,5.54,10.71,10.06,3.55,1.06,1.06,1.17,1.13,Yes / Yes,3.48,7.78,1.77,15.73%,9.55%,10.85%,8.26% 6.07%,5.89% 6.09%,9.06%,8.57%,35.33%,10.34%,Jul 23 AMC,4.82% 1.96%,13.96%,-0.03%,89.55%,-3.53%,4.36%,12.73%,6.10%,48.10%,24.36%,13.16%,3.53%,13.32%,6.74%,"

",234.60M,201.90M,2.94%,2.80,5.93M,91.07 -11.57%,61.40 31.15%,2.28%,2.66%,2.12,64.33,1.09,0.53,2.12M,"1,130,031",0.85%,15.85%,19.80%,12.71%,-7.88%,-7.34%,46.29%,5.47%,155.73%,1.58,92.62,79.80,80.53,0.91%,SSNC
KE Holdings Inc ADR,Real Estate,Real Estate Services,China,Large,NYSE,-,17.96B,12.52B,478.26M,12.67B,8.29,7.33,0.38 (2.24%),0.28 (1.64%),"Apr 08, 2026",- -,62.80%,119245,"Aug 13, 2020",40.59,14.53,4.91,1.42,2.04,2.30,-,22.36,0.99,1.57,1.63,0.25,0.10,Yes / Yes,0.42,1.16,0.32,-13.60%,16.59%,2.96%,- -7.87%,13.45% 5.20%,-21.42%,-8.90%,59.48%,-14.89%,Aug 21 BMO,50.76% 1.80%,0.83%,0.00%,11.32%,-3.91%,2.79%,5.09%,4.66%,22.15%,3.24%,3.77%,0.21%,4.49%,0.93%,"

",1.08B,1.06B,2.24%,5.73,23.69M,20.98 -19.59%,13.81 22.16%,1.51%,1.74%,0.42,51.90,-0.26,0.69,4.14M,"2,841,175",-0.53%,-0.59%,-5.22%,-1.80%,7.04%,-6.54%,15.53%,-14.66%,-,1.20,23.31,16.85,16.87,0.12%,BEKE
Viatris Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,Large,NASD,S&P 500,18.57B,30.79B,-410.70M,14.75B,12.34,1.23,0.52 (3.21%),0.48 (2.97%),"Aug 21, 2026",0.00% -,-,30000,"Mar 17, 1980",-,6.04,0.83,1.26,1.31,13.17,9.50,7.27,2.09,0.87,1.49,0.96,0.83,Yes / Yes,-0.36,2.68,0.65,6.37%,7.02%,7.32%,- -21.93%,-4.04% 3.66%,87.81%,4.92%,-2517.95%,5.05%,Aug 06 BMO,14.79% 2.21%,2.02%,-0.30%,90.90%,-0.18%,-1.12%,-2.75%,-1.58%,39.58%,9.69%,-2.78%,-4.66%,-2.52%,12.85%,"

",1.16B,1.13B,4.06%,4.44,45.69M,18.39 -12.07%,9.43 71.56%,2.13%,3.07%,0.49,40.34,0.87,0.88,10.28M,"9,049,178",-0.68%,-4.83%,-2.00%,2.73%,29.88%,52.12%,43.61%,9.33%,-67.21%,2.42,18.71,16.23,16.17,-0.37%,VTRS
Permian Resources Holdings Inc,Energy,Oil & Gas E&P,USA,Large,NYSE,-,18.72B,21.74B,1.23B,5.74B,14.33,0.16,0.64 (2.87%),0.62 (2.77%),"Sep 16, 2026",128.94% -,46.90%,515,"Apr 15, 2016",14.83,10.67,0.61,3.26,1.56,142.12,17.55,5.25,3.79,0.62,0.62,0.26,0.26,Yes / Yes,1.51,2.09,0.52,50.20%,8.91%,17.38%,-7.42% -,33.45% 54.23%,-5.91%,12.81%,231.64%,55.15%,Aug 05 AMC,59.08% 12.07%,9.60%,-3.82%,88.58%,0.44%,6.86%,11.51%,8.19%,39.18%,35.95%,21.52%,6.42%,12.40%,24.63%,"

",837.48M,756.92M,2.92%,2.29,22.10M,22.67 -1.43%,11.92 87.50%,2.27%,2.84%,0.66,65.40,0.48,1.01,9.67M,"9,741,645",4.15%,10.21%,6.84%,31.55%,59.30%,68.05%,78.75%,445.91%,90.62%,1.19,25.50,22.18,22.35,0.77%,PR
East West Bancorp Inc,Financial,Banks - Regional,USA,Large,NASD,-,18.51B,-,1.45B,4.68B,67.48,-,3.20 (2.37%),3.00 (2.22%),"Aug 03, 2026",14.47% 16.89%,25.20%,3350,"Feb 03, 1999",12.97,11.92,1.45,3.95,2.00,-,9.94,-,-,-,0.13,0.45,0.29,Yes / Yes,10.41,11.33,2.70,11.70%,6.52%,8.25%,6.36% 19.12%,21.34% 21.14%,21.62%,3.74%,17.64%,4.15%,Jul 21 AMC,0.61% 0.85%,0.78%,-8.19%,93.52%,2.35%,1.78%,16.58%,12.11%,-,39.68%,30.90%,1.86%,2.83%,14.27%,"

",137.01M,135.94M,3.22%,5.10,4.38M,137.47 -1.75%,92.67 45.75%,1.41%,1.60%,2.22,59.38,0.93,0.81,858.96K,"692,098",1.53%,0.86%,11.58%,12.93%,20.18%,32.23%,146.52%,86.48%,292.19%,1.56,147.18,135.52,135.07,-0.33%,EWBC
Sterling Infrastructure Inc,Industrials,Engineering & Construction,USA,Large,NASD,-,16.97B,16.87B,431.48M,3.44B,44.22,15.18,-,-,-,- -,0.00%,4400,"Jul 12, 1991",39.98,21.97,0.57,4.94,12.54,36.54,35.21,23.42,4.91,1.10,1.11,0.25,0.23,Yes / Yes,13.88,25.25,6.13,81.76%,27.69%,38.51%,47.24% 44.26%,12.06% 11.77%,51.23%,60.83%,116.66%,90.11%,Aug 03 AMC,15.68% 20.53%,2.54%,-12.79%,87.88%,-10.78%,16.11%,38.54%,25.92%,23.00%,18.20%,12.55%,-4.46%,-20.35%,7.69%,"

",30.59M,29.81M,3.91%,1.44,1.17M,1005.68 -44.84%,263.45 110.58%,4.16%,7.06%,46.39,42.87,1.87,0.81,807.08K,"654,756",4.13%,-14.68%,-28.02%,31.71%,81.16%,95.89%,620.28%,2451.79%,8280.06%,1.30,921.00,603.89,554.76,-8.14%,STRL
Telefonica Brasil SA ADR,Communication Services,Telecom Services,Brazil,Large,NYSE,-,18.04B,20.18B,1.25B,11.70B,7.94,1.05,1.01 (8.98%),0.48 (4.22%),"Jul 28, 2026",1.92% -6.73%,51.84%,-,"Nov 16, 1998",14.50,9.22,0.39,1.54,1.42,10.70,8.74,4.25,1.73,0.89,0.95,0.30,0.22,Yes / Yes,0.78,1.22,0.25,29.74%,27.29%,23.59%,13.11% 4.58%,4.67% 4.99%,24.13%,16.10%,32.97%,20.68%,Jul 27 AMC,-10.60% 1.25%,0.03%,0.00%,3.96%,-42.31%,5.18%,9.90%,8.05%,40.78%,15.67%,10.65%,-9.51%,-13.19%,-16.80%,"

",1.60B,1.60B,0.24%,2.91,3.80M,16.65 -32.19%,11.09 1.78%,2.28%,2.41%,0.31,24.28,0.54,1.28,1.31M,"1,675,959",-3.01%,-19.53%,-16.96%,-25.62%,-1.35%,-6.32%,50.34%,70.68%,14.24%,2.80,14.94,11.40,11.29,-0.96%,VIV
Fortive Corp,Technology,Scientific & Technical Instruments,USA,Large,NYSE,S&P 500,17.95B,21.08B,534.40M,4.32B,20.03,1.30,0.25 (0.41%),0.24 (0.40%),"Jun 22, 2026",0.00% 0.00%,16.18%,10000,"Jun 13, 2016",35.10,18.32,2.10,4.16,2.97,45.77,18.80,17.82,4.88,0.94,1.18,0.58,0.58,Yes / Yes,1.69,3.25,0.71,11.26%,7.64%,8.72%,-6.14% -16.65%,-10.62% -2.14%,-23.46%,-29.80%,4.88%,-27.79%,Jul 29 BMO,4.71% 2.57%,0.39%,-5.10%,110.79%,-3.54%,4.03%,7.32%,5.58%,61.11%,18.23%,12.38%,-2.53%,-2.83%,3.29%,"

",302.60M,300.83M,4.23%,4.34,12.72M,64.56 -7.92%,46.54 27.74%,1.70%,2.54%,1.43,41.83,1.05,0.64,2.93M,"1,882,732",-3.62%,-2.53%,0.75%,4.65%,7.68%,24.50%,3.72%,6.76%,77.53%,3.00,64.31,60.64,59.45,-1.96%,FTV
Genuine Parts Co,Consumer Cyclical,Auto Parts,USA,Large,NYSE,S&P 500,18.18B,24.29B,32.77M,25.07B,32.83,4.06,4.24 (3.22%),4.18 (3.17%),"Sep 04, 2026",4.79% 5.45%,869.93%,65000,"Aug 20, 1968",528.41,15.88,2.29,0.73,4.02,32.52,23.94,13.63,0.97,0.50,1.16,1.47,1.25,Yes / Yes,0.25,8.30,2.04,5.01%,7.30%,6.94%,-61.52% -18.81%,3.22% 8.00%,-95.54%,5.47%,-9.90%,6.04%,Jul 21 BMO,3.58% 1.69%,0.66%,-0.45%,94.60%,3.05%,0.16%,0.71%,0.32%,34.65%,4.85%,0.13%,1.44%,8.91%,10.66%,"

",137.86M,136.95M,6.35%,4.99,8.70M,151.57 -12.98%,90.78 45.29%,1.87%,3.01%,3.64,57.17,0.66,0.54,1.74M,"941,519",-2.37%,7.75%,41.56%,4.89%,7.26%,-3.83%,-14.84%,6.81%,27.60%,2.23,140.38,132.52,131.89,-0.48%,GPC
Alliant Energy Corp,Utilities,Utilities - Regulated Electric,USA,Large,NASD,S&P 500,18.14B,30.24B,817.00M,4.43B,29.08,0.10,2.15 (3.07%),2.11 (3.02%),"Jul 31, 2026",5.88% 5.96%,64.61%,2948,"Mar 30, 1976",22.18,19.03,2.49,4.10,2.41,725.79,-,16.36,6.83,0.35,0.47,1.61,1.41,Yes / Yes,3.16,3.68,1.23,6.27%,7.49%,7.64%,4.79% 4.94%,1.23% 5.01%,-2.08%,6.83%,-3.64%,1.04%,Jul 30 AMC,12.22% 8.26%,0.17%,-0.00%,98.73%,4.52%,3.33%,11.14%,4.50%,24.90%,22.10%,18.45%,-1.71%,-4.71%,-0.54%,"

",258.93M,258.84M,10.53%,10.66,27.26M,78.81 -11.20%,63.28 10.59%,1.50%,1.88%,1.35,40.43,0.53,0.79,2.56M,"2,018,141",2.04%,-5.38%,-2.93%,-1.58%,7.64%,8.61%,38.25%,13.94%,77.12%,2.07,78.60,70.35,69.98,-0.53%,LNT
Essex Property Trust Inc,Real Estate,REIT - Residential,USA,Large,NYSE,S&P 500,18.85B,25.72B,413.84M,1.93B,82.83,1.00,10.37 (3.65%),10.32 (3.64%),"Jun 30, 2026",5.32% 4.35%,98.86%,1689,"Jun 07, 1994",44.16,45.51,-,9.79,3.43,284.19,15.86,21.85,13.35,0.09,0.09,1.27,1.18,Yes / Yes,6.43,6.23,1.45,-45.39%,9.77%,-13.21%,18.35% 3.69%,5.51% 4.76%,-48.36%,4.74%,-71.73%,4.09%,Jul 29 AMC,-33.62% 0.49%,0.81%,-0.11%,103.04%,-0.50%,3.17%,7.55%,3.56%,36.84%,29.26%,21.48%,-1.33%,-1.59%,6.99%,"

",64.27M,63.75M,3.49%,4.74,2.23M,303.35 -6.47%,238.46 18.98%,1.60%,1.74%,5.44,45.19,0.70,1.09,470.06K,"511,528",0.44%,-3.44%,4.21%,11.98%,8.42%,10.63%,20.06%,-10.24%,24.66%,2.48,303.99,283.06,283.71,0.23%,ESS
Blue Owl Capital Inc,Financial,Asset Management,USA,Large,NYSE,-,18.07B,25.86B,80.91M,2.99B,2.92,0.11,0.93 (7.99%),0.91 (7.85%),"Aug 13, 2026",25.50% -,828.49%,1365,"Dec 14, 2020",146.52,11.73,1.10,6.05,3.97,106.88,13.65,29.60,8.65,1.52,1.52,2.18,2.18,Yes / Yes,0.08,0.99,0.23,5.42%,11.56%,10.62%,- -,27.97% 62.95%,-4.48%,14.13%,-13.54%,6.89%,Jul 30 BMO,1.62% 8.64%,5.37%,0.00%,89.08%,2.01%,0.66%,3.72%,1.28%,85.72%,16.66%,2.71%,5.72%,16.49%,-0.60%,"

",683.91M,647.16M,17.81%,5.33,115.23M,19.35 -40.10%,7.95 45.79%,4.24%,4.27%,0.46,59.05,1.20,0.62,21.61M,"13,357,355",-5.93%,23.96%,22.13%,-4.06%,-22.42%,-39.54%,3.95%,-9.38%,-,1.94,12.94,11.66,11.59,-0.60%,OWL
Wesco International Inc,Industrials,Industrial Distribution,USA,Large,NYSE,-,17.02B,22.91B,715.50M,25.01B,107.11,16.60,2.00 (0.57%),1.91 (0.55%),"Jun 12, 2026",- -,13.91%,21000,"May 12, 1999",24.13,17.44,0.78,0.68,3.26,21.04,109.71,13.48,0.92,1.23,2.09,1.28,1.28,Yes / Yes,14.47,20.02,4.66,30.31%,19.00%,22.40%,-5.23% 53.91%,3.15% 13.79%,13.23%,12.51%,10.46%,12.98%,Jul 30 BMO,14.84% 3.52%,2.10%,-14.87%,97.86%,-1.30%,4.21%,14.34%,6.01%,20.31%,5.71%,2.86%,-0.84%,1.44%,14.72%,"

",48.73M,47.71M,3.57%,2.71,1.70M,385.37 -9.40%,203.40 71.66%,3.24%,3.75%,14.10,48.70,1.55,0.79,628.68K,"499,715",-4.65%,9.44%,0.38%,16.03%,42.72%,66.38%,128.79%,216.96%,490.50%,1.69,413.30,372.96,349.16,-6.38%,WCC
Tractor Supply Co,Consumer Cyclical,Specialty Retail,USA,Large,NASD,S&P 500,18.09B,24.40B,1.01B,15.75B,5.04,0.44,0.97 (2.79%),0.94 (2.71%),"Aug 24, 2026",7.53% 25.12%,44.67%,52000,"Feb 18, 1994",18.13,16.94,5.90,1.15,6.89,78.11,58.93,12.76,1.55,0.23,1.33,2.49,2.31,Yes / Yes,1.92,2.05,0.41,-6.15%,6.03%,2.87%,1.99% 10.06%,3.00% 7.89%,-5.90%,3.98%,-14.90%,2.29%,Jul 23 BMO,-0.99% -0.82%,0.34%,1.20%,95.76%,-4.97%,8.91%,39.51%,11.63%,33.23%,8.91%,6.42%,5.06%,10.08%,-19.52%,"

",521.85M,519.26M,5.58%,2.31,28.97M,62.89 -44.79%,28.36 22.43%,3.38%,3.49%,1.19,60.70,0.47,0.62,12.54M,"7,792,622",-1.62%,14.59%,9.46%,-34.11%,-30.57%,-43.18%,-20.85%,-10.06%,103.61%,2.15,35.12,34.68,34.72,0.12%,TSCO
Best Buy Co Inc,Consumer Cyclical,Specialty Retail,USA,Large,NYSE,S&P 500,18.39B,20.33B,1.14B,41.86B,14.63,10.39,3.89 (4.46%),3.82 (4.38%),"Jun 18, 2026",2.58% 11.55%,75.40%,82000,"Apr 18, 1985",16.15,12.35,2.03,0.44,5.96,8.40,11.46,7.83,0.49,0.40,1.12,1.34,1.14,Yes / Yes,5.41,7.07,1.37,2.62%,7.08%,6.07%,-7.10% -5.91%,-3.43% -2.48%,31.91%,0.99%,37.73%,1.93%,Aug 27 BMO,4.41% 1.26%,6.08%,-13.38%,95.04%,-1.14%,7.88%,39.10%,17.36%,22.49%,4.26%,2.73%,2.04%,7.12%,22.88%,"

",210.70M,197.96M,8.04%,3.87,15.91M,91.26 -4.38%,55.10 58.38%,2.50%,2.97%,2.68,59.12,1.31,1.04,4.12M,"4,263,273",4.79%,2.51%,50.78%,32.03%,30.39%,21.55%,11.04%,-20.74%,162.86%,2.89,82.21,85.44,87.27,2.14%,BBY
Brookfield Infrastructure Partners L.P,Utilities,Utilities - Diversified,Bermuda,Large,NYSE,-,17.65B,109.46B,277.00M,25.06B,9.64,6.70,1.82 (4.75%),1.77 (4.62%),"Aug 31, 2026",6.10% 5.28%,196.37%,-,"Jan 10, 2008",63.83,57.82,-,0.70,3.97,5.72,-,10.43,4.37,0.84,0.89,12.99,12.05,Yes / Yes,0.60,0.66,0.11,-32.83%,9.63%,-5.94%,125.49% 33.89%,16.99% 21.06%,2994.33%,16.38%,-90.51%,19.40%,Jul 30 BMO,-142.92% 191.09%,1.53%,0.02%,55.42%,0.01%,0.28%,6.13%,0.48%,26.53%,24.75%,1.11%,-4.52%,-0.90%,3.61%,"

",457.71M,453.45M,0.32%,1.70,1.47M,44.03 -12.98%,29.75 28.83%,2.20%,3.04%,1.11,42.87,1.01,1.03,863.39K,"892,795",-2.69%,-2.20%,-0.75%,-0.96%,10.31%,28.33%,19.71%,1.52%,93.10%,1.42,46.80,38.91,38.32,-1.52%,BIP
Leidos Holdings Inc,Technology,Information Technology Services,USA,Large,NYSE,S&P 500,18.01B,23.81B,1.38B,17.63B,42.11,6.61,1.74 (1.21%),1.69 (1.18%),"Sep 15, 2026",4.22% 3.69%,14.63%,47000,"Oct 13, 2006",13.37,11.22,2.22,1.02,3.41,21.69,8.32,9.99,1.35,1.60,1.63,1.24,1.24,Yes / Yes,10.73,12.78,3.05,3.29%,3.22%,5.06%,30.92% 20.63%,6.06% 6.91%,1.68%,3.41%,-6.59%,7.17%,Aug 04 BMO,12.10% 2.74%,0.83%,-1.26%,80.23%,0.51%,9.43%,27.67%,11.62%,17.80%,11.80%,7.80%,12.67%,23.23%,-8.47%,"

",125.49M,124.45M,4.18%,3.15,5.20M,205.77 -30.27%,98.86 45.13%,1.98%,3.16%,4.34,74.80,0.59,0.75,1.65M,"1,233,270",1.84%,34.07%,14.93%,-11.17%,-20.47%,-19.45%,49.30%,48.48%,263.70%,2.20,156.60,142.25,143.48,0.86%,LDOS
CF Industries Holdings Inc,Basic Materials,Agricultural Inputs,USA,Large,NYSE,S&P 500,18.12B,22.42B,2.10B,7.74B,37.92,16.39,2.15 (1.79%),2.10 (1.75%),"Aug 14, 2026",10.06% 10.76%,22.30%,2900,"Aug 11, 2005",8.88,11.33,-,2.34,3.16,7.31,9.49,5.47,2.90,4.32,4.86,0.63,0.61,Yes / Yes,13.48,10.57,3.15,60.75%,-31.30%,-3.00%,-18.19% 43.52%,-14.12% 11.43%,76.29%,20.04%,99.60%,17.57%,Aug 05 AMC,-15.67% -9.31%,0.54%,-44.84%,106.61%,0.54%,14.55%,39.19%,22.67%,45.69%,41.45%,27.12%,-0.91%,4.03%,13.93%,"

",151.60M,150.52M,5.32%,3.07,8.01M,141.96 -15.67%,75.42 58.75%,3.15%,3.31%,4.41,51.56,0.38,0.94,2.61M,"2,439,335",1.63%,-3.12%,-4.39%,27.65%,54.80%,41.76%,51.45%,161.57%,426.47%,2.78,124.43,117.78,119.72,1.65%,CF
Nutanix Inc,Technology,Software - Infrastructure,USA,Large,NASD,-,17.80B,17.31B,275.86M,2.75B,-2.72,7.46,-,-,-,- -,0.00%,7800,"Sep 30, 2016",68.98,30.07,2.37,6.47,-,8.82,23.08,55.46,6.30,1.68,1.68,-,-,Yes / Yes,0.95,2.19,0.49,8.25%,13.62%,12.67%,- -,17.09% 14.18%,1894.19%,13.04%,19.25%,10.03%,Aug 26 AMC,32.10% 2.44%,2.45%,-0.74%,94.42%,0.55%,8.47%,-,35.95%,87.08%,8.74%,10.03%,7.87%,19.19%,34.50%,"

",266.52M,263.69M,5.71%,4.02,15.06M,82.42 -20.13%,34.01 93.56%,3.21%,3.29%,2.18,69.57,0.62,0.49,3.75M,"1,832,180",2.35%,19.45%,38.74%,60.76%,27.36%,-5.23%,117.91%,83.83%,-,2.10,60.79,65.66,65.83,0.26%,NTNX
Idex Corp,Industrials,Specialty Industrial Machinery,USA,Large,NYSE,S&P 500,17.26B,18.52B,519.50M,3.59B,54.16,8.48,2.91 (1.24%),2.88 (1.23%),"Jul 06, 2026",5.77% 7.26%,44.26%,8700,"Jun 02, 1989",33.64,24.32,2.68,4.81,4.32,27.61,26.91,19.14,5.17,2.15,3.05,0.47,0.46,Yes / Yes,6.96,9.63,2.23,10.76%,9.34%,9.09%,-5.99% 5.35%,2.81% 8.01%,12.36%,7.32%,10.88%,6.38%,Jul 29 BMO,10.09% 1.68%,0.25%,-7.88%,103.68%,-1.35%,7.53%,12.96%,8.86%,42.83%,21.05%,14.49%,0.71%,3.33%,15.99%,"

",74.00M,73.53M,2.58%,2.72,1.89M,243.80 -3.95%,158.19 48.02%,2.27%,2.43%,5.52,53.99,0.98,0.67,696.77K,"465,626",-1.33%,5.84%,12.24%,11.93%,31.59%,42.97%,6.72%,6.65%,152.08%,2.00,256.69,240.39,234.16,-2.59%,IEX
Akamai Technologies Inc,Technology,Software - Infrastructure,USA,Large,NASD,S&P 500,16.56B,22.54B,410.96M,4.32B,33.07,23.35,-,-,-,- -,0.00%,11000,"Oct 29, 1999",41.56,16.17,3.62,3.83,3.48,4.93,26.28,18.12,5.21,1.61,1.61,1.97,1.53,Yes / Yes,2.77,7.12,1.68,-5.71%,6.12%,4.47%,-1.97% -1.83%,5.18% 5.64%,-0.31%,5.87%,-27.57%,5.38%,Aug 06 AMC,1.00% 0.77%,2.21%,-3.35%,113.61%,2.12%,3.21%,8.92%,3.42%,53.37%,11.92%,9.51%,-2.21%,-5.00%,6.82%,"

",143.59M,140.54M,14.07%,4.64,19.77M,165.45 -30.37%,70.82 62.67%,4.57%,5.25%,6.25,45.01,0.65,0.80,4.26M,"3,407,416",-1.26%,-6.44%,-23.59%,6.25%,32.03%,53.03%,14.17%,2.66%,120.06%,2.11,158.67,122.97,115.20,-6.32%,AKAM
James Hardie Industries plc,Basic Materials,Building Materials,Ireland,Large,NYSE,-,17.00B,20.99B,145.70M,5.41B,11.27,0.92,-,-,"May 26, 2022",- -,0.00%,7500,"Oct 22, 2001",117.91,18.09,0.87,3.14,2.60,31.79,47.99,15.57,3.88,1.03,1.59,0.69,0.68,Yes / Yes,0.25,1.62,0.39,24.93%,18.93%,20.74%,-45.07% -20.29%,8.59% 10.70%,-67.45%,42.93%,22.93%,63.86%,Aug 06 AMC,11.08% 3.76%,0.62%,0.08%,52.42%,-1.79%,1.44%,3.31%,1.33%,35.88%,13.72%,2.69%,3.44%,11.20%,30.52%,"

",580.35M,576.90M,2.14%,1.58,12.37M,31.35 -6.59%,16.46 77.95%,3.01%,3.16%,1.00,57.97,1.78,0.72,7.85M,"5,656,527",-5.76%,17.25%,47.78%,15.86%,41.16%,1.35%,2.84%,-21.31%,76.36%,1.74,33.78,30.43,29.29,-3.75%,JHX
RBC Bearings Inc,Industrials,Tools & Accessories,USA,Large,NYSE,-,17.27B,18.03B,320.60M,1.95B,109.35,3.93,-,-,-,- -,0.00%,5816,"Aug 10, 2005",53.92,32.70,2.42,8.84,4.99,138.75,44.85,28.86,9.22,0.98,2.53,0.25,0.22,Yes / Yes,10.12,16.69,3.54,20.67%,11.62%,13.52%,22.49% 20.50%,8.39% 25.17%,27.05%,17.31%,47.42%,19.15%,Jul 31 BMO,13.52% 2.08%,1.63%,-1.23%,99.37%,0.85%,6.42%,9.75%,7.58%,41.96%,25.18%,16.40%,-3.69%,-7.75%,1.15%,"

",31.66M,31.14M,1.56%,1.90,0.49M,667.69 -18.28%,364.50 49.70%,1.83%,2.97%,16.55,37.20,1.41,0.68,256.33K,"173,426",-1.24%,-4.09%,-0.99%,-1.32%,21.68%,36.78%,149.05%,147.36%,604.06%,1.90,657.43,557.62,545.65,-2.15%,RBC
Annaly Capital Management Inc,Real Estate,REIT - Mortgage,USA,Large,NYSE,-,17.64B,141.56B,2.79B,7.73B,20.15,3.86,2.94 (12.59%),2.85 (12.18%),"Jun 30, 2026",-7.34% -5.11%,96.02%,212,"Oct 08, 1997",5.86,7.49,6.81,2.28,1.16,6.06,19.90,17.36,18.30,0.04,0.04,7.38,2.21,Yes / Yes,3.99,3.12,0.78,5.98%,0.94%,1.10%,-9.41% -,17.29% 35.16%,297.06%,19.43%,3210.03%,34.92%,Jul 21 AMC,5.18% 39.55%,0.20%,-13.63%,61.11%,1.86%,2.31%,19.48%,5.43%,99.87%,105.32%,36.02%,2.11%,3.32%,4.19%,"

",753.71M,752.19M,2.78%,2.68,20.92M,24.52 -4.57%,20.00 17.00%,1.03%,1.61%,0.37,60.89,1.24,0.61,7.80M,"4,778,215",1.12%,3.08%,8.58%,1.83%,4.65%,13.32%,22.51%,-31.58%,-45.98%,1.62,24.23,23.37,23.40,0.13%,NLY
Ovintiv Inc,Energy,Oil & Gas E&P,USA,Large,NYSE,-,17.91B,22.24B,920.00M,9.60B,41.57,2.54,1.21 (1.86%),1.20 (1.85%),"Sep 15, 2026",8.10% 25.86%,25.09%,1465,"Aug 21, 2001",18.18,9.41,0.54,1.87,1.56,25.59,7.97,4.74,2.32,1.01,1.01,0.44,0.43,Yes / Yes,3.58,6.91,1.75,42.53%,-3.14%,17.42%,-30.65% -,-15.21% 9.38%,57.64%,6.17%,37.05%,28.66%,Jul 23 AMC,-7.90% 27.28%,0.57%,-1.77%,93.74%,6.91%,4.72%,8.41%,5.60%,32.82%,26.16%,9.59%,5.39%,12.52%,27.71%,"

",276.60M,273.93M,5.04%,4.16,13.81M,64.61 0.63%,35.47 83.31%,1.95%,2.97%,1.88,64.40,0.54,1.46,3.32M,"4,854,856",2.47%,12.55%,8.31%,41.10%,65.91%,66.12%,34.67%,182.57%,28.12%,1.50,73.23,63.85,65.02,1.83%,OVV
Zebra Technologies Corp,Technology,Communication Equipment,USA,Large,NASD,S&P 500,17.34B,20.14B,539.00M,5.89B,72.49,3.32,-,-,-,- -,0.00%,10700,"Aug 15, 1991",33.53,16.51,1.12,2.94,5.06,110.42,19.18,16.45,3.42,0.33,0.52,0.86,0.19,Yes / Yes,10.93,22.20,4.88,33.36%,5.09%,14.77%,-2.43% -2.63%,-1.54% 4.06%,3.31%,13.45%,121.66%,19.07%,Aug 04 BMO,45.54% 3.99%,0.97%,-1.48%,104.36%,-4.34%,6.50%,15.29%,13.20%,47.56%,17.16%,9.16%,11.09%,29.53%,46.20%,"

",47.39M,46.85M,5.71%,2.84,2.67M,386.23 -5.13%,199.05 84.08%,2.84%,3.96%,13.31,71.31,1.63,0.58,943.13K,"544,300",-4.34%,38.43%,40.90%,40.52%,50.90%,15.42%,34.72%,-34.24%,448.12%,1.75,417.36,371.26,366.42,-1.30%,ZBRA
Dicks Sporting Goods Inc,Consumer Cyclical,Specialty Retail,USA,Large,NYSE,-,17.14B,23.93B,904.77M,19.20B,63.27,11.15,4.93 (2.57%),4.92 (2.57%),"Jun 12, 2026",35.49% 31.15%,48.63%,105200,"Oct 16, 2002",18.21,11.68,0.95,0.89,3.03,17.17,42.68,12.76,1.25,0.38,1.50,1.39,1.22,Yes / Yes,10.52,16.40,3.77,8.45%,14.54%,12.33%,-2.56% 11.75%,11.65% 12.43%,-25.28%,41.22%,9.06%,62.68%,Aug 25 BMO,0.21% 1.87%,29.58%,-0.88%,78.19%,0.71%,6.40%,20.90%,7.27%,32.43%,6.96%,4.71%,-5.71%,-11.08%,-9.62%,"

",65.01M,63.03M,11.86%,5.77,7.48M,244.38 -21.63%,186.67 2.60%,2.77%,2.94%,6.95,35.59,1.16,1.06,1.30M,"1,376,273",-6.59%,-10.64%,-9.00%,-7.10%,-3.26%,-14.27%,30.62%,88.93%,241.95%,2.00,255.17,196.24,191.52,-2.41%,DKS
