Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
Stevanato Group Spa,Healthcare,Medical Instruments & Supplies,Italy,NYSE,-,49.95,0.49,81.82%,272.90M,13.08%,6.72B,33.49,0.74,0.00%,49.60M,2.67%,134.61M,2.75,0.12,19.32%,5.47%,16.56%,1.21B,5.57,9.73%,-4.19%,8.26,22.34%,5.33,4.62,22.23%,5.49%,2.71M,28.53%,0.38,64.77,18.18%,9.08%,16.56,25.75,13.08%,0.05 (0.20%),-,23.16%,7.21%,-4.31%,0.53,0.06 (0.25%),1.26,14.74%,26.71%,48.79%,1.20,"Jun 05, 2025",1.82,-11.34%,14.37%,61.73,3.03%,2.90%,-,0.28,2.84%,11.15%,1.50,27.59,Yes / Yes,0.22,33.07%,13.11%,0.85,23.35,2.67%,11.77%,5.44%,May 08 BMO,328.20K,24.64,5.83%,11.36%,17.57%,"

","280,151",5.52%,STVN
State Street Corp,Financial,Asset Management,USA,NYSE,S&P 500,11.14,8.90,0.59%,288.68M,2.21%,28.28B,9.48,10.45,-6.74%,283.49M,5.69%,2.66B,1.06,2.40,92.43%,1.47%,15.67%,21.32B,1.33,9.03%,0.59%,2.00,0.56%,80.13,1.24,10.21%,0.81%,4.16M,33.09%,-,-,10.54%,11.21%,70.20,103.00,1.02%,3.13 (3.15%),12.18,8.85%,5.17%,-3.74%,1.46,2.97 (3.00%),-,11.19%,-,41.24%,1.88,"Jul 01, 2025",3.80,66.71%,17.01%,67.08,0.93%,1.01%,52626,1.51,15.02%,12.49%,2.06,105.57,Yes / Yes,0.93,49.27%,35.30%,0.55,98.86,-1.10%,1.97%,2.90%,Apr 17 BMO,2.09M,99.15,1.90%,9.83%,6.99%,"

","1,142,420",0.29%,STT
Starz Entertainment Corp,Communication Services,Entertainment,USA,NASD,-,-,-1.19,18.66%,83.70M,6.52%,1.42B,-,-,0.10%,67.23M,53.65%,-284.40M,-,-0.55,3.51%,0.59%,-,3.87B,0.37,-,63.81%,0.82,-,-0.70,-,-,-3.97%,0.39M,-,3.25,5.83,-,-294.66%,8.00,22.98,69.29%,-,-,-28.84%,-10.47%,-17.49%,-,-,0.32,1.76%,36.61%,137.00%,2.48,"May 02, 2008",0.32,75.96%,3.34%,64.08,9.30%,8.70%,1717,-,-2.85%,-7.35%,2.25,18.62,Yes / Yes,-,79.62%,-,0.46,16.80,-39.42%,-17.57%,-0.47%,May 29 AMC,477.62K,18.96,16.68%,22.49%,22.49%,"

","220,767",12.86%,STRZ
Sterling Infrastructure Inc,Industrials,Engineering & Construction,USA,NASD,RUT,23.19,8.56,3.59%,30.41M,2.13%,6.03B,21.34,9.29,0.33%,29.32M,11.61%,265.89M,-,2.25,89.72%,10.54%,71.39%,2.11B,2.86,38.48%,3.48%,4.01,1.91%,26.48,7.49,10.03%,13.81%,3.09M,71.27%,21.00,9.45,-,36.67%,93.50,208.77,17.76%,-,13.23,41.23%,23.78%,-4.98%,1.37,-,1.32,13.44%,20.26%,112.16%,7.48,"Dec 23, 1998",1.32,77.84%,13.32%,66.09,3.43%,2.07%,3000,0.45,4.84%,12.62%,1.00,216.00,Yes / Yes,0.39,28.40%,0.00%,0.55,202.91,5.35%,12.61%,-2.14%,May 05 AMC,770.55K,198.37,4.31%,22.67%,28.46%,"

","425,928",-2.24%,STRL
Strategic Education Inc,Consumer Defensive,Education & Training Services,USA,NASD,RUT,17.77,4.67,3.84%,24.26M,-9.65%,2.00B,12.43,6.68,-2.75%,23.24M,-7.05%,112.73M,-,1.43,93.87%,2.36%,3.73%,1.23B,1.63,15.67%,0.46%,2.66,-16.05%,67.73,1.22,18.52%,5.33%,0.55M,-26.35%,8.05,10.31,-,6.86%,74.28,121.60,-11.19%,2.40 (2.89%),17.29,4.92%,6.47%,-31.77%,0.55,2.40 (2.89%),1.23,4.12%,48.24%,11.71%,2.42,"May 23, 2025",1.23,11.02%,13.23%,34.53,1.83%,1.60%,3801,0.07,5.72%,9.14%,1.00,102.67,Yes / Yes,0.06,0.12%,51.41%,1.02,85.49,0.97%,34.95%,4.60%,Apr 24 BMO,205.68K,82.97,-7.00%,-2.29%,-8.75%,"

","208,955",-2.95%,STRA
Sitio Royalties Corp,Energy,Oil & Gas E&P,USA,NYSE,RUT,38.14,0.52,1.00%,150.84M,-0.50%,3.00B,88.31,0.23,0.00%,76.45M,11.32%,41.50M,-,0.05,91.60%,3.94%,2.26%,636.50M,4.71,340.20%,-0.64%,2.93,-11.02%,18.28,1.09,-11.42%,0.90%,3.02M,-11.69%,0.01,1763.02,-,2.90%,14.58,25.64,3.60%,-,26.41,-,7.10%,-22.50%,1.39,1.34 (6.74%),2.20,59.90%,92.60%,36.28%,0.72,"May 20, 2025",2.30,-,33.80%,65.24,1.33%,3.59%,72,0.76,-,6.70%,2.17,26.17,Yes / Yes,0.76,28.60%,256.70%,1.55,19.95,11.68%,-42.65%,8.00%,May 07 AMC,1.03M,19.87,8.52%,12.79%,-2.67%,"

","1,600,764",-0.40%,STR
Scorpio Tankers Inc,Energy,Oil & Gas Midstream,Monaco,NYSE,RUT,3.04,13.05,13.23%,49.92M,-0.95%,2.03B,6.59,6.03,0.00%,44.27M,-3.45%,668.77M,-,1.20,72.22%,5.86%,4.28%,1.24B,1.63,-45.65%,0.59%,2.86,-19.88%,57.41,0.69,9.99%,16.59%,2.59M,-50.61%,7.97,4.98,-4.83%,24.68%,30.63,84.67,-20.10%,1.60 (4.03%),2.75,-,18.60%,-53.11%,-0.05,2.00 (5.04%),2.39,12.05%,57.00%,29.61%,1.30,"May 30, 2025",2.43,31.85%,47.27%,49.33,0.90%,1.57%,24,0.30,-7.25%,53.76%,1.18,61.27,Yes / Yes,0.25,-39.02%,11.61%,0.36,39.67,2.52%,39.70%,-39.35%,May 01 BMO,905.48K,39.70,-2.00%,3.84%,-21.30%,"

","323,211",0.08%,STNG
StoneCo Ltd,Technology,Software - Infrastructure,Cayman Islands,NASD,RUT,-,-0.78,8.35%,254.62M,-2.05%,3.77B,7.97,1.74,0.00%,248.88M,1.61%,-220.41M,-,0.35,75.31%,10.38%,51.09%,899.52M,4.19,12.83%,-3.47%,4.05,47.71%,7.34,1.89,18.17%,-2.23%,25.83M,2.51%,3.73,3.72,15.58%,-8.85%,7.72,15.08,74.03%,0.05 (0.38%),-,-,-6.34%,-8.03%,1.92,-,1.39,27.45%,24.86%,79.61%,0.58,-,1.39,-167.03%,-35.45%,56.40,3.15%,2.61%,16793,1.18,-14.03%,-24.50%,1.62,15.44,Yes / Yes,0.74,29.04%,-,0.81,13.25,1.00%,0.44%,-17.36%,May 08 AMC,6.38M,13.87,2.20%,7.72%,27.43%,"

","5,194,943",4.68%,STNE
Stantec Inc,Industrials,Engineering & Construction,Canada,NYSE,-,43.40,2.43,0.50%,114.07M,0.50%,12.04B,24.23,4.35,0.00%,113.50M,11.83%,277.33M,2.76,0.98,64.25%,0.63%,30.51%,5.54B,2.17,23.79%,0.09%,3.89,21.32%,18.51,5.70,13.76%,5.68%,0.71M,27.18%,1.55,68.20,15.74%,13.13%,73.18,106.62,34.51%,0.64 (0.61%),30.67,12.08%,8.34%,-1.03%,1.04,0.61 (0.58%),1.38,8.52%,38.65%,44.19%,1.79,"Jun 30, 2025",1.38,6.21%,8.92%,71.97,0.97%,1.35%,32000,0.68,12.10%,5.01%,1.42,108.49,Yes / Yes,0.57,18.48%,26.51%,0.72,104.98,0.69%,5.62%,5.03%,May 14 AMC,183.04K,105.52,3.08%,13.30%,25.23%,"

","131,980",0.51%,STN
ST Microelectronics,Technology,Semiconductors,Netherlands,NYSE,-,25.91,1.17,0.00%,894.41M,18.43%,26.93B,19.64,1.55,-,885.90M,27.04%,1.10B,2.41,0.12,10.98%,1.60%,21.99%,12.32B,2.19,-58.42%,8.22%,1.90,17.24%,19.78,1.54,124.22%,4.41%,14.20M,-32.53%,6.73,4.52,10.73%,6.33%,17.25,45.39,21.75%,0.34 (1.11%),561.07,7.51%,5.61%,-33.02%,1.57,0.36 (1.18%),2.24,6.79%,37.48%,76.23%,0.94,"Jun 24, 2025",3.05,-70.00%,7.83%,77.77,1.99%,2.93%,49602,0.16,-25.35%,8.94%,2.28,27.79,Yes / Yes,0.11,-88.98%,18.46%,1.17,29.60,-0.25%,71.99%,-27.36%,Apr 24 BMO,7.49M,30.40,15.33%,29.33%,18.76%,"

","8,782,503",2.70%,STM
Steel Dynamics Inc,Basic Materials,Steel,USA,NASD,S&P 500,17.69,7.57,6.37%,149.38M,-2.21%,19.86B,10.87,12.31,-0.34%,139.00M,2.53%,1.17B,1.26,2.72,83.87%,1.85%,10.81%,17.22B,1.15,0.07%,-1.40%,1.51,-3.53%,59.08,2.27,25.02%,7.56%,2.57M,4.25%,8.13,16.46,14.05%,13.08%,103.17,155.56,17.31%,2.00 (1.49%),-,26.49%,9.29%,-13.98%,1.40,1.88 (1.40%),1.38,10.88%,13.12%,29.70%,4.25,"Jun 30, 2025",2.74,-48.08%,8.52%,54.73,1.37%,2.75%,13000,0.48,-7.42%,6.80%,1.81,147.45,Yes / Yes,0.43,-60.71%,18.69%,0.40,133.63,4.16%,4.03%,-6.92%,Apr 22 AMC,1.71M,133.81,1.34%,5.38%,4.94%,"

","674,890",0.13%,STLD
Stellantis N.V,Consumer Cyclical,Auto Manufacturers,Netherlands,NYSE,-,5.34,1.95,32.85%,2.86B,5.35%,29.88B,4.04,2.58,0.00%,1.92B,6.10%,5.92B,0.75,-,30.14%,2.27%,-16.43%,169.68B,0.18,-28.24%,-10.52%,2.46,-21.22%,29.37,0.36,37.91%,2.70%,43.73M,-52.53%,13.44,0.78,7.13%,6.77%,8.39,21.96,-20.08%,0.56 (5.40%),-,-0.34%,5.35%,-52.50%,1.46,0.78 (7.44%),0.81,6.98%,13.07%,24.27%,0.34,"Apr 23, 2025",1.09,-69.53%,3.46%,54.89,2.88%,2.79%,248243,0.46,-17.19%,3.49%,2.67,11.35,Yes / Yes,0.31,6.44%,36.65%,1.21,9.96,1.28%,-66.79%,3.85%,Apr 30 BMO,17.75M,10.43,1.22%,5.39%,-17.49%,"

","21,417,297",4.72%,STLA
Stagwell Inc,Communication Services,Advertising Agencies,USA,NASD,RUT,939.22,0.01,57.76%,113.89M,14.32%,1.28B,5.06,0.95,0.60%,113.07M,-1.64%,0.62M,113.30,0.17,37.74%,4.53%,-19.77%,2.82B,0.45,0.74%,28.25%,4.63,-39.21%,2.94,1.63,21.92%,0.02%,5.12M,-29.87%,0.51,9.31,8.29%,0.19%,4.03,8.18,-27.20%,-,15.70,-,0.03%,-41.44%,1.42,-,0.91,14.71%,30.24%,18.86%,0.27,-,0.91,122.13%,5.51%,48.30,2.32%,3.73%,-,5.22,9.86%,0.02%,1.75,8.48,Yes / Yes,5.05,-128.07%,0.00%,2.27,4.55,-5.00%,-21.52%,-2.47%,May 08 BMO,1.11M,4.79,0.21%,-7.66%,-25.04%,"

","2,511,970",5.27%,STGW
StepStone Group Inc,Financial,Asset Management,USA,NASD,RUT,-,-2.39,12.97%,76.76M,0.56%,6.69B,24.60,2.33,-2.26%,66.81M,4.86%,-179.56M,-,0.42,93.13%,3.68%,12.85%,1.18B,5.67,-8.33%,1.08%,3.45,-7.71%,2.34,24.58,24.24%,-4.29%,2.46M,36.04%,2.49,23.07,-,-71.28%,40.07,70.38,-0.76%,1.32 (2.31%),20.86,-,-32.94%,-18.39%,1.40,0.93 (1.62%),0.19,21.01%,96.14%,43.35%,1.93,"Jun 13, 2025",0.19,-359.91%,-14.98%,53.25,1.36%,1.74%,1130,2.13,65.97%,-15.23%,2.00,62.33,Yes / Yes,2.04,-150.90%,90.93%,0.63,58.04,28.99%,54.16%,5.64%,May 22 AMC,712.62K,57.44,-1.41%,7.97%,-0.72%,"

","446,704",-1.03%,STEP
Stellar Bancorp Inc,Financial,Banks - Regional,USA,NYSE,RUT,12.82,2.17,9.97%,52.14M,2.92%,1.43B,14.32,1.94,0.00%,46.34M,5.73%,116.16M,-,0.45,58.85%,2.28%,3.23%,618.55M,2.32,-16.73%,-1.37%,4.14,-10.14%,30.89,0.90,6.11%,1.10%,1.06M,24.12%,-,-,-,7.40%,21.27,32.36,-1.80%,0.56 (2.03%),15.75,1.28%,6.40%,-13.97%,0.67,0.54 (1.94%),-,29.45%,-,30.89%,0.60,"Jun 16, 2025",0.10,-3.02%,23.65%,61.54,1.15%,1.32%,1023,0.13,-0.58%,18.78%,2.80,28.20,No / Yes,0.13,-5.15%,24.66%,0.62,27.50,-0.85%,23.69%,-4.46%,Apr 25 BMO,254.83K,27.84,2.51%,5.51%,0.90%,"

","157,934",1.24%,STEL
Steris Plc,Healthcare,Medical Devices,Ireland,NYSE,S&P 500,39.06,6.20,0.39%,98.30M,-0.40%,23.84B,22.14,10.95,-7.35%,97.99M,7.04%,614.64M,4.54,2.26,95.82%,1.09%,6.27%,5.46B,4.37,7.69%,1.57%,1.63,11.47%,67.18,3.61,8.95%,5.75%,1.07M,5.15%,1.75,138.86,8.60%,9.46%,200.98,252.79,17.90%,2.45 (1.01%),30.74,5.44%,7.11%,-4.13%,0.94,2.28 (0.94%),1.39,12.49%,44.07%,20.59%,4.23,"Jun 10, 2025",1.96,62.82%,18.34%,55.69,0.43%,2.08%,17787,0.33,0.32%,11.26%,1.90,274.38,Yes / Yes,0.31,10711.51%,35.94%,0.74,242.70,0.78%,5.44%,4.31%,May 14 AMC,655.12K,242.36,-0.56%,4.89%,7.61%,"

","482,551",-0.14%,STE
Stewart Information Services Corp,Financial,Insurance - Property & Casualty,USA,NYSE,RUT,23.90,2.60,2.10%,27.92M,2.58%,1.73B,9.95,6.25,-3.69%,27.33M,-2.53%,73.26M,0.80,1.29,98.97%,2.33%,-12.12%,2.55B,0.68,32.99%,1.24%,3.83,-17.03%,50.16,1.24,40.18%,2.73%,0.64M,-0.29%,-,-,29.82%,5.31%,58.61,78.44,-7.94%,2.02 (3.25%),18.71,-4.67%,3.74%,-20.79%,1.00,1.98 (3.18%),-,5.12%,-,6.01%,1.53,"Jun 16, 2025",0.82,73.12%,5.22%,47.17,0.42%,1.55%,7000,0.40,11.40%,2.87%,3.00,75.00,Yes / Yes,0.40,-2.78%,74.82%,0.38,61.61,3.38%,-24.99%,10.40%,Apr 23 AMC,166.25K,62.13,-0.25%,-3.81%,-9.83%,"

","63,488",0.84%,STC
"S & T Bancorp, Inc",Financial,Banks - Regional,USA,NASD,RUT,10.92,3.47,1.59%,38.26M,2.77%,1.45B,11.18,3.39,0.17%,37.72M,0.72%,133.43M,-,0.80,69.73%,1.97%,1.87%,559.48M,2.59,-5.04%,-0.65%,4.44,-11.02%,37.06,1.02,4.57%,1.39%,0.74M,21.46%,-,-,-,9.84%,29.85,45.79,-0.92%,1.34 (3.55%),9.59,3.79%,8.79%,-17.30%,0.87,1.35 (3.56%),-,8.66%,-,26.87%,0.95,"May 15, 2025",0.04,-1.92%,29.91%,57.20,1.06%,1.32%,1206,0.14,1.26%,23.85%,3.00,40.75,Yes / Yes,0.07,7.41%,39.04%,0.41,37.37,-2.75%,16.31%,-3.79%,Apr 24 BMO,167.58K,37.87,1.47%,3.99%,-3.40%,"

","68,723",1.34%,STBA
STAG Industrial Inc,Real Estate,REIT - Industrial,USA,NYSE,-,27.96,1.32,0.61%,186.61M,2.75%,6.91B,36.17,1.02,-7.99%,185.48M,6.96%,243.80M,2.75,0.25,89.48%,2.88%,1.79%,785.41M,8.80,15.87%,2.01%,3.20,3.03%,18.58,1.99,-15.07%,3.71%,5.34M,6.37%,0.26,143.78,10.15%,7.15%,28.61,41.58,9.46%,1.49 (4.03%),-,24.35%,3.94%,-10.96%,0.94,1.41 (3.81%),0.41,13.58%,42.07%,29.40%,0.75,"Jun 30, 2025",0.41,33.30%,35.46%,67.68,0.87%,1.31%,91,0.89,8.81%,31.04%,2.25,37.92,Yes / Yes,0.79,143.33%,142.80%,0.74,37.01,2.09%,157.49%,9.61%,Apr 29 AMC,1.67M,37.02,3.86%,8.37%,3.16%,"

","1,225,911",0.03%,STAG
Sensata Technologies Holding Plc,Technology,Scientific & Technical Instruments,USA,NYSE,-,34.68,0.82,1.20%,146.02M,6.74%,4.14B,8.09,3.50,0.57%,144.54M,10.88%,122.38M,10.29,0.83,104.61%,3.17%,2.68%,3.84B,1.08,-5.72%,-1.51%,2.43,-9.02%,19.51,1.45,7.92%,1.65%,4.59M,-27.73%,4.02,7.05,3.37%,4.20%,17.32,42.33,3.39%,0.50 (1.76%),10.11,-13.43%,2.02%,-33.07%,1.09,0.48 (1.69%),1.81,2.82%,25.42%,63.57%,0.94,"May 14, 2025",2.64,929.58%,11.09%,67.25,1.32%,2.26%,21700,1.12,-5.61%,3.18%,2.29,31.54,Yes / Yes,1.12,-6.73%,56.19%,0.73,27.77,3.25%,8.03%,-8.99%,May 08 AMC,1.88M,28.33,6.06%,20.94%,-3.40%,"

","1,384,645",2.02%,ST
SSR Mining Inc,Basic Materials,Gold,USA,NASD,RUT,30.91,0.40,1.29%,202.54M,-1.83%,2.50B,6.02,2.05,-0.26%,200.15M,6.38%,84.59M,0.34,0.21,68.00%,3.39%,24.42%,1.08B,2.31,301.03%,2.05%,2.62,102.46%,15.64,0.79,82.51%,1.55%,6.79M,135.31%,1.68,7.33,89.72%,2.71%,4.32,13.33,77.16%,-,-,-,2.42%,-7.50%,-0.14,-,1.85,10.41%,21.15%,185.42%,0.55,"Nov 10, 2023",3.95,120.37%,13.49%,59.28,2.94%,2.88%,3500,0.11,-19.41%,7.82%,2.44,13.26,Yes / Yes,0.10,119.14%,-,0.61,12.79,6.93%,104.08%,37.52%,May 06 AMC,2.59M,12.33,5.57%,13.21%,50.80%,"

","1,582,785",-3.60%,SSRM
SS&C Technologies Holdings Inc,Technology,Software - Application,USA,NASD,-,25.47,3.21,13.21%,246.50M,2.61%,20.18B,12.68,6.45,-0.78%,214.08M,5.42%,815.90M,3.02,1.39,85.04%,1.80%,0.37%,5.96B,3.39,8.17%,-0.27%,2.55,7.00%,27.53,2.97,10.23%,4.32%,3.84M,31.82%,18.32,4.47,8.44%,12.34%,60.18,89.73,7.97%,0.98 (1.20%),14.29,12.54%,5.91%,-8.82%,1.24,1.00 (1.22%),1.11,4.89%,48.71%,35.96%,1.55,"Jun 02, 2025",1.11,28.43%,23.63%,61.81,0.18%,0.89%,26800,1.04,6.92%,13.69%,1.42,91.25,Yes / Yes,1.03,34.30%,32.71%,0.48,81.22,0.74%,2.43%,5.50%,Apr 24 AMC,1.51M,81.82,2.17%,4.70%,5.01%,"

","718,731",0.74%,SSNC
Sasol Ltd ADR,Basic Materials,Specialty Chemicals,South Africa,NYSE,-,-,-4.04,0.00%,642.14M,5.08%,3.12B,2.69,1.85,-,629.98M,38.94%,-2618.69M,-,0.71,2.53%,1.07%,12.98%,14.22B,0.22,45.02%,-0.43%,6.00,-1.59%,12.10,0.41,25.09%,-12.23%,6.72M,-22.74%,3.39,1.46,31.13%,-28.05%,2.78,8.40,8.77%,-,4.58,-,-18.68%,-40.95%,0.81,-,1.16,0.48%,30.67%,78.42%,0.16,"Mar 14, 2024",1.83,-1421.83%,20.64%,71.90,2.86%,2.94%,28141,0.91,-4.31%,-18.42%,1.78,8.63,Yes / Yes,0.79,-45.57%,-,1.00,4.76,-6.91%,15.97%,-6.64%,Feb 24 BMO,1.12M,4.96,12.23%,27.60%,-2.75%,"

","1,119,668",4.20%,SSL
"Simpson Manufacturing Co., Inc",Basic Materials,Lumber & Wood Production,USA,NYSE,-,20.92,7.68,0.53%,41.80M,1.39%,6.72B,18.10,8.88,-0.98%,41.61M,2.07%,324.69M,-,2.28,100.12%,2.60%,1.13%,2.24B,3.00,6.58%,0.70%,4.12,-10.94%,44.54,3.61,9.67%,11.71%,1.08M,-0.38%,3.59,44.74,-,18.10%,137.35,197.82,-3.06%,1.12 (0.70%),45.84,20.58%,14.11%,-18.74%,1.30,1.12 (0.70%),1.54,14.45%,46.12%,17.04%,3.92,"Jul 03, 2025",3.17,-3.80%,19.63%,56.15,1.39%,1.69%,5872,0.26,1.38%,14.49%,2.25,185.67,Yes / Yes,0.24,4.78%,14.60%,0.87,158.86,1.97%,18.03%,1.57%,Apr 28 AMC,262.87K,160.75,1.20%,3.95%,-5.64%,"

","229,337",1.19%,SSD
SouthState Corporation,Financial,Banks - Regional,USA,NYSE,RUT,14.32,6.34,1.32%,101.48M,2.41%,9.21B,9.84,9.22,-0.20%,100.16M,2.29%,508.81M,1.01,1.85,88.17%,5.00%,0.31%,2.52B,3.66,-0.53%,28.43%,6.30,-18.04%,84.99,1.07,33.01%,0.92%,5.01M,21.79%,-,-,14.22%,7.18%,70.68,114.26,-8.76%,2.19 (2.42%),-,5.39%,5.18%,-20.56%,0.76,2.16 (2.38%),-,27.49%,-,28.42%,2.19,"May 09, 2025",0.11,3.47%,20.51%,56.40,1.28%,1.35%,4986,0.22,9.38%,20.23%,1.42,112.67,Yes / Yes,0.14,-41.71%,30.43%,0.60,90.50,3.02%,-10.00%,12.80%,Apr 24 AMC,794.32K,90.77,1.60%,3.35%,-6.38%,"

","474,346",0.30%,SSB
Scholar Rock Holding Corp,Healthcare,Biotechnology,USA,NASD,RUT,-,-2.65,23.36%,94.87M,11.25%,3.27B,-,-1.53,-8.19%,72.77M,12.23%,-264.16M,-,-0.68,96.85%,20.90%,-0.23%,0.00M,-,-7.23%,3.05%,11.87,-17.77%,3.29,10.46,42.18%,-78.29%,15.21M,265.01%,3.84,8.97,54.53%,-106.71%,6.76,46.98,-20.36%,-,-,-5.90%,-71.40%,-26.73%,0.30,-,10.25,-,-,409.17%,1.81,-,10.25,-20.30%,-,62.59,5.23%,3.52%,196,0.20,-,-,1.00,49.67,Yes / Yes,0.18,-12.68%,-,0.38,34.07,-,-1.41%,-,May 14 BMO,1.28M,34.42,10.52%,12.00%,12.25%,"

","480,924",1.03%,SRRK
Sarepta Therapeutics Inc,Healthcare,Biotechnology,USA,NASD,-,-,-2.58,4.99%,98.25M,0.51%,3.84B,5.68,6.88,-0.26%,93.37M,7.72%,-248.39M,-,0.86,90.14%,9.45%,-61.21%,2.23B,1.72,-178.94%,-1.02%,2.37,-69.06%,11.63,3.36,499.69%,-7.43%,8.83M,-66.73%,5.32,7.35,60.51%,-23.61%,34.10,173.25,-67.87%,-,-,-,-9.99%,-77.45%,0.60,-,2.46,37.94%,80.07%,14.57%,2.92,-,4.02,-1881.09%,-5.25%,41.23,7.12%,3.74%,1372,1.18,59.15%,-11.12%,1.37,96.88,Yes / Yes,1.18,-1361.33%,0.00%,0.77,39.71,8.35%,-43.44%,80.15%,May 06 AMC,3.73M,39.07,1.84%,-18.86%,-60.97%,"

","2,875,468",-1.61%,SRPT
Sempra,Utilities,Utilities - Diversified,USA,NYSE,S&P 500,16.72,4.54,0.09%,651.93M,-2.34%,49.55B,15.24,4.98,-9.21%,651.59M,0.73%,2.92B,3.37,0.94,89.87%,1.19%,10.44%,13.20B,3.75,-3.01%,-0.87%,1.70,-16.46%,47.17,1.61,10.50%,3.15%,7.72M,-0.03%,2.70,28.17,4.96%,9.76%,61.90,95.77,-13.39%,2.57 (3.39%),-,3.92%,4.50%,-20.67%,0.65,2.51 (3.30%),0.51,3.69%,27.73%,22.73%,1.58,"Jun 26, 2025",0.57,0.75%,22.38%,49.21,2.06%,1.39%,16773,1.19,-0.39%,22.14%,2.18,80.73,Yes / Yes,1.05,10.05%,56.16%,0.58,74.69,-2.94%,9.14%,6.75%,May 08 BMO,4.53M,75.97,-1.38%,2.68%,-5.82%,"

","2,651,434",1.71%,SRE
1st Source Corp,Financial,Banks - Regional,USA,NASD,RUT,10.81,5.75,25.49%,24.56M,2.19%,1.53B,10.46,5.94,0.00%,18.30M,1.83%,139.42M,-,1.47,74.11%,1.22%,4.56%,575.62M,2.65,10.76%,4.73%,2.16,-3.55%,47.29,1.31,0.11%,1.58%,0.22M,21.69%,-,-,-,12.84%,48.97,68.12,6.47%,1.48 (2.39%),7.28,8.67%,11.05%,-8.76%,0.67,1.46 (2.35%),-,8.40%,-,26.93%,1.39,"May 05, 2025",0.06,15.19%,31.18%,58.50,0.99%,1.18%,1205,0.14,9.30%,24.22%,2.33,69.00,Yes / Yes,0.09,26.92%,25.86%,0.53,61.20,1.04%,10.68%,5.50%,Apr 24 BMO,102.79K,62.16,1.40%,5.05%,2.14%,"

","54,511",1.57%,SRCE
Sportradar Group AG,Technology,Software - Application,Switzerland,NASD,-,117.39,0.21,41.25%,207.17M,2.67%,7.53B,45.64,0.53,0.00%,181.56M,5.03%,63.69M,1.33,0.04,44.08%,3.67%,20.37%,1.24B,6.10,218.33%,-5.59%,3.35,41.04%,3.54,6.85,45.93%,2.47%,6.67M,125.82%,1.24,19.49,88.09%,6.40%,10.06,25.85,39.73%,-,18.24,33.48%,5.81%,-6.27%,2.04,-,1.35,22.96%,19.53%,140.97%,0.84,-,1.35,116.24%,10.95%,58.55,0.82%,1.00%,4766,0.05,21.75%,5.16%,1.27,28.35,Yes / Yes,0.04,3880.95%,0.00%,0.78,24.12,0.53%,37.65%,13.50%,May 12 BMO,1.99M,24.23,1.71%,4.77%,31.88%,"

","1,551,809",0.46%,SRAD
Spire Inc,Utilities,Utilities - Regulated Gas,USA,NYSE,RUT,18.40,4.05,2.72%,59.01M,-0.88%,4.40B,14.66,5.08,-0.23%,57.41M,-0.15%,236.90M,2.01,-0.15,87.45%,2.90%,-1.07%,2.43B,1.81,8.82%,-1.10%,3.60,5.36%,55.35,1.35,13.14%,2.28%,1.66M,24.00%,0.26,289.45,9.15%,7.30%,57.77,79.81,9.91%,3.15 (4.22%),-,3.53%,3.45%,-6.59%,0.66,3.08 (4.13%),0.34,5.84%,29.31%,29.05%,1.44,"Jun 11, 2025",0.43,2.54%,20.83%,50.10,0.39%,1.30%,3475,1.36,-7.10%,9.76%,2.11,78.89,Yes / Yes,0.95,-2.06%,72.11%,0.49,73.84,-14.49%,-2.01%,-6.84%,Apr 30 BMO,461.94K,74.55,0.84%,-1.15%,5.34%,"

","224,570",0.96%,SR
